# DERIVED shop checks -- ShopLineupParam ground truth, no hand classification.
# predicate: eventFlag_forStock > 0 AND sellQuantity >= 1 (flag flips ON PURCHASE).
#   unlimited rows (qty -1) are EXCLUDED: their flag is a bell-bearing stock UNLOCK,
#   not a purchase record -- watching it fires on hand-in, not on buying.
# region: row ids are shopBlock*100+slot and a BLOCK IS ONE MERCHANT, so a row inherits
#   its block's region. Empty region = unknown/ambiguous -> gen_data treats as DEFAULTED
#   (hub-quarantined, may not carry progression).
# names: FMG (WeaponName/ProtectorName/AccessoryName/GoodsName/GemName), incl. DLC.
# value: rune price. value==0 means the row is a TRADE/RETURN, not a purchase -- Enia's
#   remembrance shop (65 remembrance RETURNS + 51 trade OUTPUTS). The returns hand back a
#   UNIQUE item you already own: minting a location for one puts a SECOND copy of that
#   remembrance in the pool and breaks the singleton invariant. So gen_data keeps value==0
#   rows in the DETECT table (the trade outputs already have locations and need their shop
#   row rewritten) but never mints a NEW location from one.
# release_flag: eventFlag_forRelease -- the flag that makes the row EXIST in the menu.
#   0 = stocked from the moment you can reach the merchant. NONZERO = the row is NOT THERE
#   until some event fires (a bell bearing handed to the Twin Maidens, a boss killed, an
#   NPC quest advanced). 252 of 679 shop checks (37%) are gated this way -- including ALL 49
#   of Enia's block 1015. Reachability in AP is 'is the REGION open?', which is necessary but
#   NOT SUFFICIENT for these: the region can be open and the row still absent. So gen_data
#   bars them from carrying PROGRESSION (SHOP_RELEASE_GATED_APS). Same predicate as
#   DEFAULTED_REGION_APS: a check we cannot ASSERT is reachable may not be REQUIRED.
row_id	shop_block	equip_type	equip_id	item_name	stock_flag	sell_qty	value	region	region_source	release_flag
100706	1007	0	31300000	Blue Crest Heater Shield	170060	1	1500	Liurnia of the Lakes	row	0
100709	1007	0	31540000	Silver Grooved Shield	170090	1	2000	Liurnia of the Lakes	block	6953
100710	1007	1	5350000	Silver Grooved Helm	170100	1	1000	Liurnia of the Lakes	block	6953
100711	1007	1	5350100	Silver Grooved Armor	170110	1	1500	Liurnia of the Lakes	block	6953
100712	1007	1	5350200	Silver Grooved Gauntlets	170120	1	1000	Liurnia of the Lakes	block	6953
100713	1007	1	5350300	Silver Grooved Greaves	170130	1	1000	Liurnia of the Lakes	block	6953
100714	1007	3	190	Rune Arc	170140	3	4000	Liurnia of the Lakes	block	0
100715	1007	3	3350	Bewitching Branch	170150	5	1600	Liurnia of the Lakes	row	0
100718	1007	3	1310	Immunizing White Cured Meat	170180	3	2000	Liurnia of the Lakes	row	0
100719	1007	3	1320	Invigorating White Cured Meat	170190	3	2000	Liurnia of the Lakes	row	0
100720	1007	3	1330	Clarifying White Cured Meat	170200	3	2000	Liurnia of the Lakes	row	0
100725	1007	3	9510	Perfume Bottle	66750	1	2000	Liurnia of the Lakes	row	0
100727	1007	0	24070000	Sentry's Torch	170350	1	7000	Liurnia of the Lakes	row	0
100728	1007	3	190	Rune Arc	170360	3	4000	Liurnia of the Lakes	block	0
100729	1007	3	20683	Golden Sunflower	170370	10	300	Liurnia of the Lakes	row	0
100730	1007	0	32020000	Distinguished Greatshield	170380	1	5500	Liurnia of the Lakes	row	0
100737	1007	1	962100	Upper-Class Robe	170450	1	2400	Liurnia of the Lakes	row	0
100738	1007	1	960300	Consort's Trousers	170460	1	1500	Liurnia of the Lakes	row	0
100739	1007	1	620000	Prophet Blindfold	170470	1	1000	Liurnia of the Lakes	row	0
100740	1007	1	620300	Prophet Trousers	170480	1	1000	Liurnia of the Lakes	row	0
100741	1007	1	622100	Prophet Robe	170490	1	1500	Liurnia of the Lakes	row	0
100743	1007	3	8717	Note: Below the Capital	69770	1	800	Liurnia of the Lakes	row	0
100750	1007	3	9401	Ancient Dragon Apostle's Cookbook [2]	68010	1	4500	Liurnia of the Lakes	row	0
100751	1007	3	8701	Note: Imp Shades	69610	1	1200	Liurnia of the Lakes	block	0
100752	1007	3	8705	Note: Unseen Assassins	69650	1	2000	Liurnia of the Lakes	row	0
100753	1007	3	8000	Stonesword Key	170530	3	4000	Liurnia of the Lakes	block	0
100764	1007	0	31080000	Scorpion Kite Shield	170640	1	2000	Liurnia of the Lakes	row	0
100765	1007	3	20855	Gravel Stone	170650	8	2000	Liurnia of the Lakes	block	0
100766	1007	0	31290000	Red Crest Heater Shield	170660	1	2500	Liurnia of the Lakes	row	0
100767	1007	0	32200000	Crossed-Tree Towershield	170670	1	3800	Liurnia of the Lakes	row	0
100770	1007	1	1102100	Tree Surcoat	170700	1	3500	Liurnia of the Lakes	row	0
100771	1007	3	111	Festering Bloody Finger	170710	3	2000	Liurnia of the Lakes	block	0
100775	1007	3	9323	Nomadic Warrior's Cookbook [20]	67230	1	3000	Liurnia of the Lakes	row	0
100777	1007	3	8000	Stonesword Key	170770	1	5000	Liurnia of the Lakes	block	0
100794	1007	1	880000	Confessor Hood	170940	1	1000	Liurnia of the Lakes	row	0
100795	1007	1	880100	Confessor Armor	170950	1	1500	Liurnia of the Lakes	row	0
100796	1007	1	880200	Confessor Gloves	170960	1	1000	Liurnia of the Lakes	row	0
100797	1007	1	880300	Confessor Boots	170970	1	1000	Liurnia of the Lakes	row	0
100798	1007	1	160000	Guilty Hood	170980	1	500	Liurnia of the Lakes	row	0
100813	1008	3	940	Preserving Boluses	180130	3	2500	Caelid	row	0
100814	1008	3	20801	Aeonian Butterfly	180140	5	1500	Caelid	row	0
100825	1008	3	9390	Nomadic Warrior's Cookbook [15]	67900	1	4000	Caelid	row	0
100826	1008	3	8000	Stonesword Key	180260	1	4000	Caelid	block	0
100827	1008	3	9500	Cracked Pot	66180	1	1500	Caelid	block	0
100837	1008	3	8710	Note: Gravity's Advantage	69700	1	800	Caelid	row	0
100841	1008	1	730000	Champion Headband	180410	1	1000	Caelid	block	0
100842	1008	1	730100	Champion Pauldron	180420	1	1500	Caelid	block	0
100843	1008	1	730200	Champion Bracers	180430	1	1000	Caelid	block	0
100844	1008	1	730300	Champion Gaiters	180440	1	1000	Caelid	block	0
100845	1008	1	1101000	Greathelm	180450	1	1800	Caelid	row	0
100875	1008	3	8700	Note: Hidden Cave	69600	1	1200	Caelid	row	0
100876	1008	3	9501	Ritual Pot	66460	1	3000	Caelid	block	0
100877	1008	3	10070	Lost Ashes of War	180770	2	5000	Caelid	block	0
100878	1008	3	20855	Gravel Stone	180780	10	2000	Caelid	block	0
100880	1008	2	6070	Sacrificial Twig	180800	3	3000	Caelid	block	0
100882	1008	1	870000	Land of Reeds Helm	180820	1	1000	Caelid	row	0
100883	1008	1	870100	Land of Reeds Armor	180830	1	1500	Caelid	row	0
100884	1008	1	870200	Land of Reeds Gauntlets	180840	1	1000	Caelid	row	0
100885	1008	1	870300	Land of Reeds Greaves	180850	1	1000	Caelid	row	0
100886	1008	3	8713	Note: Gateway	69730	1	1200	Caelid	row	0
100887	1008	3	1480	Dragonwound Grease	180870	2	3000	Caelid	row	0
100888	1008	0	21010000	Spiked Caestus	180880	1	4000	Caelid	row	0
100889	1008	0	24060000	Beast-Repellent Torch	180890	1	1200	Caelid	row	0
100893	1008	3	111	Festering Bloody Finger	180930	8	1500	Caelid	block	0
100900	1009	3	9423	Missionary's Cookbook [7]	68230	1	7500	Siofra River / Nokron	row	0
100901	1009	3	8000	Stonesword Key	190010	3	5000	Siofra River / Nokron	block	0
100903	1009	3	920	Thawfrost Boluses	190030	10	1200	Siofra River / Nokron	block	0
100909	1009	3	190	Rune Arc	190090	3	8000	Siofra River / Nokron	block	0
100915	1009	1	660000	Vagabond Knight Helm	190150	1	1000	Siofra River / Nokron	row	0
100916	1009	1	660100	Vagabond Knight Armor	190160	1	1500	Siofra River / Nokron	row	0
100917	1009	1	660200	Vagabond Knight Gauntlets	190170	1	1000	Siofra River / Nokron	row	0
100918	1009	1	660300	Vagabond Knight Greaves	190180	1	1000	Siofra River / Nokron	row	0
100925	1009	3	9310	Nomadic Warrior's Cookbook [17]	67100	1	1000	Siofra River / Nokron	block	0
100926	1009	3	9327	Nomadic Warrior's Cookbook [18]	67270	1	6000	Siofra River / Nokron	row	0
100928	1009	3	8000	Stonesword Key	190280	3	2000	Siofra River / Nokron	block	0
100935	1009	0	50100000	Dwelling Arrow	190350	30	160	Siofra River / Nokron	row	0
100936	1009	3	8185	Larval Tear	190360	1	3000	Siofra River / Nokron	block	0
100937	1009	0	7020000	Shotel	190370	1	2500	Siofra River / Nokron	row	0
100940	1009	3	2120	Soap	190400	3	400	Siofra River / Nokron	row	0
100941	1009	3	20800	Nascent Butterfly	190410	5	1500	Siofra River / Nokron	row	0
100950	1009	3	9329	Nomadic Warrior's Cookbook [16]	67290	1	2500	Siofra River / Nokron	row	0
100951	1009	3	9392	Perfumer's Cookbook [4]	67920	1	3000	Siofra River / Nokron	row	0
100953	1009	3	10070	Lost Ashes of War	190530	1	3000	Siofra River / Nokron	block	0
100962	1009	3	2130	Celestial Dew	190620	1	7500	Siofra River / Nokron	block	0
100963	1009	3	3060	Gravity Stone Fan	190630	20	200	Siofra River / Nokron	block	0
100964	1009	3	3070	Gravity Stone Chunk	190640	10	300	Siofra River / Nokron	block	0
100965	1009	1	890000	Prisoner Iron Mask	190650	1	1000	Siofra River / Nokron	row	0
100966	1009	1	890100	Prisoner Clothing	190660	1	1500	Siofra River / Nokron	row	0
100967	1009	1	890300	Prisoner Trousers	190670	1	1000	Siofra River / Nokron	row	0
100976	1009	3	8000	Stonesword Key	190760	5	5000	Siofra River / Nokron	block	0
100977	1009	3	10070	Lost Ashes of War	190770	1	5000	Siofra River / Nokron	block	0
100981	1009	3	190	Rune Arc	190810	3	8000	Siofra River / Nokron	block	0
100982	1009	3	111	Festering Bloody Finger	190820	10	2000	Siofra River / Nokron	block	0
100983	1009	3	910	Stanching Boluses	190830	3	1200	Siofra River / Nokron	block	0
101503	1015	1	460000	Elden Lord Crown	250030	1	12000	Roundtable Hold	row	9107
101504	1015	1	460100	Elden Lord Armor	250040	1	20000	Roundtable Hold	row	9107
101505	1015	1	460200	Elden Lord Bracers	250050	1	12000	Roundtable Hold	row	9107
101506	1015	1	460300	Elden Lord Greaves	250060	1	12000	Roundtable Hold	row	9107
101507	1015	1	470000	Radahn's Redmane Helm	250070	1	8000	Roundtable Hold	row	9130
101508	1015	1	470100	Radahn's Lion Armor	250080	1	12000	Roundtable Hold	row	9130
101509	1015	1	470200	Radahn's Gauntlets	250090	1	8000	Roundtable Hold	row	9130
101510	1015	1	470300	Radahn's Greaves	250100	1	8000	Roundtable Hold	row	9130
101511	1015	1	480100	Lord of Blood's Robe	250110	1	20000	Roundtable Hold	row	9112
101512	1015	1	510000	Queen's Crescent Crown	250120	1	7000	Roundtable Hold	row	9118
101513	1015	1	510100	Queen's Robe	250130	1	10000	Roundtable Hold	row	9118
101514	1015	1	510200	Queen's Bracelets	250140	1	7000	Roundtable Hold	row	9118
101515	1015	1	510300	Queen's Leggings	250150	1	7000	Roundtable Hold	row	9118
101516	1015	1	760000	Maliketh's Helm	250160	1	10000	Roundtable Hold	row	9116
101517	1015	1	760100	Maliketh's Armor	250170	1	15000	Roundtable Hold	row	9116
101518	1015	1	760200	Maliketh's Gauntlets	250180	1	10000	Roundtable Hold	row	9116
101519	1015	1	760300	Maliketh's Greaves	250190	1	10000	Roundtable Hold	row	9116
101520	1015	1	770000	Malenia's Winged Helm	250200	1	12000	Roundtable Hold	row	9120
101521	1015	1	770100	Malenia's Armor	250210	1	20000	Roundtable Hold	row	9120
101522	1015	1	770200	Malenia's Gauntlet	250220	1	12000	Roundtable Hold	row	9120
101523	1015	1	770300	Malenia's Greaves	250230	1	12000	Roundtable Hold	row	9120
101524	1015	1	1050100	Fell Omen Cloak	250240	1	12000	Roundtable Hold	row	9104
101525	1015	1	280000	Royal Knight Helm	250250	1	4000	Roundtable Hold	row	9119
101526	1015	1	280100	Royal Knight Armor	250260	1	6000	Roundtable Hold	row	9119
101527	1015	1	280200	Royal Knight Gauntlets	250270	1	4000	Roundtable Hold	row	9119
101528	1015	1	280300	Royal Knight Greaves	250280	1	4000	Roundtable Hold	row	9119
101529	1015	1	780000	Veteran's Helm	250290	1	4000	Roundtable Hold	row	9184
101530	1015	1	780100	Veteran's Armor	250300	1	6000	Roundtable Hold	row	9184
101531	1015	1	780200	Veteran's Gauntlets	250310	1	4000	Roundtable Hold	row	9184
101532	1015	1	780300	Veteran's Greaves	250320	1	4000	Roundtable Hold	row	9184
101550	1015	1	210000	Briar Helm	250500	1	4000	Roundtable Hold	row	9182
101551	1015	1	210100	Briar Armor	250510	1	6000	Roundtable Hold	row	9182
101552	1015	1	210200	Briar Gauntlets	250520	1	4000	Roundtable Hold	row	9182
101553	1015	1	210300	Briar Greaves	250530	1	4000	Roundtable Hold	row	9182
101555	1015	1	3010000	Gaius's Helm	250550	1	8000	Roundtable Hold	row	9164
101556	1015	1	3010100	Gaius's Armor	250560	1	12000	Roundtable Hold	row	9164
101557	1015	1	3010200	Gaius's Gauntlets	250570	1	8000	Roundtable Hold	row	9164
101558	1015	1	5220000	Messmer's Helm	250580	1	10000	Roundtable Hold	row	9146
101559	1015	1	5220100	Messmer's Armor	250590	1	15000	Roundtable Hold	row	9146
101560	1015	1	5220200	Messmer's Gauntlets	250600	1	10000	Roundtable Hold	row	9146
101561	1015	1	5220300	Messmer's Greaves	250610	1	10000	Roundtable Hold	row	9146
101562	1015	1	5260000	Rellana's Helm	250620	1	10000	Roundtable Hold	row	9190
101563	1015	1	5260100	Rellana's Armor	250630	1	15000	Roundtable Hold	row	9190
101564	1015	1	5260200	Rellana's Gloves	250640	1	10000	Roundtable Hold	row	9190
101565	1015	1	5260300	Rellana's Greaves	250650	1	10000	Roundtable Hold	row	9190
101566	1015	1	5270000	Young Lion's Helm	250660	1	12000	Roundtable Hold	row	9143
101567	1015	1	5270100	Young Lion's Armor	250670	1	20000	Roundtable Hold	row	9143
101568	1015	1	5270200	Young Lion's Gauntlets	250680	1	12000	Roundtable Hold	row	9143
101569	1015	1	5270300	Young Lion's Greaves	250690	1	12000	Roundtable Hold	row	9143
101775	1017	3	2950	Remembrance of the Grafted	270750	1	0		block_unknown	9101
101776	1017	3	2951	Remembrance of the Starscourge	270760	1	0		block_unknown	9130
101777	1017	3	2952	Remembrance of the Omen King	270770	1	0		block_unknown	9104
101778	1017	3	2953	Remembrance of the Blasphemous	270780	1	0		block_unknown	9122
101779	1017	3	2954	Remembrance of the Rot Goddess	270790	1	0		block_unknown	9120
101780	1017	3	2959	Remembrance of the Full Moon Queen	270800	1	0		block_unknown	9118
101781	1017	3	2955	Remembrance of the Blood Lord	270810	1	0		block_unknown	9112
101785	1017	3	2956	Remembrance of the Black Blade	270850	1	0		block_unknown	9116
101786	1017	3	2957	Remembrance of Hoarah Loux	270860	1	0		block_unknown	9107
101787	1017	3	2958	Remembrance of the Dragonlord	270870	1	0		block_unknown	9115
101788	1017	3	2960	Remembrance of the Lichdragon	270880	1	0		block_unknown	9111
101789	1017	3	2961	Remembrance of the Fire Giant	270890	1	0		block_unknown	9131
101790	1017	3	2962	Remembrance of the Regal Ancestor	270900	1	0		block_unknown	9133
101791	1017	3	2963	Elden Remembrance	270910	1	0		block_unknown	9123
101792	1017	3	2964	Remembrance of the Naturalborn	270920	1	0		block_unknown	9108
101800	1018	3	104	White Cipher Ring	60280	1	1000	Roundtable Hold	block	0
101801	1018	3	105	Blue Cipher Ring	60290	1	1000	Roundtable Hold	row	0
101802	1018	3	8158	Spirit Calling Bell	60110	1	100	Roundtable Hold	block	1042369416
101803	1018	3	232000	Lone Wolf Ashes	280030	1	500	Roundtable Hold	block	1042369416
101804	1018	3	6260	Black Flame's Protection	280040	1	2500	Roundtable Hold	row	11109770
101805	1018	3	6490	Lord's Divine Fortification	280050	1	3500	Roundtable Hold	row	11109771
101806	1018	3	9421	Fevor's Cookbook [3]	68210	1	2000	Roundtable Hold	block	11109772
101807	1018	3	6760	Law of Causality	280070	1	5000	Roundtable Hold	row	11109773
101859	1018	3	10030	Memory Stone	60470	1	3000	Roundtable Hold	block	0
101860	1018	3	8000	Stonesword Key	250010	3	4000	Roundtable Hold	block	0
101861	1018	3	190	Rune Arc	250020	5	4000	Roundtable Hold	block	0
101862	1018	2	6080	Furled Finger's Trick-Mirror	250330	1	5000	Roundtable Hold	row	0
101863	1018	2	6090	Host's Trick-Mirror	250340	1	5000	Roundtable Hold	row	0
101864	1018	0	1000000	Dagger	250350	1	400	Roundtable Hold	block	0
101865	1018	0	2000000	Longsword	250360	1	1000	Roundtable Hold	block	0
101866	1018	0	7140000	Scimitar	250370	1	600	Roundtable Hold	row	0
101867	1018	0	14000000	Battle Axe	250380	1	800	Roundtable Hold	row	0
101868	1018	0	11000000	Mace	250390	1	800	Roundtable Hold	block	0
101869	1018	0	16000000	Short Spear	250400	1	600	Roundtable Hold	block	0
101870	1018	0	5020000	Rapier	250410	1	1000	Roundtable Hold	row	0
101871	1018	0	34000000	Finger Seal	250420	1	800	Roundtable Hold	block	0
101872	1018	0	41000000	Longbow	250430	1	1200	Roundtable Hold	block	0
101873	1018	0	31330000	Heater Shield	250440	1	1500	Roundtable Hold	row	0
101874	1018	1	1500000	Knight Helm	250450	1	3000	Roundtable Hold	row	0
101875	1018	1	1500100	Knight Armor	250460	1	4500	Roundtable Hold	row	0
101876	1018	1	1500200	Knight Gauntlets	250470	1	3000	Roundtable Hold	row	0
101877	1018	1	1500300	Knight Greaves	250480	1	3000	Roundtable Hold	row	0
101878	1018	3	250	Flask of Wondrous Physick	60020	1	500	Roundtable Hold	block	11109774
101879	1018	3	8500	Crafting Kit	60120	1	500	Roundtable Hold	block	11109775
101880	1018	3	8590	Whetstone Knife	60130	1	500	Roundtable Hold	block	11109776
101881	1018	3	10040	Talisman Pouch	60500	1	500	Roundtable Hold	block	11109777
101896	1018	0	64530000	Reverse-Bladed Sword	280960	1	1000	Roundtable Hold	block	6953
101898	1018	2	8180	Enraged Divine Beast	280980	1	0	Roundtable Hold	row	0
101899	1018	4	416000	Ash of War: Divine Beast Frost Stomp	280990	1	0	Roundtable Hold	row	0
101900	1019	0	15040000	Axe of Godrick	290000	1	0	Roundtable Hold	row	0
101901	1019	0	21060000	Grafted Dragon	290010	1	2000	Roundtable Hold	row	0
101902	1019	0	4050000	Starscourge Greatsword	290020	1	0	Roundtable Hold	row	0
101903	1019	0	42000000	Lion Greatbow	290030	1	0	Roundtable Hold	row	0
101904	1019	0	8100000	Morgott's Cursed Sword	290040	1	0	Roundtable Hold	row	0
101905	1019	3	3011	Regal Omen Bairn	290050	1	5000	Roundtable Hold	row	0
101906	1019	0	3140000	Blasphemous Blade	290060	1	0	Roundtable Hold	row	0
101907	1019	3	4830	Rykard's Rancor	290070	1	0	Roundtable Hold	row	0
101908	1019	0	9020000	Hand of Malenia	290080	1	0	Roundtable Hold	row	0
101909	1019	3	7240	Scarlet Aeonia	290090	1	0	Roundtable Hold	row	0
101910	1019	0	17010000	Mohgwyn's Sacred Spear	290100	1	0	Roundtable Hold	block	0
101911	1019	3	6310	Bloodboon	290110	1	0	Roundtable Hold	row	0
101912	1019	0	4020000	Maliketh's Black Blade	290120	1	0	Roundtable Hold	row	0
101913	1019	3	7530	Black Blade	290130	1	0	Roundtable Hold	row	0
101914	1019	0	23050000	Axe of Godfrey	290140	1	0	Roundtable Hold	row	0
101915	1019	4	50900	Ash of War: Hoarah Loux's Earthshaker	290150	1	15000	Roundtable Hold	row	0
101916	1019	0	6040000	Dragon King's Cragblade	290160	1	20000	Roundtable Hold	row	0
101917	1019	3	7050	Placidusax's Ruin	290170	1	0	Roundtable Hold	row	0
101918	1019	0	33090000	Carian Regal Scepter	290180	1	0	Roundtable Hold	row	0
101919	1019	3	4360	Rennala's Full Moon	290190	1	0	Roundtable Hold	row	0
101920	1019	3	6941	Fortissax's Lightning Spear	290200	1	0	Roundtable Hold	row	0
101921	1019	3	5040	Death Lightning	290210	1	0	Roundtable Hold	row	0
101922	1019	0	20060000	Giant's Red Braid	290220	1	10000	Roundtable Hold	row	0
101923	1019	3	6120	Burn, O Flame!	290230	1	0	Roundtable Hold	row	0
101924	1019	0	15110000	Winged Greathorn	290240	1	3000	Roundtable Hold	row	0
101925	1019	2	6110	Ancestral Spirit's Horn	290250	1	3000	Roundtable Hold	row	0
101926	1019	0	11150000	Marika's Hammer	290260	1	0	Roundtable Hold	row	0
101927	1019	0	3100000	Sacred Relic Sword	290270	1	20000	Roundtable Hold	row	0
101928	1019	0	13030000	Bastard's Stars	290280	1	10000	Roundtable Hold	row	0
101929	1019	4	50800	Ash of War: Waves of Darkness	290290	1	10000	Roundtable Hold	row	0
101930	1019	0	67520000	Rellana's Twin Blades	290300	1	0	Roundtable Hold	row	0
101931	1019	3	2004320	Rellana's Twin Moons	290310	1	0	Roundtable Hold	row	0
101932	1019	5	4400039		290320	1	0	Roundtable Hold	row	0
101933	1019	3	2004700	Blades of Stone	290330	1	0	Roundtable Hold	row	0
101934	1019	0	8500000	Putrescence Cleaver	290340	1	0	Roundtable Hold	row	0
101935	1019	3	2006200	Vortex of Putrescence	290350	1	0	Roundtable Hold	row	0
101936	1019	0	18510000	Poleblade of the Bud	290360	1	0	Roundtable Hold	row	0
101937	1019	3	2007200	Rotten Butterflies	290370	1	0	Roundtable Hold	row	0
101938	1019	0	3510000	Greatsword of Damnation	290380	1	0	Roundtable Hold	row	0
101939	1019	3	2007300	Midra's Flame of Frenzy	290390	1	0	Roundtable Hold	row	0
101940	1019	0	23510000	Shadow Sunflower Blossom	290400	1	0	Roundtable Hold	row	0
101941	1019	3	2006680	Land of Shadow	290410	1	0	Roundtable Hold	row	0
101942	1019	0	17500000	Spear of the Impaler	290420	1	0	Roundtable Hold	row	0
101943	1019	3	2007820	Messmer's Orb	290430	1	0	Roundtable Hold	row	0
101944	1019	0	33510000	Staff of the Great Beyond	290440	1	0	Roundtable Hold	row	0
101945	1019	0	23520000	Gazing Finger	290450	1	0	Roundtable Hold	row	0
101946	1019	0	4530000	Greatsword of Radahn (Lord)	290460	1	0	Roundtable Hold	row	0
101947	1019	0	4550000	Greatsword of Radahn (Light)	290470	1	0	Roundtable Hold	row	0
101948	1019	3	2006700	Light of Miquella	290480	1	0	Roundtable Hold	row	0
101950	1019	3	7000	Dragonfire	290500	1	1	Roundtable Hold	block	0
101951	1019	3	7020	Dragonice	290510	1	1	Roundtable Hold	block	0
101952	1019	3	7040	Glintstone Breath	290520	1	1	Roundtable Hold	row	0
101953	1019	3	7030	Rotten Breath	290530	1	1	Roundtable Hold	block	0
101954	1019	3	7001	Agheel's Flame	290540	1	2	Roundtable Hold	block	1043360800
101955	1019	3	7021	Borealis's Mist	290550	1	2	Roundtable Hold	row	1254560800
101956	1019	3	7041	Smarag's Glintstone Breath	290560	1	2	Roundtable Hold	row	1034450800
101957	1019	3	7031	Ekzykes's Decay	290570	1	2	Roundtable Hold	row	1048370800
101958	1019	3	7060	Dragonclaw	290750	1	1	Roundtable Hold	row	0
101959	1019	3	7080	Dragonmaw	290760	1	1	Roundtable Hold	row	0
101960	1019	3	7010	Magma Breath	290770	1	1	Roundtable Hold	block	1035530800
101961	1019	3	7011	Theodorix's Magma	290780	1	2	Roundtable Hold	row	1050560800
101962	1019	3	7090	Greyoll's Roar	290790	1	3	Roundtable Hold	row	1050400800
101975	1019	3	7060	Dragonclaw	290750	1	1	Roundtable Hold	row	0
101976	1019	3	7080	Dragonmaw	290760	1	1	Roundtable Hold	row	0
101980	1019	3	7000	Dragonfire	290500	1	1	Roundtable Hold	block	0
102250	1022	3	190	Rune Arc	320500	3	8000	Gravesite Plain (DLC)	block	0
102255	1022	3	2008031	Note: Sealed Spiritsprings	320550	1	1000	Gravesite Plain (DLC)	row	0
102256	1022	3	2020001	Rada Fruit	320560	10	800	Gravesite Plain (DLC)	block	0
102257	1022	3	2020002	Redflesh Mushroom	320570	8	1500	Gravesite Plain (DLC)	block	0
102258	1022	3	2020003	Whiteflesh Mushroom	320580	6	2000	Gravesite Plain (DLC)	block	0
102259	1022	3	2020004	Knot Resin	320590	5	1500	Gravesite Plain (DLC)	block	0
102260	1022	3	2001120	Spellproof Pickled Liver	320600	2	4000	Gravesite Plain (DLC)	row	0
102261	1022	3	2001130	Fireproof Pickled Liver	320610	2	4000	Gravesite Plain (DLC)	row	0
102262	1022	3	2001140	Lightningproof Pickled Liver	320620	2	4000	Gravesite Plain (DLC)	row	0
102263	1022	3	2001150	Holyproof Pickled Liver	320630	2	4000	Gravesite Plain (DLC)	row	0
102264	1022	3	2001170	Well-Pickled Turtle Neck	320640	1	2000	Gravesite Plain (DLC)	row	0
102265	1022	3	2020006	Black Pyrefly	320650	8	1800	Gravesite Plain (DLC)	row	0
102266	1022	3	2020012	Sanguine Amaryllis	320660	4	1800	Gravesite Plain (DLC)	row	0
102270	1022	0	61540000	Deadly Poison Perfume Bottle	320700	1	6000	Gravesite Plain (DLC)	row	2045429330
102271	1022	3	1460	Poison Grease	320710	5	1000	Gravesite Plain (DLC)	row	2045429330
102272	1022	3	1560	Drawstring Poison Grease	320720	5	800	Gravesite Plain (DLC)	row	2045429330
102273	1022	3	1720	Poisonbone Dart	320730	20	120	Gravesite Plain (DLC)	block	2045429330
102274	1022	3	1840	Poisoned Stone	320740	10	150	Gravesite Plain (DLC)	block	2045429330
102275	1022	3	1841	Poisoned Stone Clump	320750	5	250	Gravesite Plain (DLC)	block	2045429330
102276	1022	3	20681	Altus Bloom	320760	20	500	Gravesite Plain (DLC)	row	2045429330
102277	1022	3	15150	Miranda Powder	320770	10	800	Gravesite Plain (DLC)	block	2045429330
102278	1022	3	20650	Poisonbloom	320780	10	1000	Gravesite Plain (DLC)	row	2045429330
102279	1022	3	20770	Toxic Mushroom	320790	10	500	Gravesite Plain (DLC)	block	2045429330
102280	1022	3	2020010	Toxic Mossling	320800	5	2000	Gravesite Plain (DLC)	row	2045429330
102281	1022	3	20651	Trina's Lily	320810	3	1000	Gravesite Plain (DLC)	block	2045429330
102300	1023	3	2004300	Miriam's Vanishing	330000	1	10000	Cathedral of Manus Metyr (DLC)	row	0
102301	1023	3	2004500	Glintstone Nail	330010	1	12000	Cathedral of Manus Metyr (DLC)	row	2051459206
102302	1023	3	2004510	Glintstone Nails	330020	1	12000	Cathedral of Manus Metyr (DLC)	row	2051459206
102303	1023	3	2007410	Fleeting Microcosm	330030	1	20000	Cathedral of Manus Metyr (DLC)	row	9440
102304	1023	3	4000	Glintstone Pebble	330040	1	1000	Cathedral of Manus Metyr (DLC)	row	0
102305	1023	3	4001	Great Glintstone Shard	330050	1	2000	Cathedral of Manus Metyr (DLC)	row	0
102306	1023	3	4300	Glintblade Phalanx	330060	1	2500	Cathedral of Manus Metyr (DLC)	row	0
102307	1023	3	4301	Carian Phalanx	330070	1	12000	Cathedral of Manus Metyr (DLC)	row	0
102308	1023	3	4640	Carian Retaliation	330080	1	9000	Cathedral of Manus Metyr (DLC)	row	0
102350	1023	3	2007000	Bayle's Tyranny	290650	1	1	Grand Altar of Dragon Communion (Jagged Peak, DLC)	row	0
102351	1023	3	2007010	Bayle's Flame Lightning	290660	1	1	Grand Altar of Dragon Communion (Jagged Peak, DLC)	row	0
102355	1023	3	2007020	Ghostflame Breath	290670	1	3	Grand Altar of Dragon Communion (Jagged Peak, DLC)	row	0
102700	1027	3	2950	Remembrance of the Grafted	370000	1	0		block_unknown	9101
102701	1027	3	2951	Remembrance of the Starscourge	370010	1	0		block_unknown	9130
102702	1027	3	2952	Remembrance of the Omen King	370020	1	0		block_unknown	9104
102703	1027	3	2953	Remembrance of the Blasphemous	370030	1	0		block_unknown	9122
102704	1027	3	2954	Remembrance of the Rot Goddess	370040	1	0		block_unknown	9120
102705	1027	3	2959	Remembrance of the Full Moon Queen	370050	1	0		block_unknown	9118
