flag	table	lot	slot	category	item_id	num	goods_type	name
11007100	map	11000100	1	1	10105	1	14	Smithing Stone [6]
11007105	map	11000105	1	2	14140000	1		Stormhawk Axe
11007110	map	11000110	1	1	3310	5	0	Warming Stone
11007115	map	11000115	1	2	2210000	1	7	Bigmouth Imp Ashes
11007120	map	11000120	1	1	2909	1	0	Golden Rune [10]
11007125	map	11000125	1	2	52030000	20		Black-Key Bolt
11007135	map	11000135	1	1	20855	2	2	Gravel Stone
11007140	map	11000140	1	1	1750	8	0	Fan Daggers
11007145	map	11000145	1	1	10165	1	14	Somber Smithing Stone [6]
11007150	map	11000150	1	1	20811	3	2	Gold Firefly
11007155	map	11000155	1	1	2918	1	0	
11007160	map	11000160	1	1	1430	1	0	Holy Grease
11007165	map	11000165	1	1	2910	1	0	Golden Rune [11]
11007170	map	11000170	1	1	2907	1	0	Golden Rune [8]
11007175	map	11000175	1	1	2915	1	0	
11007180	map	11000180	1	1	15040	3	2	Old Fang
11007185	map	11000185	1	1	10165	1	14	Somber Smithing Stone [6]
11007185	map	11000186	1	1	15030	1	2	Beast Blood
11007185	map	11000187	1	1	15040	2	2	Old Fang
11007190	map	11000190	1	1	10103	1	14	Smithing Stone [4]
11007195	map	11000195	1	1	10165	1	14	Somber Smithing Stone [6]
11007195	map	11000196	1	1	15030	1	2	Beast Blood
11007195	map	11000197	1	1	15040	2	2	Old Fang
11007200	map	11000200	1	1	2907	1	0	Golden Rune [8]
11007205	map	11000205	1	1	2912	1	0	Golden Rune [13]
11007210	map	11000210	1	1	10164	1	14	Somber Smithing Stone [5]
11007215	map	11000215	1	1	2909	1	0	Golden Rune [10]
11007220	map	11000220	1	1	2907	1	0	Golden Rune [8]
11007225	map	11000225	1	1	2911	1	0	Golden Rune [12]
11007230	map	11000230	1	2	52080000	10		
11007235	map	11000235	1	1	1170	2	0	Lightningproof Dried Liver
11007240	map	11000240	1	1	20685	8	2	Tarnished Golden Sunflower
11007245	map	11000245	1	1	2910	1	0	Golden Rune [11]
11007250	map	11000250	1	1	8000	1	1	Stonesword Key
11007260	map	11000260	1	1	2909	1	0	Golden Rune [10]
11007270	map	11000270	1	1	2907	1	0	Golden Rune [8]
11007280	map	11000280	1	1	2908	1	0	Golden Rune [9]
11007290	map	11000290	1	1	10105	1	14	Smithing Stone [6]
11007300	map	11000300	1	1	2908	1	0	Golden Rune [9]
11007310	map	11000310	1	1	20691	2	2	Arteria Leaf
11007320	map	11000320	1	3	1083000	1		
11007330	map	11000330	1	1	2908	1	0	Golden Rune [9]
11007340	map	11000340	1	1	8193	1	1	Seedbed Curse
11007350	map	11000350	1	1	10105	1	14	Smithing Stone [6]
11007360	map	11000360	1	1	2908	1	0	Golden Rune [9]
11007370	map	11000370	1	1	10104	1	14	Smithing Stone [5]
11007380	map	11000380	1	1	8000	1	1	Stonesword Key
11007390	map	11000390	1	1	2911	1	0	Golden Rune [12]
11007400	map	11000400	1	1	15030	3	2	Beast Blood
11007410	map	11000410	1	1	20800	3	2	Nascent Butterfly
11007420	map	11000420	1	1	1210	1	0	Exalted Flesh
11007430	map	11000430	1	1	1450	2	0	Soporific Grease
11007440	map	11000440	1	1	10165	1	14	Somber Smithing Stone [6]
11007450	map	11000450	1	1	2908	1	0	Golden Rune [9]
11007460	map	11000460	1	1	1170	1	0	Lightningproof Dried Liver
11007480	map	11000480	1	1	20855	1	2	Gravel Stone
11007490	map	11000490	1	1	8000	1	1	Stonesword Key
11007500	map	11000500	1	1	2908	1	0	Golden Rune [9]
11007510	map	11000510	1	1	10103	1	14	Smithing Stone [4]
11007520	map	11000520	1	2	50090000	15		Golden Arrow
11007530	map	11000530	1	1	10105	1	14	Smithing Stone [6]
11007540	map	11000540	1	1	960	1	0	Clarifying Boluses
11007550	map	11000550	1	1	2907	1	0	Golden Rune [8]
11007570	map	11000570	1	1	10070	1	1	Lost Ashes of War
11007580	map	11000580	1	1	190	1	0	Rune Arc
11007590	map	11000590	1	2	1150000	1		Erdsteel Dagger
11007600	map	11000600	1	1	1720	8	0	Poisonbone Dart
11007610	map	11000610	1	1	10165	1	14	Somber Smithing Stone [6]
11007620	map	11000620	1	1	15420	1	2	Albinauric Bloodclot
11007630	map	11000630	1	1	10104	1	14	Smithing Stone [5]
11007640	map	11000640	1	1	1100	3	0	Pickled Turtle Neck
11007650	map	11000650	1	1	10105	1	14	Smithing Stone [6]
11007660	map	11000660	1	1	2908	1	0	Golden Rune [9]
11007670	map	11000670	1	2	41070000	1		Black Bow
11007680	map	11000680	1	1	1480	1	0	Dragonwound Grease
11007690	map	11000690	1	1	8858	1	1	
11007700	map	11000700	1	1	10104	1	14	Smithing Stone [5]
11007710	map	11000710	1	1	2908	1	0	Golden Rune [9]
11007720	map	11000720	1	1	10105	1	14	Smithing Stone [6]
11007730	map	11000730	1	1	1180	1	0	Holyproof Dried Liver
11007740	map	11000740	1	1	150	1	0	Furlcalling Finger Remedy
11007750	map	11000750	1	1	20855	3	2	Gravel Stone
11007760	map	11000760	1	1	10104	1	14	Smithing Stone [5]
11007770	map	11000770	1	1	15040	5	2	Old Fang
11007780	map	11000780	1	1	10105	1	14	Smithing Stone [6]
11007790	map	11000790	1	1	20800	3	2	Nascent Butterfly
11007800	map	11000800	1	1	8000	1	1	Stonesword Key
11007810	map	11000810	1	1	1750	5	0	Fan Daggers
11007820	map	11000820	1	1	10105	1	14	Smithing Stone [6]
11007830	map	11000830	1	1	2908	1	0	Golden Rune [9]
11007840	map	11000840	1	1	20855	5	2	Gravel Stone
11007850	map	11000850	1	1	8193	1	1	Seedbed Curse
11007850	map	11050850	1	1	8193	1	1	Seedbed Curse
11007860	map	11000860	1	1	10104	1	14	Smithing Stone [5]
11007870	map	11000870	1	1	150	1	0	Furlcalling Finger Remedy
11007880	map	11000880	1	2	21080000	1		Star Fist
11007890	map	11000890	1	1	1430	3	0	Holy Grease
11007900	map	11000900	1	1	10105	1	14	Smithing Stone [6]
11007910	map	11000910	1	1	8862	1	1	Golden Order Principia
11007920	map	11000920	1	1	10164	3	14	Somber Smithing Stone [5]
11007930	map	11000930	1	1	1430	6	0	Holy Grease
11007940	map	11000940	1	1	1430	5	0	Holy Grease
11007950	map	11000950	1	1	190	1	0	Rune Arc
11007960	map	11000960	1	2	34070000	1		Erdtree Seal
11007970	map	11000970	1	2	2110000	1		Coded Sword
11007980	map	11000980	1	1	8000	1	1	Stonesword Key
11007983	enemy	424034000	1	1	10163	1	14	Somber Smithing Stone [4]
11007985	map	11001985	1	3	860000	1		
11007985	map	11001986	1	3	860100	1		
11007985	map	11001987	1	3	860200	1		
11007985	map	11001988	1	3	860300	1		
11007987	map	11001187	1	2	18150000	1		
11007989	enemy	435300706	1	2	34030000	1		Gravel Stone Seal
11007990	map	11000990	1	1	10010	1	14	Golden Seed
11007991	map	11001000	1	1	6431	1	18	Blessing of the Erdtree
11007991	map	11050001	1	1	6431	1	18	Blessing of the Erdtree
11007992	enemy	482000400	1	3	1890000	1		
11007993	map	11001193	1	1	10010	1	14	Golden Seed
11007994	map	11001020	1	4	5020	1	17	
11007995	map	11001195	1	1	10166	1	14	Somber Smithing Stone [7]
11007996	map	11001030	1	4	4090	1	5	
11007997	map	11001040	1	2	16090000	1		Bolt of Gransax
11007998	map	11001198	1	1	2919	1	0	
11057000	map	11050000	1	1	6424	1	18	Erdtree Heal
11057010	map	11050010	1	1	10168	1	14	Somber Ancient Dragon Smithing Stone
11057020	map	11050020	1	1	20685	1	2	Tarnished Golden Sunflower
11057030	map	11050030	1	1	190	1	0	Rune Arc
11057040	map	11050040	1	1	20683	1	2	Golden Sunflower
11057050	map	11050050	1	1	2917	1	0	
11057100	map	11050100	1	4	1042	1		
11107000	map	11100000	1	2	21130000	1		Cipher Pata
11107700	map	11100700	1	1	8859	1	1	
11107710	map	11100710	1	2	43110000	1		
11107710	map	11100711	1	2	52030000	20		Black-Key Bolt
11107900	map	11100900	1	2	21110000	1		Clinging Bone
12017030	map	12010030	1	1	10167	1	14	Somber Smithing Stone [8]
12017040	map	12010040	1	1	2900	1	0	Golden Rune [1]
12017050	map	12010050	1	1	2901	1	0	Golden Rune [2]
12017060	map	12010060	1	1	10100	1	14	Smithing Stone [1]
12017070	map	12010070	1	1	1420	3	0	Magic Grease
12017080	map	12010080	1	1	2902	1	0	Golden Rune [3]
12017090	map	12010090	1	1	10200	1	14	Somber Smithing Stone [9]
12017100	map	12010100	1	1	10010	1	14	Golden Seed
12017105	map	12010105	1	1	2909	1	0	Golden Rune [10]
12017105	map	12010106	1	1	190	1	0	Rune Arc
12017110	map	12010110	1	1	1490	1	0	Rot Grease
12017120	map	12010120	1	2	52030000	10		Black-Key Bolt
12017130	map	12010130	1	1	3310	1	0	Warming Stone
12017140	map	12010140	1	1	1170	1	0	Lightningproof Dried Liver
12017150	map	12010150	1	1	10102	1	14	Smithing Stone [3]
12017160	map	12010160	1	2	50060000	10		Shattershard Arrow (Fletched)
12017170	map	12010170	1	1	2050	8	0	Grace Mimic
12017180	map	12010180	1	4	1170	1	0	Lightningproof Dried Liver
12017190	map	12010190	1	1	10102	1	14	Smithing Stone [3]
12017200	map	12010200	1	1	2900	1	0	Golden Rune [1]
12017210	map	12010210	1	1	10102	1	14	Smithing Stone [3]
12017220	map	12010220	1	1	1700	6	0	Throwing Dagger
12017230	map	12010230	1	1	10102	2	14	Smithing Stone [3]
12017240	map	12010240	1	1	2901	1	0	Golden Rune [2]
12017250	map	12010250	1	1	1690	1	0	Shield Grease
12017260	map	12010260	1	1	10102	3	14	Smithing Stone [3]
12017270	map	12010270	1	1	10103	1	14	Smithing Stone [4]
12017280	map	12010280	1	1	10101	3	14	Smithing Stone [2]
12017290	map	12010290	1	1	20852	1	2	Formic Rock
12017300	map	12010300	1	1	1740	5	0	Crystal Dart
12017310	map	12010310	1	1	2120	4	0	Soap
12017320	map	12010320	1	1	10162	1	14	Somber Smithing Stone [3]
12017330	map	12010330	1	1	20761	3	2	Melted Mushroom
12017340	map	12010340	1	1	2902	1	0	Golden Rune [3]
12017350	map	12010350	1	1	2130	1	1	Celestial Dew
12017360	map	12010360	1	1	2902	1	0	Golden Rune [3]
12017370	map	12010370	1	1	20801	1	2	Aeonian Butterfly
12017380	map	12010380	1	1	10166	1	14	Somber Smithing Stone [7]
12017390	map	12010390	1	1	20810	2	2	Silver Firefly
12017400	map	12010400	1	1	2902	1	0	Golden Rune [3]
12017410	map	12010410	1	1	1420	2	0	Magic Grease
12017420	map	12010420	1	1	2902	1	0	Golden Rune [3]
12017430	map	12010430	1	1	150	1	0	Furlcalling Finger Remedy
12017440	map	12010440	1	1	10100	3	14	Smithing Stone [1]
12017450	map	12010450	1	1	2908	1	0	Golden Rune [9]
12017460	map	12010460	1	3	2010000	1	14	Scadutree Fragment
12017470	map	12010470	1	1	940	1	0	Preserving Boluses
12017480	map	12010480	1	1	2906	1	0	Golden Rune [7]
12017490	map	12010490	1	1	2909	1	0	Golden Rune [10]
12017500	map	12010500	1	1	2906	1	0	Golden Rune [7]
12017510	map	12010510	1	1	15100	3	2	Human Bone Shard
12017520	map	12010520	1	1	10165	1	14	Somber Smithing Stone [6]
12017530	map	12010530	1	1	10103	1	14	Smithing Stone [4]
12017540	map	12010540	1	1	930	1	0	Stimulating Boluses
12017550	map	12010550	1	1	1690	2	0	Shield Grease
12017560	map	12010560	1	1	2909	8	0	Golden Rune [10]
12017570	map	12010570	1	2	7070000	1		Wing of Astel
12017580	map	12010580	1	1	8000	1	1	Stonesword Key
12017590	map	12010590	1	1	2906	1	0	Golden Rune [7]
12017600	map	12010600	1	1	2909	1	0	Golden Rune [10]
12017610	map	12010610	1	1	1750	1	0	Fan Daggers
12017620	map	12010620	1	1	10105	1	14	Smithing Stone [6]
12017630	map	12010630	1	1	249000	1	7	Archer Ashes
12017640	map	12010640	1	1	2909	1	0	Golden Rune [10]
12017650	map	12010650	1	1	2909	1	0	Golden Rune [10]
12017660	map	12010660	1	1	2909	1	0	Golden Rune [10]
12017670	map	12010670	1	1	10105	1	14	Smithing Stone [6]
12017680	map	12010680	1	1	2909	1	0	Golden Rune [10]
12017690	map	12010690	1	1	10919	1	14	Great Ghost Glovewort
12017700	map	12010700	1	1	10166	1	14	Somber Smithing Stone [7]
12017710	map	12010710	1	1	222000	1	7	Clayman Ashes
12017720	map	12010720	1	1	8000	1	1	Stonesword Key
12017730	map	12010730	1	1	1420	3	0	Magic Grease
12017740	map	12010740	1	1	1530	2	0	Drawstring Holy Grease
12017750	map	12010750	1	1	20825	3	2	Silver Tear Husk
12017760	map	12010760	1	1	10105	1	14	Smithing Stone [6]
12017770	map	12010770	1	1	2130	1	1	Celestial Dew
12017780	map	12010780	1	1	10166	1	14	Somber Smithing Stone [7]
12017790	map	12010790	1	1	2130	1	1	Celestial Dew
12017800	map	12010800	1	1	10103	1	14	Smithing Stone [4]
12017810	map	12010810	1	1	10104	1	14	Smithing Stone [5]
12017820	map	12010820	1	1	2909	1	0	Golden Rune [10]
12017830	map	12010830	1	1	10104	1	14	Smithing Stone [5]
12017840	map	12010840	1	1	1750	8	0	Fan Daggers
12017850	map	12010850	1	1	2909	1	0	Golden Rune [10]
12017860	map	12010860	1	1	10106	1	14	Smithing Stone [7]
12017870	map	12010870	1	1	10105	1	14	Smithing Stone [6]
12017880	map	12010880	1	1	10167	1	14	Somber Smithing Stone [8]
12017890	map	12010890	1	1	10166	1	14	Somber Smithing Stone [7]
12017900	map	12010900	1	2	7070000	1		Wing of Astel
12017910	map	12010910	1	1	10919	1	14	Great Ghost Glovewort
12017920	map	12010920	1	2	1080000	1		
12017930	map	12010930	1	2	2000400	1		Fire Longsword
12017940	map	12010940	1	1	10166	1	14	Somber Smithing Stone [7]
12017950	map	12010950	1	1	10918	1	14	Ghost Glovewort [9]
12017960	map	12010960	1	4	1140	1	0	Dappled Cured Meat
12017965	enemy	333062021	1	1	8185	1	1	Larval Tear
12017970	map	12010970	1	2	32220000	1		
12017975	enemy	333062011	1	1	8185	1	1	Larval Tear
12017980	map	12010980	1	1	8964	1	1	
12017985	enemy	333062001	1	1	8185	1	1	Larval Tear
12017990	map	12010990	1	1	206000	1	8	Nightmaiden & Swordstress Puppets
12017992	enemy	336000707	1	4	1171	1		
12017995	map	12015995	1	1	10166	1	14	Somber Smithing Stone [7]
12017997	map	12015997	1	1	10010	1	14	Golden Seed
12017999	enemy	360062000	1	2	3070000	1		
12027000	map	12020000	1	4	1200	1	0	Gold-Pickled Fowl Foot
12027030	map	12020030	1	1	20691	3	2	Arteria Leaf
12027040	map	12020040	1	1	10010	1	14	Golden Seed
12027050	map	12020050	1	4	1220	1	0	
12027070	map	12020070	1	2	3000600	1		Lightning Bastard Sword
12027080	map	12020080	1	1	8159	1	1	Fingerslayer Blade
12027080	map	12020081	1	1	10919	1	14	Great Ghost Glovewort
12027090	map	12020090	1	1	3000	1	0	
12027100	map	12020100	1	1	15130	3	2	Crab Eggs
12027110	map	12020110	1	1	15010	3	2	Beast Liver
12027120	map	12020120	1	1	2902	1	0	Golden Rune [3]
12027140	map	12020140	1	2	31320000	1		Inverted Hawk Heater Shield
12027150	map	12020150	1	1	10161	1	14	Somber Smithing Stone [2]
12027160	map	12020160	1	1	15040	2	2	Old Fang
12027170	map	12020170	1	1	2901	1	0	Golden Rune [2]
12027180	map	12020180	1	1	1690	1	0	Shield Grease
12027190	map	12020190	1	1	2902	1	0	Golden Rune [3]
12027200	map	12020200	1	1	1140	1	0	Dappled Cured Meat
12027210	map	12020210	1	1	10161	1	14	Somber Smithing Stone [2]
12027220	map	12020220	1	1	10102	1	14	Smithing Stone [3]
12027230	map	12020230	1	1	10101	3	14	Smithing Stone [2]
12027240	map	12020240	1	2	50100000	10		Dwelling Arrow
12027250	map	12020250	1	1	1200	1	0	Gold-Pickled Fowl Foot
12027260	map	12020260	1	1	2903	1	0	Golden Rune [4]
12027270	map	12020270	1	1	2903	1	0	Golden Rune [4]
12027280	map	12020280	1	1	150	1	0	Furlcalling Finger Remedy
12027290	map	12020290	1	1	2903	1	0	Golden Rune [4]
12027300	map	12020300	1	1	10103	1	14	Smithing Stone [4]
12027310	map	12020310	1	1	15341	1	2	Hefty Beast Bone
12027320	map	12020320	1	1	2905	1	0	Golden Rune [6]
12027330	map	12020330	1	1	2902	1	0	Golden Rune [3]
12027340	map	12020340	1	1	15000	1	2	Sliver of Meat
12027350	map	12020350	1	1	10102	2	14	Smithing Stone [3]
12027360	map	12020360	1	1	1200	2	0	Gold-Pickled Fowl Foot
12027370	map	12020370	1	1	2903	1	0	Golden Rune [4]
12027380	map	12020380	1	2	50100000	10		Dwelling Arrow
12027390	map	12020390	1	1	8000	1	1	Stonesword Key
12027400	map	12020400	1	1	2903	1	0	Golden Rune [4]
12027410	map	12020410	1	1	10101	3	14	Smithing Stone [2]
12027420	map	12020420	1	2	41020000	1		Horn Bow
12027430	map	12020430	1	1	2903	1	0	Golden Rune [4]
12027435	map	12020435	1	2	32030000	1		Crucible Hornshield
12027440	map	12020440	1	1	15000	3	2	Sliver of Meat
12027445	map	12020445	1	1	10165	1	14	Somber Smithing Stone [6]
12027450	map	12020450	1	1	8000	1	1	Stonesword Key
12027460	map	12020460	1	1	190	1	0	Rune Arc
12027470	map	12020470	1	4	1180	1	0	Holyproof Dried Liver
12027480	map	12020480	1	1	15020	3	2	Lump of Flesh
12027490	map	12020490	1	4	1181	1		
12027500	map	12020500	1	1	2903	1	0	Golden Rune [4]
12027510	map	12020510	1	2	50100000	8		Dwelling Arrow
12027520	map	12020520	1	1	20800	1	2	Nascent Butterfly
12027530	map	12020530	1	1	20830	5	2	Gold-Tinged Excrement
12027540	map	12020540	1	1	1160	1	0	Fireproof Dried Liver
12027550	map	12020550	1	1	2903	1	0	Golden Rune [4]
12027560	map	12020560	1	3	301000	1		
12027570	map	12020570	1	1	15040	4	2	Old Fang
12027580	map	12020580	1	1	2904	1	0	Golden Rune [5]
12027590	map	12020590	1	1	1730	8	0	Kukri
12027600	map	12020600	1	1	15341	5	2	Hefty Beast Bone
12027610	map	12020610	1	1	10104	1	14	Smithing Stone [5]
12027620	map	12020620	1	4	1201	1		
12027630	map	12020630	1	1	15040	1	2	Old Fang
12027640	map	12020640	1	1	15341	3	2	Hefty Beast Bone
12027650	map	12020650	1	1	10103	1	14	Smithing Stone [4]
12027660	map	12020660	1	1	15030	1	2	Beast Blood
12027670	map	12020670	1	1	15030	3	2	Beast Blood
12027680	map	12020680	1	1	10164	1	14	Somber Smithing Stone [5]
12027690	map	12020690	1	1	2911	1	0	Golden Rune [12]
12027700	map	12020700	1	1	2900	1	0	Golden Rune [1]
12027710	map	12020710	1	1	10104	1	14	Smithing Stone [5]
12027720	map	12020720	1	1	10101	1	14	Smithing Stone [2]
12027730	map	12020730	1	1	2130	1	1	Celestial Dew
12027740	map	12020740	1	1	10104	1	14	Smithing Stone [5]
12027750	map	12020750	1	1	8000	1	1	Stonesword Key
12027760	map	12020760	1	1	20825	2	2	Silver Tear Husk
12027770	map	12020770	1	1	2900	1	0	Golden Rune [1]
12027780	map	12020780	1	1	2912	1	0	Golden Rune [13]
12027790	map	12020790	1	1	2906	1	0	Golden Rune [7]
12027800	map	12020800	1	1	10104	1	14	Smithing Stone [5]
12027810	map	12020810	1	1	2905	1	0	Golden Rune [6]
12027820	map	12020820	1	1	190	1	0	Rune Arc
12027830	map	12020830	1	1	10103	1	14	Smithing Stone [4]
12027840	map	12020840	1	1	2900	1	0	Golden Rune [1]
12027850	map	12020850	1	1	950	1	0	Rejuvenating Boluses
12027860	map	12020860	1	1	190	1	0	Rune Arc
12027870	map	12020870	1	1	2130	1	1	Celestial Dew
12027880	map	12020880	1	1	207000	1	8	Mimic Tear Ashes
12027890	map	12020890	1	1	2906	1	0	Golden Rune [7]
12027900	map	12020900	1	1	10102	1	14	Smithing Stone [3]
12027910	map	12020910	1	2	11120000	1		Nox Flowing Hammer
12027920	map	12020920	1	1	2130	1	1	Celestial Dew
12027930	map	12020930	1	1	2906	1	0	Golden Rune [7]
12027940	map	12020940	1	1	2100	3	0	Soft Cotton
12027950	map	12020950	1	1	10164	1	14	Somber Smithing Stone [5]
12027960	map	12020960	1	1	1480	3	0	Dragonwound Grease
12027970	map	12020970	1	1	15120	2	2	Slumbering Egg
12027980	map	12020980	1	1	2906	1	0	Golden Rune [7]
12027985	enemy	333065001	1	1	8185	1	1	Larval Tear
12027990	map	12020990	1	1	2906	1	0	Golden Rune [7]
12027995	enemy	337000704	1	3	301000	1		
12037010	map	12030010	1	1	8000	1	1	Stonesword Key
12037020	map	12030020	1	1	20852	1	2	Formic Rock
12037030	map	12030030	1	1	2904	1	0	Golden Rune [5]
12037040	map	12030040	1	1	2907	1	0	Golden Rune [8]
12037050	map	12030050	1	2	50090000	10		Golden Arrow
12037060	map	12030060	1	1	10105	1	14	Smithing Stone [6]
12037070	map	12030070	1	1	1430	3	0	Holy Grease
12037080	map	12030080	1	1	6720	1	16	Elden Stars
12037090	map	12030090	1	1	10103	1	14	Smithing Stone [4]
12037100	map	12030100	1	1	2904	1	0	Golden Rune [5]
12037110	map	12030110	1	1	2905	1	0	Golden Rune [6]
12037120	map	12030120	1	1	3310	3	0	Warming Stone
12037130	map	12030130	1	1	10103	1	14	Smithing Stone [4]
12037140	map	12030140	1	5	22000	1		
12037150	map	12030150	1	1	1480	1	0	Dragonwound Grease
12037160	map	12030160	1	1	15341	5	2	Hefty Beast Bone
12037170	map	12030170	1	1	2900	1	0	Golden Rune [1]
12037180	map	12030180	1	2	33180000	1		
12037190	map	12030190	1	1	10105	1	14	Smithing Stone [6]
12037200	map	12030200	1	1	2904	1	0	Golden Rune [5]
12037210	map	12030210	1	1	2907	1	0	Golden Rune [8]
12037220	map	12030220	1	1	20800	3	2	Nascent Butterfly
12037230	map	12030230	1	1	10166	1	14	Somber Smithing Stone [7]
12037240	map	12030240	1	1	10166	1	14	Somber Smithing Stone [7]
12037250	map	12030250	1	1	10166	1	14	Somber Smithing Stone [7]
12037260	map	12030260	1	1	1750	4	0	Fan Daggers
12037270	map	12030270	1	1	10165	1	14	Somber Smithing Stone [6]
12037280	map	12030280	1	1	2907	1	0	Golden Rune [8]
12037290	map	12030290	1	1	2907	1	0	Golden Rune [8]
12037300	map	12030300	1	3	571000	1		
12037300	map	12030301	1	3	571100	1		
12037300	map	12030302	1	3	570200	1		
12037300	map	12030303	1	3	570300	1		
12037310	map	12030310	1	1	10105	1	14	Smithing Stone [6]
12037320	map	12030320	1	1	2907	1	0	Golden Rune [8]
12037330	map	12030330	1	1	10166	1	14	Somber Smithing Stone [7]
12037340	map	12030340	1	1	20691	5	2	Arteria Leaf
12037350	map	12030350	1	1	10106	1	14	Smithing Stone [7]
12037360	map	12030360	1	2	53010000	6		Lightning Greatbolt
12037370	map	12030370	1	1	2907	1	0	Golden Rune [8]
12037380	map	12030380	1	1	10105	1	14	Smithing Stone [6]
12037390	map	12030390	1	1	2907	1	0	Golden Rune [8]
12037400	map	12030400	1	1	960	1	0	Clarifying Boluses
12037410	map	12030410	1	1	10103	1	14	Smithing Stone [4]
12037420	map	12030420	1	1	15100	5	2	Human Bone Shard
12037430	map	12030430	1	1	2907	1	0	Golden Rune [8]
12037440	map	12030440	1	1	2908	1	0	Golden Rune [9]
12037450	map	12030450	1	1	10103	1	14	Smithing Stone [4]
12037460	map	12030460	1	1	20800	1	2	Nascent Butterfly
12037470	map	12030470	1	1	2907	1	0	Golden Rune [8]
12037480	map	12030480	1	1	10104	1	14	Smithing Stone [5]
12037490	map	12030490	1	1	10104	1	14	Smithing Stone [5]
12037500	map	12030500	1	1	10105	3	14	Smithing Stone [6]
12037510	map	12030510	1	1	190	1	0	Rune Arc
12037520	map	12030520	1	1	254000	1	7	Mausoleum Soldier Ashes
12037530	map	12030530	1	1	10166	1	14	Somber Smithing Stone [7]
12037540	map	12030540	1	1	2907	1	0	Golden Rune [8]
12037550	map	12030550	1	1	10165	1	14	Somber Smithing Stone [6]
12037560	map	12030560	1	1	2900	1	0	Golden Rune [1]
12037570	map	12030570	1	1	2900	1	0	Golden Rune [1]
12037580	map	12030580	1	1	2900	1	0	Golden Rune [1]
12037590	map	12030590	1	1	2900	1	0	Golden Rune [1]
12037800	map	12030800	1	1	2913	1	0	
12037800	map	12030801	1	1	190	1	0	Rune Arc
12037810	map	12030810	1	1	2913	1	0	
12037810	map	12030811	1	1	190	1	0	Rune Arc
12037820	map	12030820	1	1	2913	1	0	
12037820	map	12030821	1	1	190	1	0	Rune Arc
12037830	map	12030830	1	1	2913	1	0	
12037830	map	12030831	1	1	190	1	0	Rune Arc
12037840	map	12030840	1	1	2913	1	0	
12037840	map	12030841	1	1	190	1	0	Rune Arc
12037850	map	12030850	1	1	2913	1	0	
12037850	map	12030851	1	1	190	1	0	Rune Arc
12037900	map	12030900	1	2	3000600	1		Lightning Bastard Sword
12037910	map	12030910	1	1	2900	1	0	Golden Rune [1]
12037950	map	12030950	1	2	17020000	1		
12037960	map	12030960	1	2	23070000	1		Staff of the Avatar
12037990	enemy	463000704	1	4	1191	1		
12057010	map	12050010	1	1	10010	1	14	Golden Seed
12057020	map	12050020	1	1	2910	1	0	Golden Rune [11]
12057030	map	12050030	1	1	10105	1	14	Smithing Stone [6]
12057040	map	12050040	1	1	20723	5	2	Bloodrose
12057060	map	12050060	1	1	2917	1	0	
12057070	map	12050070	1	1	10107	1	14	Smithing Stone [8]
12057080	map	12050080	1	1	2916	1	0	
12057090	map	12050090	1	1	20831	8	2	Blood-Tainted Excrement
12057100	map	12050100	1	1	10200	1	14	Somber Smithing Stone [9]
12057110	map	12050110	1	1	7210	1	16	Swarm of Flies
12057120	map	12050120	1	1	1540	4	0	Drawstring Blood Grease
12057130	map	12050130	1	1	20831	8	2	Blood-Tainted Excrement
12057140	map	12050140	1	1	2911	1	0	Golden Rune [12]
12057150	map	12050150	1	1	10106	1	14	Smithing Stone [7]
12057160	map	12050160	1	1	2911	1	0	Golden Rune [12]
12057170	map	12050170	1	1	20753	1	2	Sacramental Bud
12057180	map	12050180	1	1	20800	3	2	Nascent Butterfly
12057190	map	12050190	1	1	190	1	0	Rune Arc
12057200	map	12050200	1	1	2900	1	0	Golden Rune [1]
12057210	map	12050210	1	1	2912	1	0	Golden Rune [13]
12057220	map	12050220	1	1	2900	1	0	Golden Rune [1]
12057230	map	12050230	1	1	2900	1	0	Golden Rune [1]
12057240	map	12050240	1	1	2900	1	0	Golden Rune [1]
12057250	map	12050250	1	1	2900	1	0	Golden Rune [1]
12057260	map	12050260	1	1	2900	1	0	Golden Rune [1]
12057270	map	12050270	1	1	2900	1	0	Golden Rune [1]
12057280	map	12050280	1	1	2900	1	0	Golden Rune [1]
12057290	map	12050290	1	1	20723	5	2	Bloodrose
12057300	map	12050300	1	1	1430	1	0	Holy Grease
12057310	map	12050310	1	1	8000	1	1	Stonesword Key
12057320	map	12050320	1	1	10105	1	14	Smithing Stone [6]
12057330	map	12050330	1	1	20691	4	2	Arteria Leaf
12057340	map	12050340	1	1	2912	1	0	Golden Rune [13]
12057350	map	12050350	1	1	960	1	0	Clarifying Boluses
12057360	map	12050360	1	1	1490	3	0	Rot Grease
12057370	map	12050370	1	4	4042	1		
12057380	map	12050380	1	1	2900	1	0	Golden Rune [1]
12057390	map	12050390	1	1	2900	1	0	Golden Rune [1]
12057400	map	12050400	1	1	2900	1	0	Golden Rune [1]
12057410	map	12050410	1	1	2900	1	0	Golden Rune [1]
12057420	map	12050420	1	1	2900	1	0	Golden Rune [1]
12057430	map	12050430	1	1	2900	1	0	Golden Rune [1]
12057440	map	12050440	1	1	2900	1	0	Golden Rune [1]
12057450	map	12050450	1	1	2900	1	0	Golden Rune [1]
