# AUTO-GENERATED by tools/extract_questline_conditions.py --dag-corpus -- DO NOT EDIT, re-emit.
# One row per (AWARD SITE, cone ROOT) from the #1085 questline-condition extractor; parameterised-event call sites are complete.
# The artifacts it reads (decompiled EMEVD + talk ESD) are licensing-restricted and absent from CI,
#   so this table is COMMITTED and re-emitted by hand -- the same shape as greenfield/flag_names.tsv.
#   Re-emit: python tools/gen_inputs.py --ensure elden_ring_artifacts && \
#            python tools/extract_questline_conditions.py elden_ring_artifacts --dag-corpus greenfield/questline_conditions.tsv
# 🛑 A ROW IS A COND ROOT, NOT A VERDICT. cone_completeness says how much of the cone was read:
#   complete = nothing refused; budget_capped = only CAPS were hit (the cone can MISS a prerequisite,
#   never invent one); unreadable = a guard could not be read at all. build_questline_dag.py owns
#   the admission rule and tallies what it refuses.
# 🛑 disjunctive=Y: the SITE guards contain an `||` and the arms were UNIONED, so those roots are an
#   OVER-approximation. A disjunction met further down a setter chain is not marked at all, which is
#   why no consumer may read a site's roots as a proven conjunction.
# 🛑 ObjAct / MSB / ChrActivateConditionParam / ceremony / shop-lineup gating is OUTSIDE this corpus.
#   Absence of a row is 'no gate visible here', never 'no gate'.
# MEASURED THIS EMIT: 8996 row(s) | cone: budget_capped 3435, complete 1184, unreadable 4377
# roots NOT addressable as a source id (dropped once, here, and counted): root-class-not-addressable:BOSS_KILL 627, root-class-not-addressable:COUNT_FLAGS 51, root-class-not-addressable:DIALOGUE_CHOICE 184, root-class-not-addressable:FLAG_BAND 101, root-class-not-addressable:REGION_ACCESS 905, site-has-no-award-flag 369
target_flag	target_lot	site_file	site_event	site_callsite	site_verb	designation	cone_completeness	disjunctive	control_flow_skipped	root_class	source_id	source_kind	setter_cite	unresolved_forms
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	1034509411	flag	talk/m60_00_00_00-only/t106016000.py:t106016000_x64	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	1034509432	flag	talk/m60_00_00_00-only/t106016000.py:t106016000_x64	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	1037469289	flag	talk/m60_00_00_00-only/t330016000.py:t330016000_x3	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	1041389413	flag	talk/m11_10_00_00-only/t320001110.py:t320001110_x10	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	11109256	flag	talk/m11_10_00_00-only/t320001110.py:t320001110_x13	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	11109518	flag	talk/m11_10_00_00-only/t325001110.py:t325001110_x31	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	11109905	flag	talk/m11_10_00_00-only/t334001110.py:t334001110_x45	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	11109909	flag	talk/m11_10_00_00-only/t334001110.py:t334001110_x45	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	11109921	flag	talk/m11_10_00_00-only/t334001110.py:t334001110_x48	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	3000	flag	talk/m60_00_00_00-only/t900006000.py:t900006000_x3	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			ITEM_POSSESSION	2130	goods	talk/m10_00_00_00-only/t302011000.py	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			ITEM_POSSESSION	8164	goods	talk/m10_00_00_00-only/t302011000.py	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			ITEM_POSSESSION	8194	goods	talk/m10_00_00_00-only/t302011000.py	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			MAP_ACCESS	m10_00	map	talk/m10_00_00_00-only/t302011000.py	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			MAP_ACCESS	m60_37	map	m60_37_46_00.emevd.dcx.js	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	10009512	flag	common.emevd.dcx.js:3279	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	10009514	flag	common.emevd.dcx.js:3279	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3225	flag	common.emevd.dcx.js:3239	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3260	flag	common.emevd.dcx.js:3279	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3268	flag	common.emevd.dcx.js:3279	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3269	flag	common.emevd.dcx.js:3279	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3270	flag	common.emevd.dcx.js:3279	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3560	flag	common.emevd.dcx.js:3579	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3561	flag	common.emevd.dcx.js:3049	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3565	flag	common.emevd.dcx.js:3579	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3566	flag	common.emevd.dcx.js:3579	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3567	flag	common.emevd.dcx.js:3579	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3568	flag	common.emevd.dcx.js:3579	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3601	flag	common.emevd.dcx.js:3049	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3605	flag	common.emevd.dcx.js:3619	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3606	flag	common.emevd.dcx.js:3619	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3607	flag	common.emevd.dcx.js:3619	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3608	flag	common.emevd.dcx.js:3619	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3609	flag	common.emevd.dcx.js:3619	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3610	flag	common.emevd.dcx.js:3619	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3611	flag	common.emevd.dcx.js:3619	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3612	flag	common.emevd.dcx.js:3619	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3613	flag	common.emevd.dcx.js:3619	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3614	flag	common.emevd.dcx.js:3619	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3615	flag	common.emevd.dcx.js:3619	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3616	flag	common.emevd.dcx.js:3619	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3700	flag	common.emevd.dcx.js:3719	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3705	flag	common.emevd.dcx.js:3719	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3707	flag	common.emevd.dcx.js:3719	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3708	flag	common.emevd.dcx.js:3719	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3740	flag	common.emevd.dcx.js:3759	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3741	flag	common.emevd.dcx.js:3049	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3745	flag	common.emevd.dcx.js:3759	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3746	flag	common.emevd.dcx.js:3759	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3747	flag	common.emevd.dcx.js:3759	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3748	flag	common.emevd.dcx.js:3759	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3761	flag	common.emevd.dcx.js:3049	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3765	flag	common.emevd.dcx.js:3779	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3766	flag	common.emevd.dcx.js:3779	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3767	flag	common.emevd.dcx.js:3779	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	4220	flag	common.emevd.dcx.js:4239	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	4225	flag	common.emevd.dcx.js:4239	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	4226	flag	common.emevd.dcx.js:4239	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	4227	flag	common.emevd.dcx.js:4239	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	4228	flag	common.emevd.dcx.js:4239	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x3		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	4229	flag	common.emevd.dcx.js:4239	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			BOSS_KILL	10000800	flag	m10_00_00_00.emevd.dcx.js:10002800	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			BOSS_KILL	1035420800	flag	common_func.emevd.dcx.js:90005860	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			BOSS_KILL	3603	flag	common_func.emevd.dcx.js:90005702	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			BOSS_KILL	9101	flag	m10_00_00_00.emevd.dcx.js:10002800	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			BOSS_KILL	9104	flag	m11_00_00_00.emevd.dcx.js:11002800	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	10009351	flag	talk/m10_00_00_00-only/t302001000.py:t302001000_x31	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	10009360	flag	talk/m10_00_00_00-only/t302001000.py:t302001000_x47	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	10009362	flag	talk/m10_00_00_00-only/t302001000.py:t302001000_x31	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	10009397	flag	talk/m10_00_00_00-only/t302001000.py:t302001000_x39	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	10009705	flag	talk/m11_10_00_00-only/t334001110.py:t334001110_x44	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	1034429205	flag	talk/m11_10_00_00-only/t334001110.py:t334001110_x46	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	1034509305	flag	talk/m60_00_00_00-only/t307306000.py:t307306000_x32	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	1034509405	flag	talk/m60_00_00_00-only/t106016000.py:t106016000_x12	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	1034509410	flag	talk/m60_00_00_00-only/t106016000.py:t106016000_x64	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	1034509411	flag	talk/m60_00_00_00-only/t106016000.py:t106016000_x64	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	1034509432	flag	talk/m60_00_00_00-only/t106016000.py:t106016000_x64	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	1037469289	flag	talk/m60_00_00_00-only/t330016000.py:t330016000_x3	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	1041389413	flag	talk/m11_10_00_00-only/t320001110.py:t320001110_x10	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	11109256	flag	talk/m11_10_00_00-only/t320001110.py:t320001110_x13	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	11109518	flag	talk/m11_10_00_00-only/t325001110.py:t325001110_x31	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	11109905	flag	talk/m11_10_00_00-only/t334001110.py:t334001110_x45	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	11109909	flag	talk/m11_10_00_00-only/t334001110.py:t334001110_x45	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	11109921	flag	talk/m11_10_00_00-only/t334001110.py:t334001110_x48	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			DIALOGUE_STEP	3000	flag	talk/m60_00_00_00-only/t900006000.py:t900006000_x3	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			ITEM_POSSESSION	2130	goods	talk/m10_00_00_00-only/t302011000.py	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			ITEM_POSSESSION	8164	goods	talk/m10_00_00_00-only/t302011000.py	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			ITEM_POSSESSION	8194	goods	talk/m10_00_00_00-only/t302011000.py	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			MAP_ACCESS	m10_00	map	talk/m10_00_00_00-only/t302011000.py	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			MAP_ACCESS	m60_37	map	m60_37_46_00.emevd.dcx.js	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	10009512	flag	common.emevd.dcx.js:3279	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	10009514	flag	common.emevd.dcx.js:3279	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3225	flag	common.emevd.dcx.js:3239	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3260	flag	common.emevd.dcx.js:3279	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3268	flag	common.emevd.dcx.js:3279	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3269	flag	common.emevd.dcx.js:3279	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3270	flag	common.emevd.dcx.js:3279	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3560	flag	common.emevd.dcx.js:3579	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3561	flag	common.emevd.dcx.js:3049	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3565	flag	common.emevd.dcx.js:3579	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
400050	100500	talk/m10_00_00_00-only/t302011000.py	t302011000_x46		ESD_lot	UNRESOLVED	unreadable			NPC_STATE	3566	flag	common.emevd.dcx.js:3579	DIALOGUE_DEPTH_CAP;MANY_SETTERS;UNSET_FLAG
