ap_id,flag,flag_source,item_name,map,region,method
7000622,220550,shop,Falchion,PENDING,Non-merchant reference (starting gear; items placed in world),shop_reference
7000623,220630,shop,,PENDING,Non-merchant reference (starting gear; items placed in world),shop_reference
7000624,220640,shop,Cracked Pot,PENDING,Non-merchant reference (starting gear; items placed in world),shop_reference
7000625,220650,shop,,PENDING,Non-merchant reference (starting gear; items placed in world),shop_reference
7000626,220680,shop,Note: Imp Shades,PENDING,Non-merchant reference (starting gear; items placed in world),shop_reference
7000627,220690,shop,Note: Flask of Wondrous Physick,PENDING,Non-merchant reference (starting gear; items placed in world),shop_reference
7000628,230000,shop,Glintstone Staff,PENDING,Non-merchant reference (caster kit; items placed in world),shop_reference
7000629,230020,shop,Clawmark Seal,PENDING,Non-merchant reference (caster kit; items placed in world),shop_reference
7000630,230030,shop,[Sorcery] Glintstone Pebble,PENDING,Non-merchant reference (caster kit; items placed in world),shop_reference
7000631,230040,shop,[Sorcery] Stars of Ruin,PENDING,Non-merchant reference (caster kit; items placed in world),shop_reference
7000632,230050,shop,,PENDING,Non-merchant reference (caster kit; items placed in world),shop_reference
7000633,230060,shop,"[Incantation] Flame, Fall Upon Them",PENDING,Non-merchant reference (caster kit; items placed in world),shop_reference
7000634,230070,shop,[Incantation] Frenzied Burst,PENDING,Non-merchant reference (caster kit; items placed in world),shop_reference
7000635,230080,shop,Carian Knight Helm,PENDING,Non-merchant reference (caster kit; items placed in world),shop_reference
7000636,230090,shop,Carian Knight Armor (Altered),PENDING,Non-merchant reference (caster kit; items placed in world),shop_reference
7000637,230100,shop,Carian Knight Gauntlets,PENDING,Non-merchant reference (caster kit; items placed in world),shop_reference
7000638,230110,shop,Carian Knight Greaves,PENDING,Non-merchant reference (caster kit; items placed in world),shop_reference
7000639,230170,shop,Axe Talisman,PENDING,Non-merchant reference (caster kit; items placed in world),shop_reference
7000640,230190,shop,Note: Stonedigger Trolls,PENDING,Non-merchant reference (caster kit; items placed in world),shop_reference
7000641,250010,shop,Stonesword Key,PENDING,Multiple merchants (various regions),shop_multi
7000642,250020,shop,Rune Arc,PENDING,Multiple merchants (various regions),shop_multi
7000643,250030,shop,Elden Lord Crown,PENDING,Roundtable Hold,shop_merchant
7000644,250040,shop,Elden Lord Armor,PENDING,Roundtable Hold,shop_merchant
7000645,250050,shop,Elden Lord Bracers,PENDING,Roundtable Hold,shop_merchant
7000646,250060,shop,Elden Lord Greaves,PENDING,Roundtable Hold,shop_merchant
7000647,250070,shop,Radahn's Redmane Helm,PENDING,Roundtable Hold,shop_merchant
7000648,250080,shop,Radahn's Lion Armor,PENDING,Roundtable Hold,shop_merchant
7000649,250090,shop,Radahn's Gauntlets,PENDING,Roundtable Hold,shop_merchant
7000650,250100,shop,Radahn's Greaves,PENDING,Roundtable Hold,shop_merchant
7000651,250110,shop,Lord of Blood's Robe,PENDING,Roundtable Hold,shop_merchant
7000652,250120,shop,Queen's Crescent Crown,PENDING,Roundtable Hold,shop_merchant
7000653,250130,shop,Queen's Robe,PENDING,Roundtable Hold,shop_merchant
7000654,250140,shop,Queen's Bracelets,PENDING,Roundtable Hold,shop_merchant
7000655,250150,shop,Queen's Leggings,PENDING,Roundtable Hold,shop_merchant
7000656,250160,shop,Maliketh's Helm,PENDING,Roundtable Hold,shop_merchant
7000657,250170,shop,Maliketh's Armor,PENDING,Roundtable Hold,shop_merchant
7000658,250180,shop,Maliketh's Gauntlets,PENDING,Roundtable Hold,shop_merchant
7000659,250190,shop,Maliketh's Greaves,PENDING,Roundtable Hold,shop_merchant
7000660,250200,shop,Malenia's Winged Helm,PENDING,Roundtable Hold,shop_merchant
7000661,250210,shop,Malenia's Armor,PENDING,Roundtable Hold,shop_merchant
7000662,250220,shop,Malenia's Gauntlet,PENDING,Roundtable Hold,shop_merchant
7000663,250230,shop,Malenia's Greaves,PENDING,Roundtable Hold,shop_merchant
7000664,250240,shop,Fell Omen Cloak,PENDING,Roundtable Hold,shop_merchant
7000665,250250,shop,Royal Knight Helm,PENDING,Roundtable Hold,shop_merchant
7000666,250260,shop,Royal Knight Armor,PENDING,Roundtable Hold,shop_merchant
7000667,250270,shop,Royal Knight Gauntlets,PENDING,Roundtable Hold,shop_merchant
7000668,250280,shop,Royal Knight Greaves,PENDING,Roundtable Hold,shop_merchant
7000669,250290,shop,Veteran's Helm,PENDING,Roundtable Hold,shop_merchant
7000670,250300,shop,Veteran's Armor,PENDING,Roundtable Hold,shop_merchant
7000671,250310,shop,Veteran's Gauntlets,PENDING,Roundtable Hold,shop_merchant
7000672,250320,shop,Veteran's Greaves,PENDING,Roundtable Hold,shop_merchant
7000673,250330,shop,Furled Finger's Trick-Mirror,PENDING,Roundtable Hold,shop_merchant
7000674,250340,shop,Host's Trick-Mirror,PENDING,Roundtable Hold,shop_merchant
7000675,250350,shop,Dagger,PENDING,Multiple merchants (various regions),shop_multi
7000676,250360,shop,Longsword,PENDING,Multiple merchants (various regions),shop_multi
7000677,250370,shop,Scimitar,PENDING,Roundtable Hold,shop_merchant
7000678,250380,shop,Battle Axe,PENDING,Roundtable Hold,shop_merchant
7000679,250390,shop,Mace,PENDING,Multiple merchants (various regions),shop_multi
7000680,250400,shop,Short Spear,PENDING,Multiple merchants (various regions),shop_multi
7000681,250410,shop,Rapier,PENDING,Roundtable Hold,shop_merchant
7000682,250420,shop,Finger Seal,PENDING,Multiple merchants (various regions),shop_multi
7000683,250430,shop,Longbow,PENDING,Multiple merchants (various regions),shop_multi
7000684,250440,shop,Heater Shield,PENDING,Roundtable Hold,shop_merchant
7000685,250450,shop,Knight Helm,PENDING,Roundtable Hold,shop_merchant
7000686,250460,shop,Knight Armor,PENDING,Roundtable Hold,shop_merchant
7000687,250470,shop,Knight Gauntlets,PENDING,Roundtable Hold,shop_merchant
7000688,250480,shop,Knight Greaves,PENDING,Roundtable Hold,shop_merchant
7000689,250500,shop,Briar Helm,PENDING,Roundtable Hold,shop_merchant
7000690,250510,shop,Briar Armor,PENDING,Roundtable Hold,shop_merchant
7000691,250520,shop,Briar Gauntlets,PENDING,Roundtable Hold,shop_merchant
7000692,250530,shop,Briar Greaves,PENDING,Roundtable Hold,shop_merchant
7000693,250540,synthetic,RH: Blue Cipher Ring - Twin maiden shop,PENDING,Roundtable Hold,synthetic_areacode
7000694,250550,shop,Gaius's Helm,PENDING,Roundtable Hold,shop_merchant
7000695,250560,shop,Gaius's Armor,PENDING,Roundtable Hold,shop_merchant
7000696,250570,shop,Gaius's Gauntlets,PENDING,Roundtable Hold,shop_merchant
7000697,250580,shop,Messmer's Helm,PENDING,Roundtable Hold,shop_merchant
7000698,250590,shop,Messmer's Armor,PENDING,Roundtable Hold,shop_merchant
7000699,250600,shop,Messmer's Gauntlets,PENDING,Roundtable Hold,shop_merchant
7000700,250610,shop,Messmer's Greaves,PENDING,Roundtable Hold,shop_merchant
7000701,250620,shop,Rellana's Helm,PENDING,Roundtable Hold,shop_merchant
7000702,250630,shop,Rellana's Armor,PENDING,Roundtable Hold,shop_merchant
7000703,250640,shop,Rellana's Gloves,PENDING,Roundtable Hold,shop_merchant
7000704,250650,shop,Rellana's Greaves,PENDING,Roundtable Hold,shop_merchant
7000705,250660,shop,Young Lion's Helm,PENDING,Roundtable Hold,shop_merchant
7000706,250670,shop,Young Lion's Armor,PENDING,Roundtable Hold,shop_merchant
7000707,250680,shop,Young Lion's Gauntlets,PENDING,Roundtable Hold,shop_merchant
7000708,250690,shop,Young Lion's Greaves,PENDING,Roundtable Hold,shop_merchant
7000709,270750,shop,Remembrance of the Grafted,PENDING,Multiple merchants (various regions),shop_multi
7000710,270760,shop,Remembrance of the Starscourge,PENDING,Multiple merchants (various regions),shop_multi
7000711,270770,shop,Remembrance of the Omen King,PENDING,Multiple merchants (various regions),shop_multi
7000712,270780,shop,Remembrance of the Blasphemous,PENDING,Multiple merchants (various regions),shop_multi
7000713,270790,shop,Remembrance of the Rot Goddess,PENDING,Multiple merchants (various regions),shop_multi
7000714,270800,shop,Remembrance of the Full Moon Queen,PENDING,Multiple merchants (various regions),shop_multi
7000715,270810,shop,Remembrance of the Blood Lord,PENDING,Multiple merchants (various regions),shop_multi
7000716,270850,shop,Remembrance of the Black Blade,PENDING,Multiple merchants (various regions),shop_multi
7000717,270860,shop,Remembrance of Hoarah Loux,PENDING,Multiple merchants (various regions),shop_multi
7000718,270870,shop,Remembrance of the Dragonlord,PENDING,Multiple merchants (various regions),shop_multi
7000719,270880,shop,Remembrance of the Lichdragon,PENDING,Multiple merchants (various regions),shop_multi
7000720,270890,shop,Remembrance of the Fire Giant,PENDING,Multiple merchants (various regions),shop_multi
7000721,270900,shop,Remembrance of the Regal Ancestor,PENDING,Multiple merchants (various regions),shop_multi
7000722,270910,shop,Elden Remembrance,PENDING,Multiple merchants (various regions),shop_multi
7000723,270920,shop,Remembrance of the Naturalborn,PENDING,Multiple merchants (various regions),shop_multi
7000724,280030,shop,Lone Wolf Ashes,PENDING,Multiple merchants (various regions),shop_multi
7000725,280040,shop,[Incantation] Black Flame's Protection,PENDING,Roundtable Hold,shop_merchant
7000726,280050,shop,[Incantation] Lord's Divine Fortification,PENDING,Roundtable Hold,shop_merchant
7000727,280060,synthetic,RH: Knight Greaves - Twin maiden shop,PENDING,Roundtable Hold,synthetic_areacode
7000728,280070,shop,[Incantation] Law of Causality,PENDING,Roundtable Hold,shop_merchant
7000729,280590,synthetic,RH: Furled Finger's Trick-Mirror - Twin maiden shop,PENDING,Roundtable Hold,synthetic_areacode
7000730,280980,shop,Enraged Divine Beast,PENDING,Roundtable Hold,shop_merchant
7000731,280990,shop,Ash of War: Divine Beast Frost Stomp,PENDING,Roundtable Hold,shop_merchant
7000732,290000,shop,Axe of Godrick,PENDING,Roundtable Hold,shop_merchant
7000733,290010,shop,Grafted Dragon,PENDING,Roundtable Hold,shop_merchant
7000734,290020,shop,Starscourge Greatsword,PENDING,Roundtable Hold,shop_merchant
7000735,290030,shop,Lion Greatbow,PENDING,Roundtable Hold,shop_merchant
7000736,290040,shop,Morgott's Cursed Sword,PENDING,Roundtable Hold,shop_merchant
7000737,290050,shop,Regal Omen Bairn,PENDING,Roundtable Hold,shop_merchant
7000738,290060,shop,Blasphemous Blade,PENDING,Roundtable Hold,shop_merchant
7000739,290070,shop,[Sorcery] Rykard's Rancor,PENDING,Roundtable Hold,shop_merchant
7000740,290080,shop,Hand of Malenia,PENDING,Roundtable Hold,shop_merchant
7000741,290090,shop,[Incantation] Scarlet Aeonia,PENDING,Roundtable Hold,shop_merchant
7000742,290100,shop,Mohgwyn's Sacred Spear,m60_35_42_00,Overworld m60_35_42_00,emevd
7000743,290110,shop,[Incantation] Bloodboon,PENDING,Roundtable Hold,shop_merchant
7000744,290120,shop,Maliketh's Black Blade,PENDING,Roundtable Hold,shop_merchant
7000745,290130,shop,[Incantation] Black Blade,PENDING,Roundtable Hold,shop_merchant
7000746,290140,shop,Axe of Godfrey,PENDING,Roundtable Hold,shop_merchant
7000747,290150,shop,Ash of War: Hoarah Loux's Earthshaker,PENDING,Roundtable Hold,shop_merchant
7000748,290160,shop,Dragon King's Cragblade,PENDING,Roundtable Hold,shop_merchant
7000749,290170,shop,[Incantation] Placidusax's Ruin,PENDING,Roundtable Hold,shop_merchant
7000750,290180,shop,Carian Regal Scepter,PENDING,Roundtable Hold,shop_merchant
7000751,290190,shop,[Sorcery] Rennala's Full Moon,PENDING,Roundtable Hold,shop_merchant
7000752,290200,shop,[Incantation] Fortissax's Lightning Spear,PENDING,Roundtable Hold,shop_merchant
7000753,290210,shop,[Sorcery] Death Lightning,PENDING,Roundtable Hold,shop_merchant
7000754,290220,shop,Giant's Red Braid,PENDING,Roundtable Hold,shop_merchant
7000755,290230,shop,"[Incantation] Burn, O Flame!",PENDING,Roundtable Hold,shop_merchant
7000756,290240,shop,Winged Greathorn,PENDING,Roundtable Hold,shop_merchant
7000757,290250,shop,Ancestral Spirit's Horn,PENDING,Roundtable Hold,shop_merchant
7000758,290260,shop,Marika's Hammer,PENDING,Roundtable Hold,shop_merchant
7000759,290270,shop,Sacred Relic Sword,PENDING,Roundtable Hold,shop_merchant
7000760,290280,shop,Bastard's Stars,PENDING,Roundtable Hold,shop_merchant
7000761,290290,shop,Ash of War: Waves of Darkness,PENDING,Roundtable Hold,shop_merchant
7000762,290300,shop,Rellana's Twin Blades,PENDING,Roundtable Hold,shop_merchant
7000763,290310,shop,[Sorcery] Rellana's Twin Moons,PENDING,Roundtable Hold,shop_merchant
7000764,290320,shop,,PENDING,Roundtable Hold,shop_merchant
7000765,290330,shop,[Sorcery] Blades of Stone,PENDING,Roundtable Hold,shop_merchant
7000766,290340,shop,Putrescence Cleaver,PENDING,Roundtable Hold,shop_merchant
7000767,290350,shop,[Sorcery] Vortex of Putrescence,PENDING,Roundtable Hold,shop_merchant
7000768,290360,shop,Poleblade of the Bud,PENDING,Roundtable Hold,shop_merchant
7000769,290370,shop,[Incantation] Rotten Butterflies,PENDING,Roundtable Hold,shop_merchant
7000770,290380,shop,Greatsword of Damnation,PENDING,Roundtable Hold,shop_merchant
7000771,290390,shop,[Incantation] Midra's Flame of Frenzy,PENDING,Roundtable Hold,shop_merchant
7000772,290400,shop,Shadow Sunflower Blossom,PENDING,Roundtable Hold,shop_merchant
7000773,290410,shop,[Incantation] Land of Shadow,PENDING,Roundtable Hold,shop_merchant
7000774,290420,shop,Spear of the Impaler,PENDING,Roundtable Hold,shop_merchant
7000775,290430,shop,[Incantation] Messmer's Orb,PENDING,Roundtable Hold,shop_merchant
7000776,290440,shop,Staff of the Great Beyond,PENDING,Roundtable Hold,shop_merchant
7000777,290450,shop,Gazing Finger,PENDING,Roundtable Hold,shop_merchant
7000778,290460,shop,Greatsword of Radahn (Lord),PENDING,Roundtable Hold,shop_merchant
7000779,290470,shop,Greatsword of Radahn (Light),PENDING,Roundtable Hold,shop_merchant
7000780,290480,shop,[Incantation] Light of Miquella,PENDING,Roundtable Hold,shop_merchant
7000781,290500,shop,[Incantation] Dragonfire,PENDING,Multiple merchants (various regions),shop_multi
7000782,290510,shop,[Incantation] Dragonice,PENDING,Multiple merchants (various regions),shop_multi
7000783,290520,shop,[Incantation] Glintstone Breath,PENDING,Roundtable Hold,shop_merchant
7000784,290530,shop,[Incantation] Rotten Breath,PENDING,Multiple merchants (various regions),shop_multi
7000785,290540,shop,[Incantation] Agheel's Flame,PENDING,Multiple merchants (various regions),shop_multi
7000786,290550,shop,[Incantation] Borealis's Mist,PENDING,Roundtable Hold,shop_merchant
7000787,290560,shop,[Incantation] Smarag's Glintstone Breath,PENDING,Roundtable Hold,shop_merchant
7000788,290570,shop,[Incantation] Ekzykes's Decay,PENDING,Roundtable Hold,shop_merchant
7000789,290650,shop,[Incantation] Bayle's Tyranny,PENDING,"Grand Altar of Dragon Communion (Jagged Peak, DLC)",shop_merchant
7000790,290660,shop,[Incantation] Bayle's Flame Lightning,PENDING,"Grand Altar of Dragon Communion (Jagged Peak, DLC)",shop_merchant
7000791,290670,shop,[Incantation] Ghostflame Breath,PENDING,"Grand Altar of Dragon Communion (Jagged Peak, DLC)",shop_merchant
7000792,290750,shop,[Incantation] Dragonclaw,PENDING,Roundtable Hold,shop_merchant
7000793,290760,shop,[Incantation] Dragonmaw,PENDING,Roundtable Hold,shop_merchant
7000794,290770,shop,[Incantation] Magma Breath,PENDING,Multiple merchants (various regions),shop_multi
7000795,290780,shop,[Incantation] Theodorix's Magma,PENDING,Roundtable Hold,shop_merchant
7000796,290790,shop,[Incantation] Greyoll's Roar,PENDING,Roundtable Hold,shop_merchant
7000797,320500,shop,Rune Arc,PENDING,Multiple merchants (various regions),shop_multi
7000798,320550,shop,Note: Sealed Spiritsprings,PENDING,Gravesite Plain (DLC),shop_merchant
7000799,320560,shop,Rada Fruit,PENDING,Multiple merchants (various regions),shop_multi
7000800,320570,shop,Redflesh Mushroom,PENDING,Multiple merchants (various regions),shop_multi
7000801,320580,shop,Whiteflesh Mushroom,PENDING,Multiple merchants (various regions),shop_multi
7000802,320590,shop,Knot Resin,PENDING,Multiple merchants (various regions),shop_multi
7000803,320600,shop,Spellproof Pickled Liver,PENDING,Gravesite Plain (DLC),shop_merchant
7000804,320610,shop,Fireproof Pickled Liver,PENDING,Gravesite Plain (DLC),shop_merchant
7000805,320620,shop,Lightningproof Pickled Liver,PENDING,Gravesite Plain (DLC),shop_merchant
7000806,320630,shop,Holyproof Pickled Liver,PENDING,Gravesite Plain (DLC),shop_merchant
7000807,320640,shop,Well-Pickled Turtle Neck,PENDING,Gravesite Plain (DLC),shop_merchant
7000808,320650,shop,Black Pyrefly,PENDING,Gravesite Plain (DLC),shop_merchant
7000809,320660,shop,Sanguine Amaryllis,PENDING,Gravesite Plain (DLC),shop_merchant
7000810,320700,shop,Deadly Poison Perfume Bottle,PENDING,Gravesite Plain (DLC),shop_merchant
7000811,320710,shop,Poison Grease,PENDING,Gravesite Plain (DLC),shop_merchant
7000812,320720,shop,Drawstring Poison Grease,PENDING,Gravesite Plain (DLC),shop_merchant
7000813,320730,shop,Poisonbone Dart,PENDING,Multiple merchants (various regions),shop_multi
7000814,320740,shop,Poisoned Stone,PENDING,Multiple merchants (various regions),shop_multi
7000815,320750,shop,Poisoned Stone Clump,PENDING,Multiple merchants (various regions),shop_multi
7000816,320760,shop,Altus Bloom,PENDING,Gravesite Plain (DLC),shop_merchant
7000817,320770,shop,Miranda Powder,PENDING,Multiple merchants (various regions),shop_multi
7000818,320780,shop,Poisonbloom,PENDING,Gravesite Plain (DLC),shop_merchant
7000819,320790,shop,Toxic Mushroom,PENDING,Multiple merchants (various regions),shop_multi
7000820,320800,shop,Toxic Mossling,PENDING,Gravesite Plain (DLC),shop_merchant
7000821,320810,shop,Trina's Lily,PENDING,Multiple merchants (various regions),shop_multi
7000822,320820,synthetic,GP/PT: Forager Brood Cookbook [2] - given by friendly Kindred of Rot E of PT,PENDING,Gravesite Plain (DLC),synthetic_areacode
7000823,330000,shop,[Sorcery] Miriam's Vanishing,PENDING,Cathedral of Manus Metyr (DLC),shop_merchant
7000824,330010,shop,[Sorcery] Glintstone Nail,PENDING,Cathedral of Manus Metyr (DLC),shop_merchant
7000825,330020,shop,[Sorcery] Glintstone Nails,PENDING,Cathedral of Manus Metyr (DLC),shop_merchant
7000826,330030,shop,[Sorcery] Fleeting Microcosm,PENDING,Cathedral of Manus Metyr (DLC),shop_merchant
7000827,330040,shop,[Sorcery] Glintstone Pebble,PENDING,Cathedral of Manus Metyr (DLC),shop_merchant
7000828,330050,shop,[Sorcery] Great Glintstone Shard,PENDING,Cathedral of Manus Metyr (DLC),shop_merchant
7000829,330060,shop,[Sorcery] Glintblade Phalanx,PENDING,Cathedral of Manus Metyr (DLC),shop_merchant
7000830,330070,shop,[Sorcery] Carian Phalanx,PENDING,Cathedral of Manus Metyr (DLC),shop_merchant
7000831,330080,shop,[Sorcery] Carian Retaliation,PENDING,Cathedral of Manus Metyr (DLC),shop_merchant
7000832,370070,shop,Remembrance of a God and a Lord,PENDING,Multiple merchants (various regions),shop_multi
7000833,370080,shop,Remembrance of the Impaler,PENDING,Multiple merchants (various regions),shop_multi
7000834,370180,shop,Remembrance of the Wild Boar Rider,PENDING,Multiple merchants (various regions),shop_multi
7000835,370200,shop,Remembrance of the Shadow Sunflower,PENDING,Multiple merchants (various regions),shop_multi
7000836,370210,shop,Remembrance of the Twin Moon Knight,PENDING,Multiple merchants (various regions),shop_multi
7000837,370220,shop,Remembrance of the Saint of the Bud,PENDING,Multiple merchants (various regions),shop_multi
7000838,370230,shop,Remembrance of the Dancing Lion,PENDING,Multiple merchants (various regions),shop_multi
7000839,370240,shop,Remembrance of the Lord of Frenzied Flame,PENDING,Multiple merchants (various regions),shop_multi
7000840,370250,shop,Remembrance of the Mother of Fingers,PENDING,Multiple merchants (various regions),shop_multi
7000841,370260,shop,Remembrance of Putrescence,PENDING,Multiple merchants (various regions),shop_multi
7000842,400000,shop,Omen Helm,PENDING,Non-merchant reference (gallery list; reuses key-item flags),shop_reference
7000843,400001,map_lot,Rold Medallion,m34_14_00_00,DLC Dungeon,emevd
7000844,400010,map_lot,,PENDING,Global / Common-event (unplaced),global
7000845,400020,map_lot,Neutralizing Boluses,PENDING,Global / Common-event (unplaced),global
7000846,400021,map_lot,,PENDING,Global / Common-event (unplaced),global
7000847,400030,map_lot,Festering Bloody Finger,PENDING,Global / Common-event (unplaced),global
7000848,400031,map_lot,Lord of Blood's Favor,m10_01_00_00,Stormveil Castle,emevd
7000849,400032,map_lot,Pureblood Knight's Medal,PENDING,Global / Common-event (unplaced),global
7000850,400033,map_lot,Lord of Blood's Favor,m10_01_00_00,Stormveil Castle,emevd
7000851,400036,map_lot,Festering Bloody Finger,m12_05_00_00,Eternal Cities & Underground Rivers,emevd
7000852,400037,map_lot,Varre's Bouquet,m12_05_00_00,Eternal Cities & Underground Rivers,emevd
7000853,400040,map_lot,,PENDING,Global / Common-event (unplaced),global
7000854,400041,map_lot,Perfume Bottle,PENDING,Global / Common-event (unplaced),global
7000855,400042,map_lot,Glowstone,PENDING,Global / Common-event (unplaced),global
7000856,400049,map_lot,Kalé's Bell Bearing,PENDING,Global / Common-event (unplaced),global
7000857,400050,map_lot,Grace Mimic,m60_44_36_00,Overworld m60_44_36_00,emevd
7000858,400051,map_lot,Gostoc's Bell Bearing,PENDING,Global / Common-event (unplaced),global
7000859,400060,map_lot,Sacrificial Twig,PENDING,Global / Common-event (unplaced),global
7000860,400061,map_lot,Shabriri Grape,m60_33_44_00,Overworld m60_33_44_00,emevd
7000861,400069,map_lot,[Sorcery] Rancorcall,PENDING,Global / Common-event (unplaced),global
7000862,400070,map_lot,Tonic of Forgetfulness,m60_40_54_00,Overworld m60_40_54_00,emevd
7000863,400071,map_lot,Consort's Mask,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7000864,400072,map_lot,Drawing-Room Key,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7000865,400073,map_lot,Letter from Volcano Manor,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7000866,400074,map_lot,Letter from Volcano Manor,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7000867,400075,map_lot,Red Letter,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7000868,400076,map_lot,[Sorcery] Magma Shot,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7000869,400077,map_lot,Serpentbone Blade,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7000870,400078,map_lot,Taker's Cameo,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7000871,400079,map_lot,[Incantation] Aspects of the Crucible: Breath,PENDING,Global / Common-event (unplaced),global
7000872,400080,map_lot,Irina's Letter,PENDING,Global / Common-event (unplaced),global
7000873,400081,map_lot,Rya's Necklace,PENDING,Global / Common-event (unplaced),global
7000874,400089,map_lot,Frenzied Flame Seal,m35_00_00_00,Divine Tower,emevd
7000875,400090,map_lot,Volcano Manor Invitation,PENDING,Global / Common-event (unplaced),global
7000876,400091,map_lot,Zorayas's Letter,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7000877,400100,map_lot,Sellen's Primal Glintstone,PENDING,Global / Common-event (unplaced),global
7000878,400101,map_lot,Glintstone Kris,PENDING,Global / Common-event (unplaced),global
7000879,400102,map_lot,Sellian Sealbreaker,PENDING,Global / Common-event (unplaced),global
7000880,400103,map_lot,Starlight Shards,PENDING,Global / Common-event (unplaced),global
7000881,400104,map_lot,[Sorcery] Comet Azur,PENDING,Global / Common-event (unplaced),global
7000882,400105,map_lot,[Sorcery] Stars of Ruin,PENDING,Global / Common-event (unplaced),global
7000883,400106,map_lot,Sellen's Bell Bearing,m11_10_00_00,Leyndell / Roundtable / Shunning-Grounds,emevd
7000884,400107,map_lot,Witch's Glintstone Crown,m14_00_00_00,Raya Lucaria Academy,emevd
7000885,400108,map_lot,Glowstone,PENDING,Global / Common-event (unplaced),global
7000886,400109,map_lot,Glowstone,PENDING,Global / Common-event (unplaced),global
7000887,400120,map_lot,Glowstone,PENDING,Global / Common-event (unplaced),global
7000888,400121,map_lot,Glowstone,PENDING,Global / Common-event (unplaced),global
7000889,400122,synthetic,"RH: Rellana's Gloves - Enia shop, defeat CE/CLC mainboss",PENDING,Roundtable Hold,synthetic_areacode
7000890,400130,map_lot,Haligtree Secret Medallion (Right),PENDING,Global / Common-event (unplaced),global
7000891,400140,map_lot,Seluvis's Potion,PENDING,Global / Common-event (unplaced),global
7000892,400141,map_lot,Magic Scorpion Charm,PENDING,Global / Common-event (unplaced),global
7000893,400142,map_lot,,PENDING,Global / Common-event (unplaced),global
7000894,400143,map_lot,Seluvis's Introduction,PENDING,Global / Common-event (unplaced),global
7000895,400144,map_lot,Glowstone,PENDING,Global / Common-event (unplaced),global
7000896,400145,map_lot,Amber Draught,PENDING,Global / Common-event (unplaced),global
7000897,400148,map_lot,Seluvis's Bell Bearing,m60_34_50_00,Overworld m60_34_50_00,emevd
7000898,400149,map_lot,Pidia's Bell Bearing,m60_35_50_00,Overworld m60_35_50_00,emevd
7000899,400150,map_lot,Somber Smithing Stone [2],PENDING,Global / Filler (scattered by design),global_filler
7000900,400158,map_lot,Royal Greatsword,PENDING,Global / Common-event (unplaced),global
7000901,400159,map_lot,Discarded Palace Key,PENDING,Global / Common-event (unplaced),global
7000902,400161,map_lot,Smithing Stone [5],PENDING,Global / Filler (scattered by design),global_filler
7000903,400162,map_lot,Eleonora's Poleblade,PENDING,Global / Common-event (unplaced),global
7000904,400163,map_lot,[Sorcery] Tibia's Summons,m60_39_52_00,Overworld m60_39_52_00,emevd
7000905,400164,map_lot,Iron Kasa,PENDING,Global / Common-event (unplaced),global
7000906,400170,map_lot,Exalted Flesh,PENDING,Global / Common-event (unplaced),global
7000907,400171,map_lot,Exalted Flesh,PENDING,Global / Common-event (unplaced),global
7000908,400172,map_lot,Jar,PENDING,Global / Common-event (unplaced),global
7000909,400173,map_lot,Alexander's Innards,PENDING,Global / Common-event (unplaced),global
7000910,400174,map_lot,Shard of Alexander,m13_00_00_00,Crumbling Farum Azula,emevd
7000911,400175,map_lot,Warrior Jar Shard,m13_00_00_00,Crumbling Farum Azula,emevd
7000912,400180,map_lot,Letter to Patches,m16_00_00_00,Volcano Manor / Mt. Gelmir,emevd
7000913,400181,map_lot,Dancer's Castanets,PENDING,Global / Common-event (unplaced),global
7000914,400182,map_lot,Magma Whip Candlestick,PENDING,Global / Common-event (unplaced),global
7000915,400183,map_lot,Golden Rune [1],m31_00_00_00,Caves,emevd
7000916,400184,map_lot,,PENDING,Global / Common-event (unplaced),global
7000917,400189,map_lot,Patches' Bell Bearing,PENDING,Global / Common-event (unplaced),global
7000918,400190,map_lot,Spirit Jellyfish Ashes,PENDING,Global / Common-event (unplaced),global
7000919,400191,map_lot,Golden Seed,m60_41_38_00,Overworld m60_41_38_00,emevd
7000920,400209,map_lot,Glowstone,PENDING,Global / Common-event (unplaced),global
7000921,400210,map_lot,Whetstone Knife,m30_19_00_00,Hero's Graves (Catacombs),emevd
7000922,400220,map_lot,Golden Seed,PENDING,Global / Filler (scattered by design),global_filler
7000923,400221,map_lot,Erdsteel Dagger,PENDING,Global / Common-event (unplaced),global
7000924,400230,map_lot,Ancient Dragon Smithing Stone,PENDING,Global / Filler (scattered by design),global_filler
7000925,400231,map_lot,[Incantation] Gurranq's Beast Claw,PENDING,Global / Common-event (unplaced),global
7000926,400232,map_lot,Beastclaw Greathammer,PENDING,Global / Common-event (unplaced),global
7000927,400233,map_lot,[Incantation] Stone of Gurranq,PENDING,Global / Common-event (unplaced),global
7000928,400234,map_lot,[Incantation] Beast Claw,PENDING,Global / Common-event (unplaced),global
