# AUTO-GENERATED by tools/build_questline_model.py -- DO NOT EDIT.
# Typed evidence union over questline_dag.tsv + questline_cc_wiki.tsv.
# This file as a compilation is CC BY-SA 4.0; project-derived rows retain their underlying status. See release/ATTRIBUTION.md.
# EVIDENCE ONLY: nothing in the world imports this table. requires/excludes are candidate facts, not access rules.
# Nodes are typed (`flag:` / `item:`); never compare their bare ids across spaces.
# MEASURED: 2073 evidence rows (2060 game-data, 13 CC-wiki), 1845 typed edges.
source_node	target_node	relation	group_id	group_semantics	evidence_kind	evidence_origin	quest	source_label	target_label	source_region	target_region	claim	source_game_ref	id_evidence	source_page	source_page_id	source_revision	source_timestamp	source_url	license
flag:16002181	flag:16007940	requires	game:lot_gates:16007940:90005792	single	game_data	lot_gates			Mt. Gelmir :: Ghiza's Wheel - around Volcano Manor, may be sweep-granted by Godskin Noble (m16_00) [f16007940]		Mt. Gelmir	$InitializeCommonEvent(90005792) arg1	event_flag:16002181	questline_dag.tsv:lot_gates						project-derived
flag:16009264	flag:16007950	excludes	game:lot_gates:16007950:16003706	single	game_data	lot_gates		NPC230 Mistress Escort_Battle ends	Mt. Gelmir :: [Incantation] Aspects of the Crucible: Breath - around Volcano Manor, may be sweep-granted by Abductor Virgin (Swinging Sickle) (m16_00) [f16007950]	Mt. Gelmir	Mt. Gelmir	(chrEntityId, chrEntityId2) { EndIf(EventFlag(16009264)); Wai	event_flag:16009264	questline_dag.tsv:lot_gates						project-derived
map:m16_00	flag:16007950	requires	game:questline_conditions:16007950:m16_00_00_00.emevd.dcx.js:16003706:0	single	game_data	questline_conditions			Mt. Gelmir :: [Incantation] Aspects of the Crucible: Breath - around Volcano Manor, may be sweep-granted by Abductor Virgin (Swinging Sickle) (m16_00) [f16007950]	Mt. Gelmir	Mt. Gelmir	cone root MAP_ACCESS(m16_00) at m16_00_00_00.emevd.dcx.js:16003706 set by m16_00_00_00.emevd.dcx.js	map:m16_00	questline_dag.tsv:questline_conditions						project-derived
map:m16_00	flag:16007999	requires	game:questline_conditions:16007999:m16_00_00_00.emevd.dcx.js:90005300:50	single	game_data	questline_conditions			Mt. Gelmir :: Dragon Heart - around Volcano Manor [f16007999]	Mt. Gelmir	Mt. Gelmir	cone root MAP_ACCESS(m16_00) at m16_00_00_00.emevd.dcx.js:90005300 set by m16_00_00_00.emevd.dcx.js	map:m16_00	questline_dag.tsv:questline_conditions						project-derived
flag:1034509256	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 316206000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Liurnia	Stormveil	cone root DIALOGUE_STEP(1034509256) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t316206000.py:t316206000_x53	event_flag:1034509256	questline_dag.tsv:questline_conditions						project-derived
flag:1034509405	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 106016000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Liurnia	Stormveil	cone root DIALOGUE_STEP(1034509405) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t106016000.py:t106016000_x12	event_flag:1034509405	questline_dag.tsv:questline_conditions						project-derived
flag:1034509410	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 106016000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Liurnia	Stormveil	cone root DIALOGUE_STEP(1034509410) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t106016000.py:t106016000_x64	event_flag:1034509410	questline_dag.tsv:questline_conditions						project-derived
flag:1034509411	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 106016000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Liurnia	Stormveil	cone root DIALOGUE_STEP(1034509411) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t106016000.py:t106016000_x64	event_flag:1034509411	questline_dag.tsv:questline_conditions						project-derived
flag:1034509432	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 106016000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Liurnia	Stormveil	cone root DIALOGUE_STEP(1034509432) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t106016000.py:t106016000_x64	event_flag:1034509432	questline_dag.tsv:questline_conditions						project-derived
flag:1037469289	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 330016000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Liurnia	Stormveil	cone root DIALOGUE_STEP(1037469289) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t330016000.py:t330016000_x3	event_flag:1037469289	questline_dag.tsv:questline_conditions						project-derived
flag:1044369209	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 316006000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Limgrave	Stormveil	cone root DIALOGUE_STEP(1044369209) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t316006000.py:t316006000_x42	event_flag:1044369209	questline_dag.tsv:questline_conditions						project-derived
flag:1044369221	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 316006000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Limgrave	Stormveil	cone root DIALOGUE_STEP(1044369221) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t316006000.py:t316006000_x51	event_flag:1044369221	questline_dag.tsv:questline_conditions						project-derived
flag:1044369224	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 316006000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Limgrave	Stormveil	cone root DIALOGUE_STEP(1044369224) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t316006000.py:t316006000_x44	event_flag:1044369224	questline_dag.tsv:questline_conditions						project-derived
flag:1044369225	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 316006000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Limgrave	Stormveil	cone root DIALOGUE_STEP(1044369225) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t316006000.py:t316006000_x54	event_flag:1044369225	questline_dag.tsv:questline_conditions						project-derived
flag:1044369226	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 316006000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Limgrave	Stormveil	cone root DIALOGUE_STEP(1044369226) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t316006000.py:t316006000_x54	event_flag:1044369226	questline_dag.tsv:questline_conditions						project-derived
flag:1044369227	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 316006000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Limgrave	Stormveil	cone root DIALOGUE_STEP(1044369227) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t316006000.py:t316006000_x55	event_flag:1044369227	questline_dag.tsv:questline_conditions						project-derived
flag:1044369228	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 316006000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Limgrave	Stormveil	cone root DIALOGUE_STEP(1044369228) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t316006000.py:t316006000_x45	event_flag:1044369228	questline_dag.tsv:questline_conditions						project-derived
flag:1044369229	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 316006000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Limgrave	Stormveil	cone root DIALOGUE_STEP(1044369229) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t316006000.py:t316006000_x56	event_flag:1044369229	questline_dag.tsv:questline_conditions						project-derived
flag:1044369230	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 316006000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Limgrave	Stormveil	cone root DIALOGUE_STEP(1044369230) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t316006000.py:t316006000_x57	event_flag:1044369230	questline_dag.tsv:questline_conditions						project-derived
flag:1044369236	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 316006000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Limgrave	Stormveil	cone root DIALOGUE_STEP(1044369236) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t316006000.py:t316006000_x30	event_flag:1044369236	questline_dag.tsv:questline_conditions						project-derived
flag:1051362702	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		Ladhan festival status management	Stormveil :: Godrick's Great Rune - Godrick [f171]	Caelid	Stormveil	cone root DIALOGUE_STEP(1051362702) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t312006000.py:t312006000_x45	event_flag:1051362702	questline_dag.tsv:questline_conditions						project-derived
flag:1051369210	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 312001400 on m14_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Caelid	Stormveil	cone root DIALOGUE_STEP(1051369210) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t312006000.py:t312006000_x30	event_flag:1051369210	questline_dag.tsv:questline_conditions						project-derived
flag:1054539200	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		Daughter Marika_Cutscene explosion prevention	Stormveil :: Godrick's Great Rune - Godrick [f171]	Mountaintops of the Giants	Stormveil	cone root DIALOGUE_STEP(1054539200) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m00_00_00_00-only/t000001000.py:t000001000_x37	event_flag:1054539200	questline_dag.tsv:questline_conditions						project-derived
flag:1054539201	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		Daughter Marika_Cutscene explosion prevention	Stormveil :: Godrick's Great Rune - Godrick [f171]	Mountaintops of the Giants	Stormveil	cone root DIALOGUE_STEP(1054539201) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m00_00_00_00-only/t000001000.py:t000001000_x38	event_flag:1054539201	questline_dag.tsv:questline_conditions						project-derived
flag:1054539205	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		Daughter Marika_Cutscene explosion prevention	Stormveil :: Godrick's Great Rune - Godrick [f171]	Mountaintops of the Giants	Stormveil	cone root DIALOGUE_STEP(1054539205) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m00_00_00_00-only/t000001000.py:t000001000_x38	event_flag:1054539205	questline_dag.tsv:questline_conditions						project-derived
flag:1054539206	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		Natural disaster_Melina in flames_Relief	Stormveil :: Godrick's Great Rune - Godrick [f171]	Mountaintops of the Giants	Stormveil	cone root DIALOGUE_STEP(1054539206) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m00_00_00_00-only/t000001000.py:t000001000_x68	event_flag:1054539206	questline_dag.tsv:questline_conditions						project-derived
flag:1054539215	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 000001000 on m00_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Mountaintops of the Giants	Stormveil	cone root DIALOGUE_STEP(1054539215) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m00_00_00_00-only/t000001000.py:t000001000_x57	event_flag:1054539215	questline_dag.tsv:questline_conditions						project-derived
flag:11009260	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 000003000 on m00_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root DIALOGUE_STEP(11009260) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m00_00_00_00-only/t000003000.py:t000003000_x31	event_flag:11009260	questline_dag.tsv:questline_conditions						project-derived
flag:11109518	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 325001000 on m10_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]	Roundtable Hold	Stormveil	cone root DIALOGUE_STEP(11109518) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m11_10_00_00-only/t325001110.py:t325001110_x31	event_flag:11109518	questline_dag.tsv:questline_conditions						project-derived
flag:14009262	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 316206000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root DIALOGUE_STEP(14009262) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t316206000.py:t316206000_x51	event_flag:14009262	questline_dag.tsv:questline_conditions						project-derived
flag:14009265	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 316206000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root DIALOGUE_STEP(14009265) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t316206000.py:t316206000_x48	event_flag:14009265	questline_dag.tsv:questline_conditions						project-derived
flag:3000	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 900006000 on m60_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root DIALOGUE_STEP(3000) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m60_00_00_00-only/t900006000.py:t900006000_x3	event_flag:3000	questline_dag.tsv:questline_conditions						project-derived
flag:310	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		Natural disaster_Giant star falls	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root BOSS_KILL(310) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:910	event_flag:310	questline_dag.tsv:questline_conditions						project-derived
flag:3360	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		NPC330_Atonement Priest_Performing absolution	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root NPC_STATE(3360) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:3379	event_flag:3360	questline_dag.tsv:questline_conditions						project-derived
flag:3363	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		NPC312 Lord of Plains Fort_Character state transition	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root BOSS_KILL(3363) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:3379	event_flag:3363	questline_dag.tsv:questline_conditions						project-derived
flag:3365	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		NPC312 Lord of Plains Fort_Character state transition	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root NPC_STATE(3365) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:3379	event_flag:3365	questline_dag.tsv:questline_conditions						project-derived
flag:3366	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		NPC312 Lord of Plains Fort_Character state transition	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root NPC_STATE(3366) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:3379	event_flag:3366	questline_dag.tsv:questline_conditions						project-derived
flag:3460	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		NPC316 Female magician of the academy_NPC type switching	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root NPC_STATE(3460) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:3479	event_flag:3460	questline_dag.tsv:questline_conditions						project-derived
flag:3465	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		NPC316 Academy Female Magician_Character state transition	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root NPC_STATE(3465) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:3479	event_flag:3465	questline_dag.tsv:questline_conditions						project-derived
flag:3466	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		NPC316 Academy Female Magician_Character state transition	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root NPC_STATE(3466) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:3479	event_flag:3466	questline_dag.tsv:questline_conditions						project-derived
flag:3468	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		NPC316 Academy Female Magician_Character state transition	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root NPC_STATE(3468) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:3479	event_flag:3468	questline_dag.tsv:questline_conditions						project-derived
flag:35009360	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 000003000 on m00_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root DIALOGUE_STEP(35009360) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m00_00_00_00-only/t000003000.py:t000003000_x71	event_flag:35009360	questline_dag.tsv:questline_conditions						project-derived
flag:3747	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		NPC106 Rani_Character state transition	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root NPC_STATE(3747) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:3759	event_flag:3747	questline_dag.tsv:questline_conditions						project-derived
flag:3760	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		NPC330_Atonement Priest_Performing absolution	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root NPC_STATE(3760) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:3779	event_flag:3760	questline_dag.tsv:questline_conditions						project-derived
flag:3761	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		Rani gang is hostile	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root NPC_STATE(3761) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:3049	event_flag:3761	questline_dag.tsv:questline_conditions						project-derived
flag:3765	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		NPC224 Grandpa_Character state transition	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root NPC_STATE(3765) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:3779	event_flag:3765	questline_dag.tsv:questline_conditions						project-derived
flag:3766	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		NPC224 Grandpa_Character state transition	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root NPC_STATE(3766) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:3779	event_flag:3766	questline_dag.tsv:questline_conditions						project-derived
flag:3767	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		NPC224 Grandpa_Character state transition	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root NPC_STATE(3767) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:3779	event_flag:3767	questline_dag.tsv:questline_conditions						project-derived
flag:4651	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 000001000 on m00_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root DIALOGUE_STEP(4651) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m00_00_00_00-only/t000001000.py:t000001000_x35	event_flag:4651	questline_dag.tsv:questline_conditions						project-derived
flag:4652	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 000001000 on m00_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root DIALOGUE_STEP(4652) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m00_00_00_00-only/t000001000.py:t000001000_x34	event_flag:4652	questline_dag.tsv:questline_conditions						project-derived
flag:4653	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 000001000 on m00_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root DIALOGUE_STEP(4653) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m00_00_00_00-only/t000001000.py:t000001000_x59	event_flag:4653	questline_dag.tsv:questline_conditions						project-derived
flag:4655	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 000001000 on m00_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root DIALOGUE_STEP(4655) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m00_00_00_00-only/t000001000.py:t000001000_x36	event_flag:4655	questline_dag.tsv:questline_conditions						project-derived
flag:4698	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		set by NPC talk 000001000 on m00_00_00_00	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root DIALOGUE_STEP(4698) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m00_00_00_00-only/t000001000.py:t000001000_x23	event_flag:4698	questline_dag.tsv:questline_conditions						project-derived
flag:7609	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions			Stormveil :: Godrick's Great Rune - Godrick [f171]	Raya Lucaria Academy	Stormveil	cone root BOSS_KILL(7609) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by m14_00_00_00.emevd.dcx.js:14002165	event_flag:7609	questline_dag.tsv:questline_conditions						project-derived
flag:9000	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		preconstructor	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root DIALOGUE_STEP(9000) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by talk/m00_00_00_00-only/t000001000.py:t000001000_x23	event_flag:9000	questline_dag.tsv:questline_conditions						project-derived
flag:9001	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		Michaela cutscene playback	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root BOSS_KILL(9001) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by common.emevd.dcx.js:901	event_flag:9001	questline_dag.tsv:questline_conditions						project-derived
flag:9104	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		Defeat Margit	Stormveil :: Godrick's Great Rune - Godrick [f171]	Leyndell	Stormveil	cone root BOSS_KILL(9104) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by m11_00_00_00.emevd.dcx.js:11002800	event_flag:9104	questline_dag.tsv:questline_conditions						project-derived
flag:9118	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		Defeat Renara	Stormveil :: Godrick's Great Rune - Godrick [f171]	Raya Lucaria Academy	Stormveil	cone root BOSS_KILL(9118) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by m14_00_00_00.emevd.dcx.js:14002800	event_flag:9118	questline_dag.tsv:questline_conditions						project-derived
flag:9130	flag:171	requires	game:questline_conditions:171:talk/m00_00_00_00-only/t000001000.py:t000001000_x7:	unknown	game_data	questline_conditions		Defeat the boss	Stormveil :: Godrick's Great Rune - Godrick [f171]		Stormveil	cone root BOSS_KILL(9130) at talk/m00_00_00_00-only/t000001000.py:t000001000_x7 set by m60_52_38_00.emevd.dcx.js:1252382800	event_flag:9130	questline_dag.tsv:questline_conditions						project-derived
