# AUTO-GENERATED by tools/datamine_item_grace_coords.py (run on Windows). Map-local XYZ.
kind	key	map_id	x	y	z	name
item	21007000	m21_00_00_00	2.424	163.012	181.292	
item	21007010	m21_00_00_00	19.766	167.032	188.512	
item	21007020	m21_00_00_00	30.426	166.956	163.776	
item	21007030	m21_00_00_00	2.818	174.012	219.997	
item	21007040	m21_00_00_00	35.745	179.659	204.129	
item	21007050	m21_00_00_00	58.031	180.415	210.122	
item	21007060	m21_00_00_00	71.192	171.039	220.374	
item	21007070	m21_00_00_00	54.29	164.515	177.127	
item	21007080	m21_00_00_00	33.643	165.015	152.479	
item	21007090	m21_00_00_00	21.681	164.515	201.891	
item	21007100	m21_00_00_00	30.113	164.515	220.072	
item	21007110	m21_00_00_00	93.737	180.462	226.01	
item	21007120	m21_00_00_00	126.328	181.662	171.984	
item	21007130	m21_00_00_00	117.529	159.15	119.046	
item	21007140	m21_00_00_00	183.567	180.464	124.963	
item	21007160	m21_00_00_00	142.948	165.961	183.978	
item	21007170	m21_00_00_00	140.982	182.97	174.178	
item	21007180	m21_00_00_00	151.67	182.973	181.921	
item	21007190	m21_00_00_00	173.026	180.52	147.108	
item	21007200	m21_00_00_00	156.569	180.484	147.357	
item	21007210	m21_00_00_00	154.249	182.851	194.465	
item	21007220	m21_00_00_00	154.249	182.851	194.465	
item	21007230	m21_00_00_00	154.249	182.851	194.465	
item	21007240	m21_00_00_00	154.249	182.851	194.465	
item	21007250	m21_00_00_00	154.249	182.851	194.465	
item	21007260	m21_00_00_00	154.249	182.851	194.465	
item	21007270	m21_00_00_00	154.249	182.851	194.465	
item	21007280	m21_00_00_00	154.249	182.851	194.465	
item	21007290	m21_00_00_00	154.249	182.851	194.465	
item	21007300	m21_00_00_00	361.992	45.203	240.695	
item	21007310	m21_00_00_00	347.568	44.531	195.802	
item	21007320	m21_00_00_00	334.593	43.094	139.737	
item	21007330	m21_00_00_00	326.494	44.082	256.643	
item	21007340	m21_00_00_00	287.807	51.608	264.217	
item	21007350	m21_00_00_00	275.079	48.011	244.091	
item	21007360	m21_00_00_00	262.224	53.803	202.019	
item	21007370	m21_00_00_00	270.262	42.015	177.278	
item	21007380	m21_00_00_00	243.687	42.015	170.28	
item	21007390	m21_00_00_00	223.488	42.015	204.895	
item	21007400	m21_00_00_00	242.838	41.61	210.169	
item	21007410	m21_00_00_00	232.661	45.485	124.736	
item	21007420	m21_00_00_00	377.61	45.06	220.975	
item	21007430	m21_00_00_00	232.13	45.464	133.511	
item	21007440	m21_00_00_00	232.13	45.464	133.511	
item	21007450	m21_00_00_00	232.13	45.464	133.511	
item	21007460	m21_00_00_00	232.13	45.464	133.511	
item	21007470	m21_00_00_00	232.13	45.464	133.511	
item	21007480	m21_00_00_00	232.13	45.464	133.511	
item	21007490	m21_00_00_00	232.13	45.464	133.511	
item	21007500	m21_00_00_00	232.13	45.464	133.511	
item	21007510	m21_00_00_00	232.13	45.464	133.511	
item	21007520	m21_00_00_00	232.13	45.464	133.511	
item	21007530	m21_00_00_00	232.13	45.464	133.511	
item	21007540	m21_00_00_00	232.13	45.464	133.511	
item	21007550	m21_00_00_00	261.311	28.189	120.605	
item	21007560	m21_00_00_00	255.732	27.987	165.876	
item	21007570	m21_00_00_00	355.393	27.381	131.334	
item	21007580	m21_00_00_00	327.645	27.378	126.297	
item	21007590	m21_00_00_00	328.137	27.519	158.537	
item	21007600	m21_00_00_00	366.967	31.971	225.553	
item	21007610	m21_00_00_00	338.168	32.015	238.791	
item	21007620	m21_00_00_00	331.348	32.015	251.554	
item	21007630	m21_00_00_00	304.623	31.715	218.882	
item	21007640	m21_00_00_00	283.407	30.515	164.475	
item	21007650	m21_00_00_00	236.582	31.546	209.459	
item	68800	m21_00_00_00	300.648	39.439	274.776	
item	21007670	m21_00_00_00	317.212	31.616	212.031	
item	21007680	m21_00_00_00	322.809	31.766	227.645	
item	21007690	m21_00_00_00	298.3	31.516	271.235	
item	21007700	m21_00_00_00	298.3	31.516	271.235	
item	21007710	m21_00_00_00	298.3	31.516	271.235	
item	21007720	m21_00_00_00	298.3	31.516	271.235	
item	21007730	m21_00_00_00	298.3	31.516	271.235	
item	21007740	m21_00_00_00	298.3	31.516	271.235	
item	21007750	m21_00_00_00	298.3	31.516	271.235	
item	21007760	m21_00_00_00	298.3	31.516	271.235	
item	21007770	m21_00_00_00	298.3	31.516	271.235	
item	21007780	m21_00_00_00	298.3	31.516	271.235	
item	21007790	m21_00_00_00	298.3	31.516	271.235	
item	21007800	m21_00_00_00	374.931	-233.439	400.542	
item	21007810	m21_00_00_00	375.603	-239.549	403.112	
item	21007820	m21_00_00_00	368.125	-233.49	382.962	
item	21007830	m21_00_00_00	368.125	-233.49	382.962	
item	21007840	m21_00_00_00	368.125	-233.49	382.962	
item	21007850	m21_00_00_00	368.125	-233.49	382.962	
item	21007860	m21_00_00_00	368.125	-233.49	382.962	
item	21007870	m21_00_00_00	368.125	-233.49	382.962	
item	21007880	m21_00_00_00	368.125	-233.49	382.962	
item	21007890	m21_00_00_00	368.125	-233.49	382.962	
item	400602	m21_01_00_00	175.06	328.1	293.93	
item	21017000	m21_01_00_00	210.195	268.015	264.889	
item	21017010	m21_01_00_00	172.259	268.015	282.055	
item	21017020	m21_01_00_00	207.296	280.095	272.309	
item	21017030	m21_01_00_00	220.189	265.975	278.832	
item	21017040	m21_01_00_00	234.283	271.015	293.873	
item	21017050	m21_01_00_00	225.981	268.015	315.887	
item	21017060	m21_01_00_00	180.972	271.015	289.421	
item	21017070	m21_01_00_00	194.962	278.104	317.923	
item	21017080	m21_01_00_00	229.298	278.118	326.773	
item	21017090	m21_01_00_00	218.15	275.02	266.5	
item	21017100	m21_01_00_00	235.465	266.015	265.106	
item	21017110	m21_01_00_00	184.536	288.1	306.59	
item	21017120	m21_01_00_00	200.184	290.752	304.921	
item	21017130	m21_01_00_00	244.922	288.1	289.976	
item	21017140	m21_01_00_00	227.05	290.015	283.822	
item	21017150	m21_01_00_00	233.762	288.1	257.932	
item	21017160	m21_01_00_00	202.025	290.095	249.327	
item	21017170	m21_01_00_00	190.632	290.101	258.717	
item	21017180	m21_01_00_00	174.333	298.765	280.651	
item	580600	m21_01_00_00	162.206	298.794	268.031	
item	21017200	m21_01_00_00	174.354	298.095	275.347	
item	21017210	m21_01_00_00	197.456	290.096	249.984	
item	21017220	m21_01_00_00	197.456	290.096	249.984	
item	21017230	m21_01_00_00	197.456	290.096	249.984	
item	21017240	m21_01_00_00	197.456	290.096	249.984	
item	21017250	m21_01_00_00	197.456	290.096	249.984	
item	21017260	m21_01_00_00	197.456	290.096	249.984	
item	21017270	m21_01_00_00	197.456	290.096	249.984	
item	21017280	m21_01_00_00	197.456	290.096	249.984	
item	21017290	m21_01_00_00	197.456	290.096	249.984	
item	21017300	m21_01_00_00	150.372	298.041	284.537	
item	21017310	m21_01_00_00	189.986	303.336	219.096	
item	21017320	m21_01_00_00	226.114	298.088	238.19	
item	21017330	m21_01_00_00	204.106	298.095	238.281	
item	21017340	m21_01_00_00	220.472	298.858	256.138	
item	21017350	m21_01_00_00	256.832	307.978	271.233	
item	21017360	m21_01_00_00	261.851	308.105	281.992	
item	21017370	m21_01_00_00	261.758	308.015	281.018	
item	21017380	m21_01_00_00	261.758	308.015	281.018	
item	21017390	m21_01_00_00	261.758	308.015	281.018	
item	21017400	m21_01_00_00	205.635	308.095	245.579	
item	21017410	m21_01_00_00	244.61	308.095	271.68	
item	21017420	m21_01_00_00	240.174	308.095	308.625	
item	21017430	m21_01_00_00	193.406	316.699	324.001	
item	21017440	m21_01_00_00	173.48	318.096	295.937	
item	21017450	m21_01_00_00	192.198	328.09	319.467	
item	21017460	m21_01_00_00	238.256	328.584	316.955	
item	21017470	m21_01_00_00	245.274	318.065	302.181	
item	21017480	m21_01_00_00	236.681	318.099	293.966	
item	21017490	m21_01_00_00	184.619	338.095	303.341	
item	21017500	m21_01_00_00	123.68	338.015	335.021	
item	21017510	m21_01_00_00	164.571	315.015	267.025	
item	21017520	m21_01_00_00	122.683	338.015	331.029	
item	21017530	m21_01_00_00	122.683	338.015	331.029	
item	21017540	m21_01_00_00	122.683	338.015	331.029	
item	21017550	m21_01_00_00	122.683	338.015	331.029	
item	21017560	m21_01_00_00	122.683	338.015	331.029	
item	21017570	m21_01_00_00	122.683	338.015	331.029	
item	21017580	m21_01_00_00	122.683	338.015	331.029	
item	21017590	m21_01_00_00	122.683	338.015	331.029	
item	21017600	m21_01_00_00	245.294	278.115	269.326	
item	21017610	m21_01_00_00	171.339	278.115	256.468	
item	21017620	m21_01_00_00	173.127	278.115	282.205	
item	21017630	m21_01_00_00	208.711	328.1	244.458	
item	21017640	m21_01_00_00	238.017	328.1	280.783	
item	21017650	m21_01_00_00	248.039	328.1	293.871	
item	21017660	m21_01_00_00	246.177	328.058	258.089	
item	21017670	m21_01_00_00	233.61	332.97	244.83	
item	21017680	m21_01_00_00	207.33	338.096	245.32	
item	21017690	m21_01_00_00	207.33	338.096	245.32	
item	21017700	m21_01_00_00	207.33	338.096	245.32	
item	21017710	m21_01_00_00	207.33	338.096	245.32	
item	21017720	m21_01_00_00	207.33	338.096	245.32	
item	21017730	m21_01_00_00	207.33	338.096	245.32	
item	21017740	m21_01_00_00	207.33	338.096	245.32	
item	21017750	m21_01_00_00	180.921	368.01	289.029	
item	21017760	m21_01_00_00	193.696	378.015	256.114	
item	21017770	m21_01_00_00	205.638	368.01	304.511	
item	21017780	m21_01_00_00	236.893	370.805	269.644	
item	21017790	m21_01_00_00	238.229	348.096	291.413	
item	21017800	m21_01_00_00	236.61	382.998	323.311	
item	21027000	m21_02_00_00	144.487	148.015	262.739	
item	21027010	m21_02_00_00	113.131	148.015	264.425	
item	21027020	m21_02_00_00	126.138	149.46	283.511	
item	68930	m21_02_00_00	106.086	148.015	297.154	
item	21027040	m21_02_00_00	126.618	137.863	283.546	
item	21027050	m21_02_00_00	84.237	137.32	300.829	
item	66980	m21_02_00_00	115.449	139.113	272.048	
item	21027170	m21_02_00_00	-88.174	132.127	238.009	
item	21027180	m21_02_00_00	-88.174	132.127	238.009	
item	21027190	m21_02_00_00	-88.07	132.124	238.096	
item	21027200	m21_02_00_00	-50.28	131.981	245.343	
item	21027210	m21_02_00_00	-100.944	131.794	243.702	
item	21027220	m21_02_00_00	-128.86	131.839	234.321	
item	21027230	m21_02_00_00	-185.338	131.799	223.688	
item	21027240	m21_02_00_00	-216.922	131.773	216.612	
item	21027250	m21_02_00_00	-266.521	131.978	204.927	
item	21027260	m21_02_00_00	-280.597	131.783	209.45	
item	21027270	m21_02_00_00	-368.378	132.016	195.888	
item	22007000	m22_00_00_00	-246.016	216.002	-27.704	
item	68840	m22_00_00_00	-173.6	-298.522	83.34	
item	22007100	m22_00_00_00	-392.568	307.722	-69.816	
item	22007150	m22_00_00_00	-242.111	178.162	21.625	
item	22007160	m22_00_00_00	-228.146	173.136	1.089	
item	22007140	m22_00_00_00	-253.278	187.297	191.769	
item	22007190	m22_00_00_00	-226.32	187.12	179.884	
item	22007210	m22_00_00_00	-188.279	157.139	293.714	
item	22007230	m22_00_00_00	-135.507	189.67	313.552	
item	580600	m22_00_00_00	-244.858	215.722	-24.086	
item	22007110	m22_00_00_00	-378.634	283.849	-43.66	
item	22007120	m22_00_00_00	-358.161	225.634	-19.36	
item	22007130	m22_00_00_00	-291.646	228.831	-80.392	
item	22007170	m22_00_00_00	-260.919	205.251	8.57	
item	22007200	m22_00_00_00	-166.333	174.064	228.951	
item	22007220	m22_00_00_00	-147.27	175.265	321.215	
item	22007240	m22_00_00_00	-264.58	180.698	23.645	
item	28007000	m28_00_00_00	-14.619	-0.003	0.543	
item	28007010	m28_00_00_00	20.496	2.985	-22.422	
item	28007020	m28_00_00_00	41.484	10.225	-24.848	
item	28007030	m28_00_00_00	48.417	2.977	-105.509	
item	28007040	m28_00_00_00	79.835	10.893	-91.162	
item	28007050	m28_00_00_00	42.259	11.013	-94.75	
item	68880	m28_00_00_00	25.894	20.074	-28.141	
item	28007070	m28_00_00_00	-61.201	18.617	-28.275	
item	28007080	m28_00_00_00	-69.599	11.136	-26.69	
item	28007090	m28_00_00_00	-91.313	3.278	-30.416	
item	28007100	m28_00_00_00	-84.98245	20.42887	-64.86217	
item	28007110	m28_00_00_00	-20.323	13.829	-36.727	
item	67430	m30_00_00_00	-95.952	56.044	52.503	
item	30007020	m30_00_00_00	-21.357	51.025	-39.748	
item	30007040	m30_00_00_00	4.24	46.178	-41.433	
item	30007010	m30_00_00_00	-20.284	46.236	-20.162	
item	30017010	m30_01_00_00	-4.741	18.402	-161.815	
item	30017020	m30_01_00_00	14.515	18.505	-137.44	
item	30027000	m30_02_00_00	13.539	104.81	39.644	
item	30027010	m30_02_00_00	59.075	95.015	67.678	
item	30027020	m30_02_00_00	2.994	105.024	57.48	
item	30027030	m30_02_00_00	53.324	95.015	114.359	
item	30037000	m30_03_00_00	70.269	203.826	-52.055	
item	30037020	m30_03_00_00	38.1	203.833	-67.01	
item	30037040	m30_03_00_00	34.791	203.961	-67.318	
item	30037030	m30_03_00_00	49.981	208.782	-41.722	
item	30037010	m30_03_00_00	135.384	203.673	-64.101	
item	30047000	m30_04_00_00	17.201	53.72	10.887	
item	30057000	m30_05_00_00	-118.208	406.515	90.266	
item	30057010	m30_05_00_00	-229.012	396.546	47.943	
item	30057040	m30_05_00_00	-159.873	406.369	72.756	
item	30057030	m30_05_00_00	-200.384	407.013	124.272	
item	30067030	m30_06_00_00	-0.723	199.379	-45.672	
item	30067000	m30_06_00_00	5.995	204.446	63.039	
item	30067010	m30_06_00_00	-62.344	198.62	-46.679	
item	30067020	m30_06_00_00	4.858	203.413	-8.664	
item	30067040	m30_06_00_00	-46.494	198.439	-23.659	
item	30067050	m30_06_00_00	4.006	198.615	-13.69	
item	30067060	m30_06_00_00	-4.801	183.55	-11.982	
item	30067070	m30_06_00_00	-6.56	203.415	22.406	
item	30067080	m30_06_00_00	-4.496	183.496	11.045	
item	30077600	m30_07_00_00	-115.896	776.084	90.896	
item	68000	m30_07_00_00	-45.813	765.889	68.757	
item	30077010	m30_07_00_00	-47.767	765.86	65.13	
item	30077020	m30_07_00_00	-50.701	765.865	68.413	
item	30087030	m30_08_00_00	141.295	776.787	-53.976	
item	30087060	m30_08_00_00	214.766	771.979	6.76	
item	30087050	m30_08_00_00	150.379	776.961	14.427	
item	30087040	m30_08_00_00	179.7	772.015	6.678	
item	30087020	m30_08_00_00	177.668	777.183	-58.988	
item	30087010	m30_08_00_00	25.837	799.95	-44.504	
item	30097700	m30_09_00_00	-16.52	698.413	-22.492	
item	30097800	m30_09_00_00	-29.688	693.278	4.654	
item	30097070	m30_09_00_00	-118.31	661.466	-27.382	
item	30097060	m30_09_00_00	-31.252	708.103	-16.354	
item	30097050	m30_09_00_00	-29.778	693.538	9.27	
item	30097040	m30_09_00_00	-21.137	730.534	-118.803	
item	30097020	m30_09_00_00	-29.411	719.69	-118.008	
item	30097030	m30_09_00_00	-21.73	693.483	-41.919	
item	30097000	m30_09_00_00	-149.741	647.046	111.807	
item	30097010	m30_09_00_00	-127.225	686.012	-92.879	
item	30107070	m30_10_00_00	-100.785	801.865	120.135	
item	30107060	m30_10_00_00	-89.035	789.661	175.889	
item	30107080	m30_10_00_00	-77.726	751.811	212.522	
item	30107030	m30_10_00_00	-106.198	776.403	210.688	
item	30107020	m30_10_00_00	-57.879	806.799	85.946	
item	30107010	m30_10_00_00	-116.208	758.986	210.357	
item	30107040	m30_10_00_00	-43.828	731.757	80.588	
item	30107050	m30_10_00_00	69.601	833.8	64.052	
item	30117020	m30_11_00_00	-178.518	172.79	-26.224	
item	30117010	m30_11_00_00	-211.229	167.863	-24.493	
item	30117000	m30_11_00_00	-217.169	178.338	19.591	
item	30127010	m30_12_00_00	15.452	623.222	133.754	
item	30127020	m30_12_00_00	-5.098	628.502	158.442	
item	30127030	m30_12_00_00	-9.84	628.432	164.585	
item	66480	m30_13_00_00	35.1	944.528	109.079	
item	66470	m30_13_00_00	12.292	934.521	143.49	
item	66140	m30_13_00_00	24.288	920.299	64.224	
item	66150	m30_13_00_00	31.19	920.115	80.009	
item	66160	m30_13_00_00	16.159	935.435	51.954	
item	66170	m30_13_00_00	34.212	935.088	45.468	
item	67860	m30_13_00_00	25.321	934.982	48.365	
item	30137040	m30_13_00_00	8.45	934.715	144.969	
item	30137020	m30_13_00_00	0.695	925.847	58.391	
item	30137030	m30_13_00_00	24.569	944.715	109.126	
item	30147000	m30_14_00_00	-46.342	99.415	88.103	
item	30147010	m30_14_00_00	-114.858	78.709	40.112	
item	30147020	m30_14_00_00	-54.254	98.215	69.922	
item	30147030	m30_14_00_00	-50.191	93.214	65.239	
item	30147040	m30_14_00_00	-106.46	83.246	97.54	
item	30157000	m30_15_00_00	60.131	34.366	146.139	
item	30167000	m30_16_00_00	-16.996	-19.992	-81.834	
item	30167010	m30_16_00_00	-30.541	-14.941	-89.627	
item	30167020	m30_16_00_00	9.936	-10.011	-91.02	
item	30167030	m30_16_00_00	-6.858	-19.887	-106.007	
item	30167040	m30_16_00_00	-38.899	-19.917	-89.495	
item	30177030	m30_17_00_00	-133.344	1462.143	-45.594	
item	30177040	m30_17_00_00	-194.247	1506.677	14.233	
item	30177050	m30_17_00_00	-166.061	1507.804	74.282	
item	30177010	m30_17_00_00	-149.337	1509.953	116.451	
item	30177000	m30_17_00_00	-195.828	1507.015	77.163	
item	66400	m30_18_00_00	-51.906	1477.715	82.927	
item	30187000	m30_18_00_00	-66.766	1457.515	48.067	
item	30187010	m30_18_00_00	-54.618	1477.715	51.603	
item	30187020	m30_18_00_00	-66.879	1472.515	47.743	
item	30187030	m30_18_00_00	-69.801	1493.484	135.793	
item	30187900	m30_18_00_00	-159.069	1478.25	156.142	
item	30187070	m30_18_00_00	-6.06	1392.424	250.737	
item	30197000	m30_19_00_00	2.098	1394.977	-207.102	
item	30197020	m30_19_00_00	5.617	1384.874	-195.498	
item	30197010	m30_19_00_00	-14.371	1385.144	-157.363	
item	30197030	m30_19_00_00	-45.338	1390.065	-236.471	
item	30197040	m30_19_00_00	-43.776	1389.782	-251.487	
item	30207000	m30_20_00_00	-19.821	1314.362	-107.513	
item	30207010	m30_20_00_00	-47.535	1308.729	-134.693	
item	30207020	m30_20_00_00	-82.005	1293.318	-159.944	
item	30207030	m30_20_00_00	-88.767	1288.247	-155.173	
item	30207040	m30_20_00_00	-92.561	1283.614	-154.813	
item	30207050	m30_20_00_00	-87.16	1325.432	-160.52	
item	30207060	m30_20_00_00	-103	1333.838	-171.587	
item	30207900	m30_20_00_00	-67.797	1308.187	-176.058	
item	30207910	m30_20_00_00	-88.918	1279.163	-273.436	
item	400189	m31_00_00_00	24.835	52.972	54.042	
item	31007000	m31_00_00_00	-25.621	41.748	26.981	
item	31007010	m31_00_00_00	46.072	45.686	70.98	
item	31007030	m31_00_00_00	46.072	45.686	70.98	
item	31017000	m31_01_00_00	-170.446	-15.793	-84.657	
item	31017010	m31_01_00_00	-124.234	-21.617	-94.019	
item	31017020	m31_01_00_00	-128.252	-21.814	-96.412	
item	31017030	m31_01_00_00	-144.792	-39.88	-143.147	
item	31017040	m31_01_00_00	-141.744	-39.59	-146.301	
item	31017060	m31_01_00_00	-132.716	-4.701	-66.816	
item	31027000	m31_02_00_00	-224.7	-22.72	13.179	
item	31027010	m31_02_00_00	-269.316	-22.283	3.176	
item	31027020	m31_02_00_00	-293.762	-25.045	4.583	
item	31027030	m31_02_00_00	-287.637	-18.415	1.845	
item	67880	m31_02_00_00	-224.544	-26.404	67.546	
item	31027050	m31_02_00_00	-227.485	-26.836	65.644	
item	31037000	m31_03_00_00	-128.129	93.608	29.207	
item	31037010	m31_03_00_00	-121.779	93.876	25.447	
item	66000	m31_03_00_00	-98.979	96.948	13.926	
item	31047990	m31_04_00_00	37.257	219.716	-84.391	
item	31047000	m31_04_00_00	5.893	223.767	-53.283	
item	31047010	m31_04_00_00	1.494	214.928	-94.707	
item	31047020	m31_04_00_00	33.754	214.552	-81.602	
item	31047030	m31_04_00_00	40.636	215.262	-81.391	
item	31047040	m31_04_00_00	5.724	219.726	-126.591	
item	31047050	m31_04_00_00	53.386	200.629	-173.689	
item	31047060	m31_04_00_00	26.166	213.786	-89.348	
item	31057000	m31_05_00_00	-161.108	227.125	-2.681	
item	31057010	m31_05_00_00	-103.49	182.62	20.115	
item	31057020	m31_05_00_00	-116.742	179.312	45.475	
item	31057030	m31_05_00_00	-125.402	164.657	17.195	
item	31057040	m31_05_00_00	-126.702	155.194	13.868	
item	31057050	m31_05_00_00	-127.894	155.015	11.436	
item	31057060	m31_05_00_00	-130.689	155.054	13.492	
item	31057100	m31_05_00_00	-175.161	209.868	57.589	
item	31057070	m31_05_00_00	-114.735	225.638	-1.311	
item	31067000	m31_06_00_00	138.014	216.277	33.664	
item	31067010	m31_06_00_00	102.153	210.841	113.531	
item	31067100	m31_06_00_00	131.473	219.736	94.488	
item	31067030	m31_06_00_00	133.731	225.242	101.232	
item	31077000	m31_07_00_00	-60.401	765.449	242.534	
item	31077010	m31_07_00_00	-72.263	771.133	201.431	
item	31077020	m31_07_00_00	-106.282	765.906	179.735	
item	31077030	m31_07_00_00	-85.898	770.698	171.314	
item	31077040	m31_07_00_00	-163.897	735.134	228.355	
item	31077050	m31_07_00_00	-184.125	725.958	232.41	
item	31077060	m31_07_00_00	-115.603	772.311	185.808	
item	31077070	m31_07_00_00	-83.046	770.519	170.75	
item	31097000	m31_09_00_00	-120.079	1025.346	-75.955	
item	31097010	m31_09_00_00	-146.77	1012.472	-42.56	
item	31097020	m31_09_00_00	-136.15	1012.299	-39.074	
item	31097030	m31_09_00_00	-129.813	1011.417	-90.823	
item	31097040	m31_09_00_00	-142.171	1012.466	-43.576	
item	31107000	m31_10_00_00	-6.117	148.504	43.48	
item	31107010	m31_10_00_00	-3.053	148.64	43.794	
item	31107050	m31_10_00_00	-4.331	141.528	-12.428	
item	31107110	m31_10_00_00	12.282	128.15	61.469	
item	31107120	m31_10_00_00	7.436	127.844	66.546	
item	400431	m31_11_00_00	19.82	150.458	169.455	
item	31117000	m31_11_00_00	64.041	177.801	58.827	
item	31117010	m31_11_00_00	28.077	157.412	85.788	
item	31117020	m31_11_00_00	29.835	157.424	91.413	
item	31117030	m31_11_00_00	23.844	157.445	97.886	
item	31117040	m31_11_00_00	-3.221	168.887	140.006	
item	31117100	m31_11_00_00	19.291	175.967	88.82	
item	31117110	m31_11_00_00	27.632	170.91	156.46	
item	31117080	m31_11_00_00	-46.454	156.242	228.873	
item	31117090	m31_11_00_00	-42.728	139.373	216.911	
item	31117200	m31_11_00_00	-58.311	155.692	236.49	
item	31117220	m31_11_00_00	-55.07	140.02	182.67	
item	31127000	m31_12_00_00	-33.509	1245.803	75.527	
item	31127010	m31_12_00_00	29.838	1245.805	110.659	
item	31127020	m31_12_00_00	72.334	1251.567	107.491	
item	31127030	m31_12_00_00	98.222	1238.085	193.609	
item	31127040	m31_12_00_00	1.845	1228.799	67.366	
item	31127050	m31_12_00_00	26.219	1245.834	96.607	
item	31127060	m31_12_00_00	-21.573	1230.504	80.207	
item	31127070	m31_12_00_00	-1.763	1229.074	66.717	
item	31127080	m31_12_00_00	-0.824	1228.869	73.763	
item	31127090	m31_12_00_00	-28.794	1206.413	74.964	
item	31127100	m31_12_00_00	-9.401	1245.805	75.716	
item	31127110	m31_12_00_00	28.07	1245.805	66.774	
item	31127120	m31_12_00_00	99.288	1238.085	190.994	
item	31157010	m31_15_00_00	20.001	-25.915	-67.981	
item	31157020	m31_15_00_00	-1.502	-15.745	-203.779	
item	31177010	m31_17_00_00	80.118	65.028	184.26	
item	31177020	m31_17_00_00	40.488	26.895	218.604	
item	31177040	m31_17_00_00	64.027	6.646	296.086	
item	31177030	m31_17_00_00	58.428	13.039	248.297	
item	31177050	m31_17_00_00	69.876	12.32	319.21	
item	31177060	m31_17_00_00	47.071	18.927	223.808	
item	31177070	m31_17_00_00	91.541	0.541	240.881	
item	31177080	m31_17_00_00	81.551	-3.703	257.712	
item	31187030	m31_18_00_00	-6.268	809.104	83.212	
item	31187040	m31_18_00_00	-8.163	796.54	180.661	
item	31187050	m31_18_00_00	-57.836	791.112	185.439	
item	31187060	m31_18_00_00	-51.823	790.475	185.858	
item	31187070	m31_18_00_00	-57.395	790.833	189.593	
item	31187080	m31_18_00_00	-62.405	790.787	189.167	
item	66780	m31_18_00_00	3.524	801.148	133.367	
item	31187020	m31_18_00_00	1.835	801.098	130.932	
item	31197200	m31_19_00_00	121.527	636.187	-90.421	
item	31197210	m31_19_00_00	118.978	636.674	-94.076	
item	31197000	m31_19_00_00	119.584	642.939	-74.749	
item	31197010	m31_19_00_00	119.681	642.929	-71.847	
item	31197030	m31_19_00_00	141.091	638.738	-85.604	
item	31197040	m31_19_00_00	137.049	638.705	-82.967	
item	31197050	m31_19_00_00	139.622	638.723	-83.518	
item	31197060	m31_19_00_00	141.804	638.705	-87.995	
item	31197080	m31_19_00_00	145.11	631.067	-107.198	
item	31197090	m31_19_00_00	163.614	634.87	-91.959	
item	31197100	m31_19_00_00	161.71	634.904	-90.249	
item	31197110	m31_19_00_00	155.561	634.98	-99.134	
item	31197120	m31_19_00_00	121.524	630.803	-80.714	
item	31197130	m31_19_00_00	119.729	630.805	-80.966	
item	31207000	m31_20_00_00	200.716	108.086	62.355	
item	31207010	m31_20_00_00	131.693	90.423	70.633	
item	31207020	m31_20_00_00	189.071	97.579	91.273	
item	31207030	m31_20_00_00	157.128	93.805	20.593	
item	31217350	m31_21_00_00	-196.574	11.777	36.467	
item	31217000	m31_21_00_00	-51.978	78.997	81.551	
item	31217030	m31_21_00_00	-65.219	56.764	182.169	
item	31217040	m31_21_00_00	-75.267	54.041	187.665	
item	31217070	m31_21_00_00	-101.721	50.257	158.694	
item	31217080	m31_21_00_00	-98.085	45.246	108.705	
item	31217090	m31_21_00_00	-97.176	45.238	110.713	
item	31217100	m31_21_00_00	-100.471	45.195	111.24	
item	31217110	m31_21_00_00	-129.677	50.276	170.583	
item	31217120	m31_21_00_00	-132.192	50.54	167.898	
item	31217140	m31_21_00_00	-86.563	56.953	177.4	
item	31217150	m31_21_00_00	-115.77	43.721	73.518	
item	31217160	m31_21_00_00	-110.442	44.122	72.293	
item	31217190	m31_21_00_00	-196.613	12.792	23.062	
item	31217210	m31_21_00_00	-76.774	54.37	190.89	
item	31217200	m31_21_00_00	-84.005	56.934	164.473	
item	31217400	m31_21_00_00	-80.2	80.263	68.538	
item	31227000	m31_22_00_00	-85.481	1582.066	-50.896	
item	31227010	m31_22_00_00	-79.93	1582.049	-65.035	
item	31227020	m31_22_00_00	-61.943	1582.475	21.809	
item	31227030	m31_22_00_00	-61.184	1583.153	13.16	
item	31227040	m31_22_00_00	-49.018	1608.085	-16.17	
item	31227050	m31_22_00_00	-50.591	1608.048	-20.291	
item	31227060	m31_22_00_00	-52.45	1608.075	-18.761	
item	31227070	m31_22_00_00	-68.729	1582.141	-45.476	
item	31227080	m31_22_00_00	-9.908	1607.458	14.366	
item	32007000	m32_00_00_00	107.442	-12.012	-134.798	
item	32007010	m32_00_00_00	117.443	-14.411	-180.829	
item	32007020	m32_00_00_00	102.782	-16.204	-176.344	
item	32007030	m32_00_00_00	98.903	-16.535	-123.255	
item	32007060	m32_00_00_00	33.387	-22.06	-105.682	
item	32007070	m32_00_00_00	75.95	-20.121	-103.333	
item	32007900	m32_00_00_00	115.406	-14.428	-178.134	
item	32017000	m32_01_00_00	67.86	27.247	33.645	
item	32017010	m32_01_00_00	96.883	55.287	30.944	
item	32017020	m32_01_00_00	98.665	-5.225	147.333	
item	32017030	m32_01_00_00	68.63	-14.485	38.027	
