# Second opinion on the "(region unconfirmed)" checks -- tools/audit_region_second_opinion.py
#
# Sources: Eldenpedia (eldenring.wiki.gg, CC BY-SA 4.0); Elden Ring Wiki on Fandom
# (eldenring.fandom.com, CC BY-SA 3.0) as fallback. ERDB (MIT) probed and not used: its
# datamined params carry no placement field. Fextralife is deliberately not consulted.
#
# No wiki prose is reproduced here. Every cell is a region name from OUR vocabulary, an id
# from OUR tables, a page TITLE used as a citation, or a verdict in OUR words.
#
# This is a CANDIDATE list for hand-adjudication, not a cull list and not a fix list.
# NO-DATA means "not readable there" -- absence on a thin wiki is WEAK evidence that
# says nothing about whether the check's region is right.
#
# The msb_vote_* columns are a SECOND and SEPARATE opinion, computed offline from our own
# committed MSB coordinates (tools/msb_region_vote.py): the region of the nearest
# region-attributed Site of Grace, once the check is folded into the overworld frame.
# 92.9% on a 2169-check control set (--calibrate, 2026-08-26) -- roughly one row in fourteen is WRONG, so this is a RANKING signal for hand-adjudication, never an adjudicator. It does NOT describe a PLAYAREA-CONFIRMED row: those are RULINGS from the PlayArea point-in-volume test (docs/PLAYAREA-ITEM-SCAN.md), they REPLACED the vote, and the 518 of them in the control population are excluded from the number above rather than flattering it.
# It is NOT independent of the nearest-neighbour hop that produced these regions in the first
# place, so a vote that AGREES with us corroborates nothing. vote_note: NO-COORDS (no MSB row),
# NO-ANCHOR (no region-attributed grace in that frame), SUSPECT-ANCHOR (the anchoring grace's
# own region came from a tile-default row, so the vote inherits a tile-wide guess),
# CROSS-TILE-MSB (the coords are authored on a different fine-grid tile than the label names),
# COARSE-LOD (the coords row is on a LOD1/2 tile -- folded correctly, but coarser).
verdict	our_region	external_regions	flag	ap_id	map_tile	item	source	page_title	scope	how	label	msb_vote_region	vote_distance_m	vote_unanimous	vote_anchor_grace	vote_note
NO-DATA	Weeping		1043327000	7774609	m60_43_32	Yellow Ember	fandom	Yellow Ember	page-wide	GUESSED	Weeping :: Yellow Ember - near Ailing Village Outskirts (region unconfirmed) [f1043327000]	Weeping	234.2	yes	76154 Ailing Village Outskirts	SUSPECT-ANCHOR
NO-DATA	Weeping		1043327010	7774610	m60_43_32	Sliver of Meat	fandom	Sliver of Meat	page-wide	GUESSED	Weeping :: Sliver of Meat - near Tombsward (region unconfirmed) [f1043327010]	Weeping	160.1	yes	76152 Tombsward	SUSPECT-ANCHOR
NO-DATA	Limgrave		1043407000	7773029	m60_43_40	Soporific Grease	fandom	Soporific Grease	page-wide	GUESSED	Limgrave :: Soporific Grease - near Saintsbridge (region unconfirmed) [f1043407000]	Limgrave	500.3	yes	76116 Murkwater Coast	
NO-DATA	Caelid		1047387040	7773117	m60_47_38	Rot Grease	fandom	Rot Grease	page-wide	GUESSED	Caelid :: Rot Grease - near Caelid Highway South (region unconfirmed) [f1047387040]	Caelid	150.0	yes	76405 Caelid Highway South	
NO-DATA	Mountaintops of the Giants		1047567700	7900259	m60_47_56	Sanguine Noble Waistcloth	fandom	Sanguine Noble Waistcloth	acquisition	GUESSED	Mountaintops of the Giants :: Sanguine Noble Waistcloth - m60_47_56 (region unconfirmed) [f1047567700]					NO-COORDS
NO-DATA	Mountaintops of the Giants		1048547990	7900260	m60_48_54	Rotten Duelist Helm	fandom	Rotten Duelist Helm	acquisition	GUESSED	Mountaintops of the Giants :: Rotten Duelist Helm - near Consecrated Snowfield (region unconfirmed) [f1048547990]	Consecrated Snowfield	332.2	no	73211 Yelough Anix Tunnel	SUSPECT-ANCHOR
NO-DATA	Caelid		1050397000	7773216	m60_50_39	Poison Grease	fandom	Poison Grease	page-wide	GUESSED	Caelid :: Poison Grease - near Sellia Under-Stair (region unconfirmed) [f1050397000]	Caelid	68.9	yes	76416 Sellia Under-Stair	
NO-DATA	Caelid		1050397070	7773223	m60_50_39	Cerulean Tear Scarab	fandom	Cerulean Tear Scarab	acquisition	GUESSED	Caelid :: Cerulean Tear Scarab - near Sellia Under-Stair (region unconfirmed) [f1050397070]	Caelid	71.5	yes	76416 Sellia Under-Stair	
NO-DATA	Mountaintops of the Giants		1050567510	7773240	m60_50_56	Invigorating White Cured Meat	fandom	Invigorating White Cured Meat	acquisition	GUESSED	Mountaintops of the Giants :: Invigorating White Cured Meat - near Ancient Snow Valley Ruins (region unconfirmed) [f1050567510]	Mountaintops of the Giants				PLAYAREA-CONFIRMED
NO-DATA	Mountaintops of the Giants		1050567620	7773243	m60_50_56	Traveling Maiden Hood	fandom	Traveling Maiden Hood	acquisition	GUESSED	Mountaintops of the Giants :: Traveling Maiden Boots - near Ancient Snow Valley Ruins (region unconfirmed) [f1050567620]	Mountaintops of the Giants				PLAYAREA-CONFIRMED
NO-DATA	Mountaintops of the Giants		1050567620	7900270	m60_50_56	Traveling Maiden Boots	fandom	Traveling Maiden Boots	acquisition	GUESSED	Mountaintops of the Giants :: Traveling Maiden Boots - near Ancient Snow Valley Ruins (region unconfirmed) [f1050567620]	Mountaintops of the Giants				PLAYAREA-CONFIRMED
NO-DATA	Mountaintops of the Giants		1051557320	7773278	m60_51_55	Rainbow Stone	fandom	Rainbow Stone	page-wide	GUESSED	Mountaintops of the Giants :: Rainbow Stone - near Ancient Snow Valley Ruins (region unconfirmed) [f1051557320]	Mountaintops of the Giants	273.7	yes	76503 Ancient Snow Valley Ruins	
NO-DATA	Mountaintops of the Giants		1052557800	7773332	m60_52_55	Gravel Stone	fandom	Gravel Stone	page-wide	GUESSED	Mountaintops of the Giants :: Gravel Stone - near Whiteridge Road (region unconfirmed) [f1052557800]	Mountaintops of the Giants	96.9	yes	76520 Whiteridge Road	
AMBIGUOUS-GENERIC	Liurnia		1033417000	7772605	m60_33_41	Smithing Stone [7]				GUESSED	Liurnia :: Smithing Stone [7] - near Altar South (region unconfirmed) (1) [f1033417000]	Liurnia	321.7	yes	76220 Village of the Albinaurics	
AMBIGUOUS-GENERIC	Liurnia		1033417010	7772606	m60_33_41	Smithing Stone [8]				GUESSED	Liurnia :: Smithing Stone [8] - near Altar South (region unconfirmed) [f1033417010]	Liurnia	345.4	yes	76220 Village of the Albinaurics	
AMBIGUOUS-GENERIC	Liurnia		1033417020	7772607	m60_33_41	Smithing Stone [7]				GUESSED	Liurnia :: Smithing Stone [7] - near Altar South (region unconfirmed) (2) [f1033417020]	Liurnia	358.2	yes	76220 Village of the Albinaurics	
AMBIGUOUS-GENERIC	Liurnia		1033417400	7772608	m60_33_41	Dragon Heart				GUESSED	Liurnia :: Dragon Heart - m60_33_41 (region unconfirmed) (1) [f1033417400]					NO-COORDS
AMBIGUOUS-GENERIC	Liurnia		1033417410	7772609	m60_33_41	Dragon Heart				GUESSED	Liurnia :: Dragon Heart - m60_33_41 (region unconfirmed) (2) [f1033417410]					NO-COORDS
AMBIGUOUS-GENERIC	Liurnia		1033457990	7774377	m60_33_45	Golden Rune [6]				GUESSED	Liurnia :: Golden Rune [6] - near Foot of the Four Belfries (region unconfirmed) [f1033457990]	Liurnia	129.0	yes	76210 Foot of the Four Belfries	
AMBIGUOUS-GENERIC	Liurnia		1034457010	7772630	m60_34_45	Dragonwound Grease				GUESSED	Liurnia :: Dragonwound Grease - near Crystalline Woods (region unconfirmed) [f1034457010]	Liurnia	142.9	yes	76243 Crystalline Woods	
AMBIGUOUS-GENERIC	Liurnia		1035447010	7772674	m60_35_44	Golden Rune [1]				GUESSED	Liurnia :: Golden Rune [1] - near South Raya Lucaria Gate (region unconfirmed) (1) [f1035447010]	Liurnia	136.6	yes	76205 South Raya Lucaria Gate	
AMBIGUOUS-GENERIC	Liurnia		1035447020	7772675	m60_35_44	Golden Rune [4]				GUESSED	Liurnia :: Golden Rune [4] - near South Raya Lucaria Gate (region unconfirmed) (1) [f1035447020]	Liurnia	131.6	yes	76205 South Raya Lucaria Gate	
AMBIGUOUS-GENERIC	Liurnia		1035447030	7772676	m60_35_44	Golden Rune [3]				GUESSED	Liurnia :: Golden Rune [3] - near South Raya Lucaria Gate (region unconfirmed) (1) [f1035447030]	Liurnia	116.9	yes	76205 South Raya Lucaria Gate	
AMBIGUOUS-GENERIC	Liurnia		1035447040	7772677	m60_35_44	Golden Rune [2]				GUESSED	Liurnia :: Golden Rune [2] - near South Raya Lucaria Gate (region unconfirmed) (1) [f1035447040]	Liurnia	112.0	yes	76205 South Raya Lucaria Gate	
AMBIGUOUS-GENERIC	Liurnia		1035447050	7772678	m60_35_44	Golden Rune [4]				GUESSED	Liurnia :: Golden Rune [4] - near South Raya Lucaria Gate (region unconfirmed) (2) [f1035447050]	Liurnia	122.2	yes	76205 South Raya Lucaria Gate	
AMBIGUOUS-GENERIC	Liurnia		1035447060	7772679	m60_35_44	Golden Rune [2]				GUESSED	Liurnia :: Golden Rune [2] - near South Raya Lucaria Gate (region unconfirmed) (2) [f1035447060]	Liurnia	132.4	yes	76205 South Raya Lucaria Gate	
AMBIGUOUS-GENERIC	Liurnia		1035447070	7772680	m60_35_44	Golden Rune [1]				GUESSED	Liurnia :: Golden Rune [1] - near South Raya Lucaria Gate (region unconfirmed) (2) [f1035447070]	Liurnia	137.4	yes	76205 South Raya Lucaria Gate	
AMBIGUOUS-GENERIC	Liurnia		1035447080	7772681	m60_35_44	Golden Rune [5]				GUESSED	Liurnia :: Golden Rune [5] - near South Raya Lucaria Gate (region unconfirmed) [f1035447080]	Liurnia	134.3	yes	76205 South Raya Lucaria Gate	
AMBIGUOUS-GENERIC	Liurnia		1035447090	7772682	m60_35_44	Golden Rune [2]				GUESSED	Liurnia :: Golden Rune [2] - near South Raya Lucaria Gate (region unconfirmed) (3) [f1035447090]	Liurnia	123.8	yes	76205 South Raya Lucaria Gate	
AMBIGUOUS-GENERIC	Liurnia		1035447100	7772683	m60_35_44	Golden Rune [3]				GUESSED	Liurnia :: Golden Rune [3] - near South Raya Lucaria Gate (region unconfirmed) (2) [f1035447100]	Liurnia	102.5	yes	76205 South Raya Lucaria Gate	
AMBIGUOUS-GENERIC	Liurnia		1035447990	7774398	m60_35_44	Smoldering Butterfly				GUESSED	Liurnia :: Smoldering Butterfly - m60_35_44 (region unconfirmed) [f1035447990]					NO-COORDS
AMBIGUOUS-GENERIC	Liurnia		1035497020	7774402	m60_35_49	Somber Smithing Stone [4]				GUESSED	Liurnia :: Somber Smithing Stone [4] - near The Ravine (region unconfirmed) [f1035497020]	Liurnia	92.6	yes	76235 The Ravine	
AMBIGUOUS-GENERIC	Liurnia		1035497990	7774403	m60_35_49	Somber Smithing Stone [2]				GUESSED	Liurnia :: Somber Smithing Stone [2] - near Main Caria Manor Gate (region unconfirmed) [f1035497990]	Liurnia	136.0	yes	76214 Main Caria Manor Gate	
AMBIGUOUS-GENERIC	Mt. Gelmir		1035547000	7772710	m60_35_54	Dragonwound Grease				GUESSED	Mt. Gelmir :: Dragonwound Grease - near Road of Iniquity (region unconfirmed) [f1035547000]	Mt. Gelmir	75.4	yes	76353 Road of Iniquity	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mt. Gelmir		1035547010	7772711	m60_35_54	Golden Rune [3]				GUESSED	Mt. Gelmir :: Golden Rune [3] - near Road of Iniquity (region unconfirmed) [f1035547010]	Mt. Gelmir	150.0	yes	76353 Road of Iniquity	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mt. Gelmir		1035547020	7772712	m60_35_54	Stonesword Key				GUESSED	Mt. Gelmir :: Stonesword Key - near Seethewater Terminus (region unconfirmed) [f1035547020]	Mt. Gelmir	167.8	yes	76355 Seethewater Terminus	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mt. Gelmir		1035547060	7772714	m60_35_54	Golden Rune [8]				GUESSED	Mt. Gelmir :: Golden Rune [8] - near Seethewater Terminus (region unconfirmed) [f1035547060]	Mt. Gelmir	142.7	yes	76355 Seethewater Terminus	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mt. Gelmir		1035547070	7772715	m60_35_54	Slumbering Egg				GUESSED	Mt. Gelmir :: Slumbering Egg - near Seethewater Terminus (region unconfirmed) [f1035547070]	Mt. Gelmir	149.8	yes	76355 Seethewater Terminus	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mt. Gelmir		1035547980	7774451	m60_35_54	Somber Smithing Stone [4]				GUESSED	Mt. Gelmir :: Somber Smithing Stone [4] - near Road of Iniquity (region unconfirmed) (1) [f1035547980]	Mt. Gelmir	165.0	yes	76353 Road of Iniquity	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Mt. Gelmir		1035547990	7774452	m60_35_54	Smoldering Butterfly				GUESSED	Mt. Gelmir :: Smoldering Butterfly - m60_35_54 (region unconfirmed) [f1035547990]					NO-COORDS
AMBIGUOUS-GENERIC	Liurnia		1036477000	7774464	m60_36_47	Somber Smithing Stone [3]				GUESSED	Liurnia :: Somber Smithing Stone [3] - near East Raya Lucaria Gate (region unconfirmed) [f1036477000]	Liurnia	218.1	yes	76242 East Gate Bridge Trestle	
AMBIGUOUS-GENERIC	Liurnia		1036477100	7774465	m60_36_47	Golden Rune [1]				GUESSED	Liurnia :: Golden Rune [1] - m60_36_47 (region unconfirmed) [f1036477100]					NO-COORDS
AMBIGUOUS-GENERIC	Mt. Gelmir		1036537000	7772731	m60_36_53	Golden Rune [6]				GUESSED	Mt. Gelmir :: Golden Rune [6] - near Seethewater Terminus (region unconfirmed) [f1036537000]	Mt. Gelmir	64.8	yes	76355 Seethewater Terminus	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Liurnia		1037437000	7774477	m60_37_43	Golden Rune [3]				GUESSED	Liurnia :: Golden Rune [3] - near Academy Gate Town (region unconfirmed) [f1037437000]	Liurnia	136.9	yes	76204 Academy Gate Town	
AMBIGUOUS-GENERIC	Liurnia		1037437010	7774478	m60_37_43	Smithing Stone [3]				GUESSED	Liurnia :: Smithing Stone [3] - near Academy Gate Town (region unconfirmed) [f1037437010]	Liurnia	155.2	yes	76204 Academy Gate Town	
AMBIGUOUS-GENERIC	Liurnia		1037457100	7774479	m60_37_45	Smithing Stone [3]				GUESSED	Liurnia :: Smithing Stone [3] - near Eastern Liurnia Lake Shore (region unconfirmed) (1) [f1037457100]	Liurnia	173.0	yes	76223 Eastern Liurnia Lake Shore	
AMBIGUOUS-GENERIC	Liurnia		1037507000	7772768	m60_37_50	Neutralizing Boluses				GUESSED	Liurnia :: Neutralizing Boluses - near Ravine-Veiled Village (region unconfirmed) [f1037507000]	Liurnia	30.3	no	76229 Ravine-Veiled Village	
AMBIGUOUS-GENERIC	Liurnia		1038397000	7772803	m60_38_39	Warming Stone				GUESSED	Liurnia :: Warming Stone - near Lake-Facing Cliffs (region unconfirmed) [f1038397000]	Liurnia	188.8	yes	76200 Lake-Facing Cliffs	
AMBIGUOUS-GENERIC	Liurnia		1038447030	7772813	m60_38_44	Smithing Stone [3]				GUESSED	Liurnia :: Smithing Stone [3] - near Eastern Liurnia Lake Shore (region unconfirmed) (2) [f1038447030]	Liurnia	130.0	yes	76223 Eastern Liurnia Lake Shore	
AMBIGUOUS-GENERIC	Liurnia		1038497010	7774490	m60_38_49	Smithing Stone [2]				GUESSED	Liurnia :: Smithing Stone [2] - near Church of Inhibition (region unconfirmed) [f1038497010]	Liurnia	236.4	yes	76209 Grand Lift of Dectus	
AMBIGUOUS-GENERIC	Liurnia		1038497030	7774491	m60_38_49	Burred Bolt				GUESSED	Liurnia :: Burred Bolt - near Frenzied Flame Village Outskirts (region unconfirmed) [f1038497030]	Liurnia	319.0	yes	76209 Grand Lift of Dectus	
AMBIGUOUS-GENERIC	Liurnia		1038497040	7774492	m60_38_49	Golden Rune [3]				GUESSED	Liurnia :: Golden Rune [3] - near Frenzied Flame Village Outskirts (region unconfirmed) [f1038497040]	Liurnia	249.4	yes	76209 Grand Lift of Dectus	
AMBIGUOUS-GENERIC	Altus		1038527010	7772828	m60_38_52	Smithing Stone [5]				GUESSED	Altus :: Smithing Stone [5] - near Seethewater River (region unconfirmed) [f1038527010]	Altus	169.4	no	76302 Erdtree-Gazing Hill	
AMBIGUOUS-GENERIC	Altus		1038527020	7772829	m60_38_52	Golden Rune [3]				GUESSED	Altus :: Golden Rune [3] - near Seethewater River (region unconfirmed) [f1038527020]	Altus	174.1	no	76302 Erdtree-Gazing Hill	
AMBIGUOUS-GENERIC	Altus		1038527030	7772830	m60_38_52	Golden Rune [7]				GUESSED	Altus :: Golden Rune [7] - near Old Altus Tunnel (region unconfirmed) [f1038527030]	Altus	169.3	no	73204 Old Altus Tunnel	
AMBIGUOUS-GENERIC	Altus		1038527040	7772831	m60_38_52	Dappled White Cured Meat				GUESSED	Altus :: Dappled White Cured Meat - near Seethewater River (region unconfirmed) [f1038527040]	Altus	219.8	no	73204 Old Altus Tunnel	
AMBIGUOUS-GENERIC	Altus		1038527060	7772833	m60_38_52	Golden Rune [4]				GUESSED	Altus :: Golden Rune [4] - near Seethewater River (region unconfirmed) [f1038527060]	Altus	193.0	no	73204 Old Altus Tunnel	
AMBIGUOUS-GENERIC	Altus		1038527070	7772834	m60_38_52	Human Bone Shard				GUESSED	Altus :: Human Bone Shard - near Seethewater River (region unconfirmed) [f1038527070]	Altus	188.4	no	76302 Erdtree-Gazing Hill	
AMBIGUOUS-GENERIC	Liurnia		1039437010	7772860	m60_39_43	Golden Rune [2]				GUESSED	Liurnia :: Golden Rune [2] - near Jarburg (region unconfirmed) (1) [f1039437010]	Liurnia	70.7	yes	76245 Jarburg	
AMBIGUOUS-GENERIC	Liurnia		1039437020	7772861	m60_39_43	Golden Rune [6]				GUESSED	Liurnia :: Golden Rune [6] - near Jarburg (region unconfirmed) [f1039437020]	Liurnia	78.4	yes	76245 Jarburg	
AMBIGUOUS-GENERIC	Liurnia		1039437030	7772862	m60_39_43	Golden Rune [1]				GUESSED	Liurnia :: Golden Rune [1] - near Jarburg (region unconfirmed) [f1039437030]	Liurnia	83.1	yes	76245 Jarburg	
AMBIGUOUS-GENERIC	Liurnia		1039437040	7772863	m60_39_43	Golden Rune [3]				GUESSED	Liurnia :: Golden Rune [3] - near Jarburg (region unconfirmed) (1) [f1039437040]	Liurnia	85.9	yes	76245 Jarburg	
AMBIGUOUS-GENERIC	Liurnia		1039437050	7772864	m60_39_43	Golden Rune [2]				GUESSED	Liurnia :: Golden Rune [2] - near Jarburg (region unconfirmed) (2) [f1039437050]	Liurnia	92.7	yes	76245 Jarburg	
AMBIGUOUS-GENERIC	Liurnia		1039437060	7772865	m60_39_43	Golden Rune [3]				GUESSED	Liurnia :: Golden Rune [3] - near Jarburg (region unconfirmed) (2) [f1039437060]	Liurnia	95.9	yes	76245 Jarburg	
AMBIGUOUS-GENERIC	Liurnia		1039437100	7772866	m60_39_43	Starlight Shards				GUESSED	Liurnia :: Starlight Shards - near Gate Town Bridge (region unconfirmed) [f1039437100]	Liurnia	134.6	yes	76222 Gate Town Bridge	
AMBIGUOUS-GENERIC	Liurnia		1039487000	7772873	m60_39_48	Crystal Dart				GUESSED	Liurnia :: Crystal Dart - near Frenzied Flame Village Outskirts (region unconfirmed) [f1039487000]	Liurnia	445.8	yes	76225 Ruined Labyrinth	
AMBIGUOUS-GENERIC	Altus		1039507000	7774515	m60_39_50	Hefty Beast Bone				GUESSED	Altus :: Hefty Beast Bone - near Altus Plateau (region unconfirmed) [f1039507000]	Altus	120.2	yes	76301 Altus Plateau	
AMBIGUOUS-GENERIC	Altus		1039507010	7774516	m60_39_50	Stonesword Key				GUESSED	Altus :: Stonesword Key - near Altus Plateau (region unconfirmed) [f1039507010]	Altus	200.0	yes	76301 Altus Plateau	
AMBIGUOUS-GENERIC	Altus		1039507020	7774517	m60_39_50	Golden Rune [4]				GUESSED	Altus :: Golden Rune [4] - near Altus Highway Junction (region unconfirmed) [f1039507020]	Altus	186.7	yes	76303 Altus Highway Junction	
AMBIGUOUS-GENERIC	Altus		1039527000	7774518	m60_39_52	Human Bone Shard				GUESSED	Altus :: Human Bone Shard - near Old Altus Tunnel (region unconfirmed) [f1039527000]	Altus	194.0	yes	73204 Old Altus Tunnel	
AMBIGUOUS-GENERIC	Altus		1039527020	7774519	m60_39_52	Magic Grease				GUESSED	Altus :: Magic Grease - near Old Altus Tunnel (region unconfirmed) [f1039527020]	Altus	170.6	yes	73204 Old Altus Tunnel	
AMBIGUOUS-GENERIC	Limgrave		1040387000	7772898	m60_40_38	Smithing Stone [1]				GUESSED	Limgrave :: Smithing Stone [1] - near Stormhill Shack (region unconfirmed) [f1040387000]	Limgrave	241.0	yes	76102 Stormhill Shack	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Altus		1040517000	7772900	m60_40_51	Celestial Dew				GUESSED	Altus :: Celestial Dew - near Rampartside Path (region unconfirmed) [f1040517000]	Altus	248.7	yes	76305 Rampartside Path	
AMBIGUOUS-GENERIC	Altus		1040517010	7772901	m60_40_51	Old Fang				GUESSED	Altus :: Old Fang - near Altus Highway Junction (region unconfirmed) [f1040517010]	Altus	52.5	yes	76303 Altus Highway Junction	
AMBIGUOUS-GENERIC	Altus		1040517030	7772903	m60_40_51	Beast Blood				GUESSED	Altus :: Beast Blood - near Altus Highway Junction (region unconfirmed) [f1040517030]	Altus	139.5	yes	76303 Altus Highway Junction	
AMBIGUOUS-GENERIC	Limgrave		1041377000	7774563	m60_41_37	Strip of White Flesh				GUESSED	Limgrave :: Strip of White Flesh - near Stormhill Shack (region unconfirmed) [f1041377000]	Limgrave				PLAYAREA-CONFIRMED
AMBIGUOUS-GENERIC	Limgrave		1041377020	7774564	m60_41_37	Starlight Shards				GUESSED	Limgrave :: Starlight Shards - near Church of Elleh (region unconfirmed) [f1041377020]	Limgrave	278.0	yes	76100 Church of Elleh	
AMBIGUOUS-GENERIC	Altus		1041517000	7772926	m60_41_51	Golden Rune [3]				GUESSED	Altus :: Golden Rune [3] - near Outer Wall Phantom Tree (region unconfirmed) [f1041517000]	Altus	232.8	yes	76305 Rampartside Path	
AMBIGUOUS-GENERIC	Altus		1041517010	7772927	m60_41_51	Golden Rune [6]				GUESSED	Altus :: Golden Rune [6] - near Outer Wall Phantom Tree (region unconfirmed) [f1041517010]	Altus	226.7	yes	76305 Rampartside Path	
AMBIGUOUS-GENERIC	Altus		1041537010	7774572	m60_41_53	Poisonbone Dart				GUESSED	Altus :: Poisonbone Dart - near Forest-Spanning Greatbridge (region unconfirmed) [f1041537010]	Altus	190.2	yes	76304 Forest-Spanning Greatbridge	
AMBIGUOUS-GENERIC	Altus		1041537040	7774575	m60_41_53	Beast Blood				GUESSED	Altus :: Beast Blood - near Forest-Spanning Greatbridge (region unconfirmed) [f1041537040]	Altus	196.8	yes	76304 Forest-Spanning Greatbridge	
AMBIGUOUS-GENERIC	Weeping		1042327000	7772938	m60_42_32	Great Dragonfly Head				GUESSED	Weeping :: Great Dragonfly Head - near Tombsward (region unconfirmed) [f1042327000]	Weeping	243.4	yes	76152 Tombsward	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Weeping		1042327020	7772939	m60_42_32	Mushroom				GUESSED	Weeping :: Mushroom - near Tombsward (region unconfirmed) [f1042327020]	Weeping	263.3	yes	76152 Tombsward	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Weeping		1042347000	7772943	m60_42_34	Blood Grease				GUESSED	Weeping :: Blood Grease - near Church of Pilgrimage (region unconfirmed) [f1042347000]	Limgrave	240.6	no	76113 Seaside Ruins	
AMBIGUOUS-GENERIC	Weeping		1042347010	7772944	m60_42_34	Beast Liver				GUESSED	Weeping :: Beast Liver - near Tombsward Cave (region unconfirmed) [f1042347010]	Weeping	155.8	no	73102 Tombsward Cave	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Weeping		1042347020	7772945	m60_42_34	Golden Rune [2]				GUESSED	Weeping :: Golden Rune [2] - near Tombsward Cave (region unconfirmed) [f1042347020]	Weeping	149.4	no	73102 Tombsward Cave	SUSPECT-ANCHOR
AMBIGUOUS-GENERIC	Limgrave		1042357010	7772949	m60_42_35	Gold-Pickled Fowl Foot				GUESSED	Limgrave :: Gold-Pickled Fowl Foot - near The First Step (region unconfirmed) [f1042357010]	Limgrave	141.7	yes	76101 The First Step	
AMBIGUOUS-GENERIC	Limgrave		1042357030	7772951	m60_42_35	Bewitching Branch				GUESSED	Limgrave :: Bewitching Branch - near Church of Pilgrimage (region unconfirmed) [f1042357030]	Limgrave	198.2	yes	76113 Seaside Ruins	
AMBIGUOUS-GENERIC	Altus		1042527000	7774589	m60_42_52	Old Fang				GUESSED	Altus :: Old Fang - near Rampartside Path (region unconfirmed) [f1042527000]	Altus	166.9	yes	76305 Rampartside Path	
AMBIGUOUS-GENERIC	Altus		1042527010	7774590	m60_42_52	Golden Rune [4]				GUESSED	Altus :: Golden Rune [4] - near Rampartside Path (region unconfirmed) [f1042527010]	Altus	125.8	yes	76305 Rampartside Path	
AMBIGUOUS-GENERIC	Altus		1042527030	7774592	m60_42_52	Golden Rune [10]				GUESSED	Altus :: Golden Rune [10] - near Rampartside Path (region unconfirmed) [f1042527030]	Altus	193.2	yes	76305 Rampartside Path	
AMBIGUOUS-GENERIC	Altus		1042527040	7774593	m60_42_52	Arteria Leaf				GUESSED	Altus :: Arteria Leaf - near Outer Wall Battleground (region unconfirmed) [f1042527040]	Altus	298.3	yes	76305 Rampartside Path	
AMBIGUOUS-GENERIC	Altus		1042527990	7774594	m60_42_52	Golden Rune [9]				GUESSED	Altus :: Golden Rune [9] - near Rampartside Path (region unconfirmed) [f1042527990]	Altus	190.4	yes	76305 Rampartside Path	
AMBIGUOUS-GENERIC	Altus		1042537010	7774596	m60_42_53	Somber Smithing Stone [5]				GUESSED	Altus :: Somber Smithing Stone [5] - near Rampartside Path (region unconfirmed) [f1042537010]	Altus	238.8	yes	76305 Rampartside Path	
AMBIGUOUS-GENERIC	Altus		1042547000	7774597	m60_42_54	Four-Toed Fowl Foot				GUESSED	Altus :: Four-Toed Fowl Foot - near Windmill Village (region unconfirmed) [f1042547000]	Altus	173.7	yes	76308 Windmill Village	
AMBIGUOUS-GENERIC	Altus		1042547010	7774598	m60_42_54	Golden Rune [5]				GUESSED	Altus :: Golden Rune [5] - near Windmill Village (region unconfirmed) [f1042547010]	Altus	70.8	yes	76308 Windmill Village	
AMBIGUOUS-GENERIC	Altus		1042547040	7774601	m60_42_54	Hefty Beast Bone				GUESSED	Altus :: Hefty Beast Bone - near Windmill Village (region unconfirmed) [f1042547040]	Altus	222.2	yes	76308 Windmill Village	
AMBIGUOUS-GENERIC	Altus		1042547050	7774602	m60_42_54	Golden Arrow				GUESSED	Altus :: Golden Arrow - near Windmill Village (region unconfirmed) [f1042547050]	Altus	214.1	yes	76308 Windmill Village	
AMBIGUOUS-GENERIC	Altus		1042547070	7774604	m60_42_54	Gold Firefly				GUESSED	Altus :: Gold Firefly - near Windmill Heights (region unconfirmed) [f1042547070]	Altus	135.5	yes	76313 Windmill Heights	
AMBIGUOUS-GENERIC	Altus		1042547080	7774605	m60_42_54	Lightning Grease				GUESSED	Altus :: Lightning Grease - near Windmill Heights (region unconfirmed) [f1042547080]	Altus	118.1	yes	76313 Windmill Heights	
AMBIGUOUS-GENERIC	Altus		1042547090	7774606	m60_42_54	Exalted Flesh				GUESSED	Altus :: Exalted Flesh - near Windmill Heights (region unconfirmed) [f1042547090]	Altus	105.9	yes	76313 Windmill Heights	
AMBIGUOUS-GENERIC	Altus		1042547100	7774607	m60_42_54	Rune Arc				GUESSED	Altus :: Rune Arc - near Windmill Village (region unconfirmed) [f1042547100]	Altus	80.0	yes	76308 Windmill Village	
AMBIGUOUS-GENERIC	Weeping		1043327990	7774611	m60_43_32	Golden Rune [6]				GUESSED	Weeping :: Golden Rune [6] - near Tombsward (region unconfirmed) [f1043327990]	Weeping	161.0	yes	76152 Tombsward	SUSPECT-ANCHOR
