# AUTO-GENERATED by tools/derive_sweep_anchor_coords.py -- DO NOT EDIT, re-emit.
# WEAK ANCHOR, NOT A MEASUREMENT. Each row says: this check is a MEMBER of the
# sweep triggered by <trigger_defeat_flag>, and that boss is fought at <x,y,z>.
# A member sits BEHIND its trigger, not AT it (boss_sweeps scopes members by
# class, and #445 records triggers outside their members' region). Present it as
# an AREA, never with the wording used for an item_grace_coords position.
# Positions are MAP-LOCAL, the same space as item_grace_coords.
#
# EMITTED 624.
# REFUSED 0 AMBIGUOUS SWEEP
# REFUSED 43 NO ARENA:
#    7770786 (trigger 12030390)
#    7771303 (trigger 12030390)
#    7771306 (trigger 12030390)
#    7771307 (trigger 12030390)
#    7900026 (trigger 12030390)
#    7773972 (trigger 30130810)
#    7773974 (trigger 30130810)
#    7772321 (trigger 34110800)
#    7770735 (trigger 1036450800)
#    7770751 (trigger 1036450800)
#    7770736 (trigger 1036480800)
#    7770739 (trigger 1036480800)
#    7772551 (trigger 1036480800)
#    7770619 (trigger 1037420800)
#    7774197 (trigger 1037420800)
#    7774218 (trigger 1037420800)
#    7770746 (trigger 1039430800)
#    7772674 (trigger 1039430800)
#    7774224 (trigger 1039430800)
#    7770757 (trigger 1039510800)
#    7772742 (trigger 1039510800)
#    7772802 (trigger 1041330800)
#    7770036 (trigger 1044530800)
#    7770763 (trigger 1044530800)
#    7772899 (trigger 1044530800)
#    7772944 (trigger 1044530800)
#    7774359 (trigger 1044530800)
#    7774518 (trigger 1252520800)
#    7774519 (trigger 1252520800)
#    7900275 (trigger 1252520800)
#    7773742 (trigger 2049440800)
#    7773756 (trigger 2049440800)
#    7773767 (trigger 2049440800)
#    7773900 (trigger 2049440800)
#    7773583 (trigger 2050430800)
#    7773628 (trigger 2050430800)
#    7773950 (trigger 2050480810)
#    7773958 (trigger 2050480810)
#    7773577 (trigger 2050480811)
#    7773954 (trigger 2050480811)
#    ... 3 more
# REFUSED 0 ARENA AT ORIGIN
# REFUSED 3437 ALREADY POSITIONED:
#    7770041
#    7770047
#    7770811
#    7770813
#    7770815
#    7770817
#    7770819
#    7770821
#    7770823
#    7770825
#    7770827
#    7770829
#    7770831
#    7770833
#    7770835
#    7770837
#    7770839
#    7770841
#    7770845
#    7770847
#    7770849
#    7770851
#    7770853
#    7770855
#    7770857
#    7770860
#    7770863
#    7770865
#    7770867
#    7770869
#    7770871
#    7770873
#    7770875
#    7770877
#    7770879
#    7770881
#    7770883
#    7770885
#    7770887
#    7770889
#    ... 3397 more
ap_location_id	check_flag	trigger_defeat_flag	boss_map	local_x	local_y	local_z	anchor
7772715	1039417310	1038410800	m60_38_41_00	3.89	257.37	-124.93	sweep_arena
7772753	1039537080	1037540810	m60_37_54_00	-33.39	856.8	-72.88	sweep_arena
7772754	1039537700	1037530800	m60_37_53_00	52.79	903.67	-88.34	sweep_arena
7772804	1042337100	1042330800	m60_42_33_00	-126.39	19.91	108.76	sweep_arena
7772824	1042377700	1043370800	m60_43_37_00	72.46	90.96	-94.7	sweep_arena
7772839	1042387400	1042380800	m60_42_38_00	120.54	183.82	50.97	sweep_arena
7772840	1042387410	1042380850	m60_42_38_00	12.3	188.02	89.59	sweep_arena
7772843	1042397500	1042380850	m60_42_38_00	12.3	188.02	89.59	sweep_arena
7772844	1042397700	1042380800	m60_42_38_00	120.54	183.82	50.97	sweep_arena
7772845	1042507020	1041510800	m60_41_51_00	91.09	851.27	-31.35	sweep_arena
7772849	1042517900	1041510800	m60_41_51_00	91.09	851.27	-31.35	sweep_arena
7772867	1043317360	1044320850	m60_44_32_00	36.61	42.82	102.45	sweep_arena
7772877	1043347400	1043330800	m60_43_33_00	-55.4	83.11	21.96	sweep_arena
7772900	1043537100	1041530800	m60_41_53_00	-77.48	785.14	29.23	sweep_arena
7772901	1043537400	1043530800	m60_44_53_00	-23.58	1025.94	75.99	sweep_arena
7772915	1044337070	1044320850	m60_44_32_00	36.61	42.82	102.45	sweep_arena
7772922	1044357100	1044350800	m60_44_34_00	-17.4	105.68	119.83	sweep_arena
7772955	1046367700	1044360800	m60_44_36_00	17.39	80.81	29.78	sweep_arena
7772967	1046407700	1047400800	m60_47_40_00	-102.34	126.24	102.54	sweep_arena
7772976	1047377100	1048370800	m60_48_37_00	-48.09	114.95	-42.67	sweep_arena
7772986	1047387700	1048370800	m60_48_37_00	-48.09	114.95	-42.67	sweep_arena
7773003	1047567700	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7773014	1048387500	1049370850	m60_49_37_00	112.21	102.17	15.51	sweep_arena
7773020	1048417800	1048410800	m60_48_41_00	-86.98	225.66	-70.16	sweep_arena
7773022	1048517700	1048510800	m60_48_51_00	-93.2	971.48	47.68	sweep_arena
7773211	2044457950	2044450800	m61_44_45_00	-61.24	625.31	110.57	sweep_arena
7773222	2044467950	2044450800	m61_44_45_00	-61.24	625.31	110.57	sweep_arena
7773240	2045417950	2046410800	m61_46_41_00	-177.91	317.66	54.75	sweep_arena
7773258	2045467500	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773268	2045477400	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773269	2045477500	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773270	2045477510	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773271	2045477520	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773272	2045477530	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773273	2045477540	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773274	2045477550	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773275	2045477560	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773276	2045477570	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773277	2045477580	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773278	2045477590	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773279	2045477600	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773280	2045477700	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773281	2045477710	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773282	2045477720	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773283	2045477730	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773284	2045477740	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773285	2045477750	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773286	2045477760	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773287	2045477770	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773288	2045477780	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773289	2045477790	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773290	2045477800	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773291	2045477900	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773305	2046397060	2047390800	m61_47_39_00	93.02	84.98	55.78	sweep_arena
7773311	2046427980	2046410800	m61_46_41_00	-177.91	317.66	54.75	sweep_arena
7773337	2046457950	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7773357	2046477950	2046460800	m61_46_46_00	-62.72	536.0	-40.75	sweep_arena
7773358	2046477955	2046460800	m61_46_46_00	-62.72	536.0	-40.75	sweep_arena
7773359	2046477970	2046460800	m61_46_46_00	-62.72	536.0	-40.75	sweep_arena
7773373	2047397995	2047390800	m61_47_39_00	93.02	84.98	55.78	sweep_arena
7773380	2047407980	2046400800	m61_46_40_00	-71.78	2.25	-12.53	sweep_arena
7773394	2047427950	2046410800	m61_46_41_00	-177.91	317.66	54.75	sweep_arena
7773402	2047437980	2045440800	m61_45_44_00	59.1	256.42	-73.89	sweep_arena
7773433	2047447900	2048440800	m61_48_44_00	-55.49	427.01	50.56	sweep_arena
7773441	2047457700	2047450800	m61_47_44_00	-27.67	346.02	117.34	sweep_arena
7773454	2047477950	2046460800	m61_46_46_00	-62.72	536.0	-40.75	sweep_arena
7773477	2048417980	2049410800	m61_49_41_00	80.59	65.82	-106.26	sweep_arena
7773509	2048467710	2049450800	m61_49_45_00	62.85	396.02	123.83	sweep_arena
7773518	2049427700	2049410800	m61_49_41_00	80.59	65.82	-106.26	sweep_arena
7773519	2049427720	2049410800	m61_49_41_00	80.59	65.82	-106.26	sweep_arena
7773584	2050427700	28000800	m28_00_00_00	-11.75	16.01	-92.36	sweep_arena
7773607	2050447740	2049450800	m61_49_45_00	62.85	396.02	123.83	sweep_arena
7773615	2050467500	2050470800	m61_50_47_00	14.86	559.44	106.53	sweep_arena
7773616	2050467510	2050470800	m61_50_47_00	14.86	559.44	106.53	sweep_arena
7773627	2051417700	2049430850	m61_49_43_00	68.88	396.48	-95.66	sweep_arena
7773636	2051457700	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7773648	2052427500	2052430800	m61_52_43_00	-68.1	-512.16	67.91	sweep_arena
7773663	65000	1041530800	m60_41_53_00	-77.48	785.14	29.23	sweep_arena
7773668	65080	1043330800	m60_43_33_00	-55.4	83.11	21.96	sweep_arena
7773669	65110	1051400800	m60_51_40_00	37.4	209.43	70.23	sweep_arena
7773670	65130	1050570850	m60_50_57_00	-85.38	1390.24	-56.42	sweep_arena
7773672	65160	1033430800	m60_33_43_00	43.42	291.36	28.77	sweep_arena
7773673	65170	1050570850	m60_50_57_00	-85.38	1390.24	-56.42	sweep_arena
7773677	65250	1037540810	m60_37_54_00	-33.39	856.8	-72.88	sweep_arena
7773678	65260	1051400800	m60_51_40_00	37.4	209.43	70.23	sweep_arena
7773679	65280	1047400800	m60_47_40_00	-102.34	126.24	102.54	sweep_arena
7773680	65300	1038480800	m60_38_48_00	-30.17	404.2	-102.92	sweep_arena
7773681	65310	1038480800	m60_38_48_00	-30.17	404.2	-102.92	sweep_arena
7773683	65410	2049450800	m61_49_45_00	62.85	396.02	123.83	sweep_arena
7773702	66990	2046380800	m61_46_38_00	-24.9	9.25	-96.83	sweep_arena
7773707	400090	16000800	m16_00_00_00	93.69	-438.87	-118.41	sweep_arena
7773708	400101	14000850	m14_00_00_00	151.24	110.57	-222.99	sweep_arena
7773709	400103	14000800	m14_00_00_00	70.4	-838.71	-23.42	sweep_arena
7773717	400221	10000850	m10_00_00_00	-16.94	-2.75	-17.6	sweep_arena
7773732	400312	1049380800	m60_49_38_00	-25.22	65.88	50.57	sweep_arena
7773739	400430	31110800	m31_11_00_00	-145.79	126.94	135.72	sweep_arena
7773741	400590	2047450800	m61_47_44_00	-27.67	346.02	117.34	sweep_arena
7773747	400612	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7773755	400664	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7773758	400671	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7773759	400672	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7773762	400704	2049410800	m61_49_41_00	80.59	65.82	-106.26	sweep_arena
7773765	400712	2054390850	m61_54_39_00	-72.88	511.96	19.44	sweep_arena
7773766	400714	2054390800	m61_54_39_00	112.04	953.86	26.01	sweep_arena
7773855	530405	1049380800	m60_49_38_00	-25.22	65.88	50.57	sweep_arena
7773856	530420	1052410800	m60_52_41_00	-110.47	248.33	107.53	sweep_arena
7773861	530530	1050570800	m60_50_57_00	64.6	1630.35	-79.5	sweep_arena
7773862	530550	1050560800	m60_50_56_00	15.43	1255.08	9.55	sweep_arena
7773866	530830	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7773867	530840	2048380850	m61_48_39_00	-90.03	32.28	-91.6	sweep_arena
7773868	530845	2046400800	m61_46_40_00	-71.78	2.25	-12.53	sweep_arena
7773869	530850	2049410800	m61_49_41_00	80.59	65.82	-106.26	sweep_arena
7773870	530855	2047390800	m61_47_39_00	93.02	84.98	55.78	sweep_arena
7773871	530860	2045440800	m61_45_44_00	59.1	256.42	-73.89	sweep_arena
7773872	530865	2045440800	m61_45_44_00	59.1	256.42	-73.89	sweep_arena
7773873	530900	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7773874	530905	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773875	530930	2049450800	m61_49_45_00	62.85	396.02	123.83	sweep_arena
7773876	530940	2046460800	m61_46_46_00	-62.72	536.0	-40.75	sweep_arena
7773879	530955	2047450800	m61_47_44_00	-27.67	346.02	117.34	sweep_arena
7773880	530960	2052480800	m61_52_48_00	39.21	478.32	117.0	sweep_arena
7773881	530965	2049430850	m61_49_43_00	68.88	396.48	-95.66	sweep_arena
7773882	540404	1049380800	m60_49_38_00	-25.22	65.88	50.57	sweep_arena
7773883	540408	1051360800	m60_51_36_00	78.39	91.78	37.64	sweep_arena
7773884	540414	1049370850	m60_49_37_00	112.21	102.17	15.51	sweep_arena
7773885	540416	1049390850	m60_49_39_00	-89.47	164.03	-1.09	sweep_arena
7773886	540418	1049390800	m60_49_39_00	94.02	83.54	86.54	sweep_arena
7773887	540420	1052410850	m60_52_41_00	8.28	221.38	115.71	sweep_arena
7773888	540426	1048400800	m60_48_40_00	-118.79	138.42	-91.28	sweep_arena
7773891	540510	1254560800	m60_54_56_00	-124.93	1620.18	54.68	sweep_arena
7773892	540512	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7773893	540516	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7773894	540524	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7773901	540902	2048440800	m61_48_44_00	-55.49	427.01	50.56	sweep_arena
7773902	540904	2047450800	m61_47_44_00	-27.67	346.02	117.34	sweep_arena
7773903	540906	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7773904	540910	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7773905	540916	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773911	580030	1051570800	m60_51_57_00	78.08	1632.02	210.23	sweep_arena
7773912	580060	1049380800	m60_49_38_00	-25.22	65.88	50.57	sweep_arena
7773916	10007082	10000800	m10_00_00_00	-233.64	73.69	349.6	sweep_arena
7773934	14007997	14000850	m14_00_00_00	151.24	110.57	-222.99	sweep_arena
7773935	16007930	16000850	m16_00_00_00	62.32	7.82	-211.48	sweep_arena
7773951	21027080	2050480860	m61_50_48_00	47.62	541.52	-63.28	sweep_arena
7773952	21027090	2049480800	m61_49_48_00	80.91	580.04	6.88	sweep_arena
7773953	21027100	2050470800	m61_50_47_00	14.86	559.44	106.53	sweep_arena
7773956	21027130	2052480800	m61_52_48_00	39.21	478.32	117.0	sweep_arena
7773957	21027140	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7773959	21027160	2050480860	m61_50_48_00	47.62	541.52	-63.28	sweep_arena
7773961	21027985	2050470800	m61_50_47_00	14.86	559.44	106.53	sweep_arena
7773966	30077900	30070800	m30_07_00_00	-127.12	820.61	221.81	sweep_arena
7773971	30137960	30130800	m30_13_00_00	4.35	954.42	78.96	sweep_arena
7773973	30137980	30130800	m30_13_00_00	4.35	954.42	78.96	sweep_arena
7773976	30147900	30140800	m30_14_00_00	-123.4	73.12	-33.96	sweep_arena
7773979	30187950	30180800	m30_18_00_00	-134.19	1478.18	156.62	sweep_arena
7773980	30187960	30180800	m30_18_00_00	-134.19	1478.18	156.62	sweep_arena
7773981	30187970	30180800	m30_18_00_00	-134.19	1478.18	156.62	sweep_arena
7773982	30187980	30180800	m30_18_00_00	-134.19	1478.18	156.62	sweep_arena
7773983	30187990	30180800	m30_18_00_00	-134.19	1478.18	156.62	sweep_arena
7773984	30197900	30190800	m30_19_00_00	68.3	1374.72	-160.63	sweep_arena
7774000	35007997	35000800	m35_00_00_00	74.54	-298.53	-80.61	sweep_arena
7774017	39207170	39200800	m39_20_00_00	-106.67	353.66	-1310.49	sweep_arena
7774067	41007970	41000800	m41_00_00_00	-178.66	78.58	-198.63	sweep_arena
7774068	41007975	41000800	m41_00_00_00	-178.66	78.58	-198.63	sweep_arena
7774069	41007980	41000800	m41_00_00_00	-178.66	78.58	-198.63	sweep_arena
7774070	41007985	41000800	m41_00_00_00	-178.66	78.58	-198.63	sweep_arena
7774071	41007990	41000800	m41_00_00_00	-178.66	78.58	-198.63	sweep_arena
7774072	41007995	41000800	m41_00_00_00	-178.66	78.58	-198.63	sweep_arena
7774075	41017975	41010800	m41_01_00_00	-194.07	190.58	89.84	sweep_arena
7774076	41017980	41010800	m41_01_00_00	-194.07	190.58	89.84	sweep_arena
7774077	41017985	41010800	m41_01_00_00	-194.07	190.58	89.84	sweep_arena
7774078	41017990	41010800	m41_01_00_00	-194.07	190.58	89.84	sweep_arena
7774079	41017995	41010800	m41_01_00_00	-194.07	190.58	89.84	sweep_arena
7774085	41027985	41020800	m41_02_00_00	152.6	19.8	-14.96	sweep_arena
7774086	41027990	41020800	m41_02_00_00	152.6	19.8	-14.96	sweep_arena
7774087	41027995	41020800	m41_02_00_00	152.6	19.8	-14.96	sweep_arena
7774119	1033457100	1033450800	m60_33_45_00	-52.3	245.05	-29.6	sweep_arena
7774128	1035417980	1034420800	m60_34_42_00	101.58	397.27	-42.53	sweep_arena
7774129	1035417990	1035420800	m60_35_42_00	-38.61	269.17	-17.9	sweep_arena
7774142	1035447990	1034450800	m60_34_45_00	-8.09	237.38	-10.62	sweep_arena
7774170	1035507610	1035500800	m60_35_50_00	-31.85	430.95	100.61	sweep_arena
7774171	1035507620	1035500800	m60_35_50_00	-31.85	430.95	100.61	sweep_arena
7774172	1035507630	1035500800	m60_35_50_00	-31.85	430.95	100.61	sweep_arena
7774192	1035537980	1035530800	m60_35_53_00	-3.79	824.0	-70.69	sweep_arena
7774193	1035537990	1035530800	m60_35_53_00	-3.79	824.0	-70.69	sweep_arena
7774194	1035547700	1035530800	m60_35_53_00	-3.79	824.0	-70.69	sweep_arena
7774196	1035547990	1035530800	m60_35_53_00	-3.79	824.0	-70.69	sweep_arena
7774222	1037497990	1036500800	m60_36_50_00	121.09	379.63	10.94	sweep_arena
7774223	1038447100	1039440800	m60_39_44_00	-81.59	294.79	-41.36	sweep_arena
7774225	1038467990	1037460800	m60_37_46_00	-48.34	398.31	9.79	sweep_arena
7774252	1039447980	1039440800	m60_39_44_00	-81.59	294.79	-41.36	sweep_arena
7774253	1039447990	1039440800	m60_39_44_00	-81.59	294.79	-41.36	sweep_arena
7774259	1039527700	1040530800	m60_40_53_00	-92.85	802.27	71.05	sweep_arena
7774260	1039537750	1037530800	m60_37_53_00	52.79	903.67	-88.34	sweep_arena
7774283	1039547980	1039540800	m60_39_54_00	-53.72	768.29	56.51	sweep_arena
7774284	1039547990	1039540800	m60_39_54_00	-53.72	768.29	56.51	sweep_arena
7774294	1040547700	1040530800	m60_40_53_00	-92.85	802.27	71.05	sweep_arena
7774295	1040557700	1039540800	m60_39_54_00	-53.72	768.29	56.51	sweep_arena
7774323	1042377100	1042370800	m60_42_37_00	-83.61	160.59	65.0	sweep_arena
7774324	1042377110	1042370800	m60_42_37_00	-83.61	160.59	65.0	sweep_arena
7774357	1043397500	1042380850	m60_42_38_00	12.3	188.02	89.59	sweep_arena
7774358	1043527700	1043530800	m60_44_53_00	-23.58	1025.94	75.99	sweep_arena
7774360	1043527760	1043530800	m60_44_53_00	-23.58	1025.94	75.99	sweep_arena
7774380	1044357050	1044350800	m60_44_34_00	-17.4	105.68	119.83	sweep_arena
7774385	1044367700	1044360800	m60_44_36_00	17.39	80.81	29.78	sweep_arena
7774424	1047387980	1048370800	m60_48_37_00	-48.09	114.95	-42.67	sweep_arena
7774425	1047387990	1048370800	m60_48_37_00	-48.09	114.95	-42.67	sweep_arena
7774428	1047397990	1047400800	m60_47_40_00	-102.34	126.24	102.54	sweep_arena
7774437	1047407990	1047400800	m60_47_40_00	-102.34	126.24	102.54	sweep_arena
7774446	1048407980	1048400800	m60_48_40_00	-118.79	138.42	-91.28	sweep_arena
7774447	1048407990	1048400800	m60_48_40_00	-118.79	138.42	-91.28	sweep_arena
7774449	1048557700	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7774450	1048557710	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7774451	1048567800	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7774452	1048577700	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7774453	1048577900	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7774454	1048577910	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7774455	1048577920	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7774456	1048577930	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7774458	1049377100	1049370800	m60_49_37_00	-116.52	102.11	-7.9	sweep_arena
7774459	1049377110	1049370850	m60_49_37_00	112.21	102.17	15.51	sweep_arena
7774460	1049377700	1049370800	m60_49_37_00	-116.52	102.11	-7.9	sweep_arena
7774477	1049397850	1049390850	m60_49_39_00	-89.47	164.03	-1.09	sweep_arena
7774480	1049547700	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7774494	1049577700	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7774495	1049577710	1050560800	m60_50_56_00	15.43	1255.08	9.55	sweep_arena
7774496	1049577720	1050570850	m60_50_57_00	-85.38	1390.24	-56.42	sweep_arena
7774503	1050537700	1049520800	m60_49_52_00	-20.31	1048.49	54.71	sweep_arena
7774506	1050567700	1050560800	m60_50_56_00	15.43	1255.08	9.55	sweep_arena
7774508	1051367700	1051360800	m60_51_36_00	78.39	91.78	37.64	sweep_arena
7774509	1051367800	1051360800	m60_51_36_00	78.39	91.78	37.64	sweep_arena
7774529	1051567700	1051570800	m60_51_57_00	78.08	1632.02	210.23	sweep_arena
7774530	1051577720	1051570800	m60_51_57_00	78.08	1632.02	210.23	sweep_arena
7774531	1051577800	1051570800	m60_51_57_00	78.08	1632.02	210.23	sweep_arena
7774532	1051577810	1051570800	m60_51_57_00	78.08	1632.02	210.23	sweep_arena
7774533	1052417100	1052410850	m60_52_41_00	8.28	221.38	115.71	sweep_arena
7774536	1052557700	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7774546	1053567700	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7774547	1053567710	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7774548	1053567720	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7774555	2047397070	2047390800	m61_47_39_00	93.02	84.98	55.78	sweep_arena
7774578	2051447500	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7774579	2051447510	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7774637	1038417020	1038410800	m60_38_41_00	3.89	257.37	-124.93	sweep_arena
7774638	1047427000	1048410800	m60_48_41_00	-86.98	225.66	-70.16	sweep_arena
7774639	1050407000	1049390850	m60_49_39_00	-89.47	164.03	-1.09	sweep_arena
7900005	400061	1033430800	m60_33_43_00	43.42	291.36	28.77	sweep_arena
7900006	400071	16000860	m16_00_00_00	229.67	-133.52	-251.97	sweep_arena
7900008	400148	1034500800	m60_34_50_00	76.01	440.94	63.31	sweep_arena
7900009	400148	1034500800	m60_34_50_00	76.01	440.94	63.31	sweep_arena
7900010	400148	1034500800	m60_34_50_00	76.01	440.94	63.31	sweep_arena
7900011	400148	1034500800	m60_34_50_00	76.01	440.94	63.31	sweep_arena
7900018	400174	13000830	m13_00_00_00	14.45	1009.59	329.5	sweep_arena
7900025	400312	1049370800	m60_49_37_00	-116.52	102.11	-7.9	sweep_arena
7900041	400382	35000850	m35_00_00_00	-203.85	-153.85	-306.87	sweep_arena
7900042	400382	35000800	m35_00_00_00	74.54	-298.53	-80.61	sweep_arena
7900043	400382	35000850	m35_00_00_00	-203.85	-153.85	-306.87	sweep_arena
7900058	400500	11050800	m11_05_00_00	41.02	65.12	-421.28	sweep_arena
7900059	400500	11050850	m11_05_00_00	-132.34	31.03	-386.62	sweep_arena
7900064	400614	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900065	400614	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900066	400614	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900067	400614	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900068	400622	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900069	400622	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900070	400622	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900071	400624	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900072	400624	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900073	400624	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900074	400624	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900075	400624	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900076	400625	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900077	400625	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900078	400625	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900079	400625	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900080	400625	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900085	400634	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900086	400634	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900087	400634	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900088	400634	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900092	400645	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900093	400645	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900094	400645	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900095	400645	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900097	400664	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7900098	400664	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7900099	400664	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7900100	400664	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7900101	400664	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7900102	400704	2049410800	m61_49_41_00	80.59	65.82	-106.26	sweep_arena
7900108	400714	2054390800	m61_54_39_00	112.04	953.86	26.01	sweep_arena
7900109	400714	2054390850	m61_54_39_00	-72.88	511.96	19.44	sweep_arena
7900110	400714	2054390800	m61_54_39_00	112.04	953.86	26.01	sweep_arena
7900111	400714	2054390850	m61_54_39_00	-72.88	511.96	19.44	sweep_arena
7900112	400714	2054390800	m61_54_39_00	112.04	953.86	26.01	sweep_arena
7900144	530260	1034420800	m60_34_42_00	101.58	397.27	-42.53	sweep_arena
7900145	530315	1045520800	m60_45_52_00	27.69	1023.82	43.92	sweep_arena
7900146	530325	1042550800	m60_42_55_00	-35.55	968.22	-38.97	sweep_arena
7900147	530375	1036540800	m60_36_54_00	100.63	1052.16	-41.76	sweep_arena
7900149	530425	1051430800	m60_51_43_00	60.89	305.2	-63.97	sweep_arena
7900150	530505	1049520800	m60_49_52_00	-20.31	1048.49	54.71	sweep_arena
